gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Brussels Hoofdstedelijk Gewest;Audioloog;72;44;28;6;16;9;5;1;3;1;2;0;1;6;11;0;4;2;2;1;1;0;1
België;Logopedist;15575;15074;501;1273;2919;2370;1690;1763;1148;1095;1183;919;714;6;29;23;25;34;26;47;70;95;146
Vlaams Gewest;Logopedist;8894;8604;290;822;1743;1440;980;1056;640;594;580;460;289;3;12;7;13;21;13;20;43;59;99
Waals Gewest;Logopedist;5576;5397;179;368;891;721;607;617;446;459;526;405;357;2;10;8;11;11;12;27;22;34;42
Brussels Hoofdstedelijk Gewest;Logopedist;1105;1073;32;83;285;209;103;90;62;42;77;54;68;1;7;8;1;2;1;0;5;2;5
Vlaams Brabant;Logopedist;1490;1454;36;136;271;248;168;193;106;88;92;90;62;1;5;0;2;1;3;1;8;8;7
West-Vlaanderen;Logopedist;1898;1814;84;172;354;317;204;235;146;126;127;83;50;1;0;1;0;5;4;8;14;16;35
Oost-Vlaanderen;Logopedist;2491;2414;77;228;514;386;293;295;171;154;143;141;89;0;6;2;7;8;2;7;13;13;19
Antwerpen;Logopedist;2126;2060;66;219;435;354;219;221;147;146;144;106;69;1;1;2;2;6;2;4;6;16;26
Limburg;Logopedist;889;862;27;67;169;135;96;112;70;80;74;40;19;0;0;2;2;1;2;0;2;6;12
Waals Brabant;Logopedist;809;786;23;50;116;93;100;87;82;52;72;63;71;1;2;1;2;1;5;3;2;2;4
Henegouwen;Logopedist;1536;1473;63;98;263;196;146;177;130;128;138;112;85;0;4;2;4;1;0;12;11;14;15
Luik;Logopedist;1944;1884;60;119;299;265;207;201;146;181;184;157;125;0;4;4;3;4;6;8;7;11;13
Namen;Logopedist;797;771;26;61;126;118;91;87;47;58;87;49;47;1;0;0;1;4;0;3;2;6;9
Luxemburg;Logopedist;490;483;7;40;87;49;63;65;41;40;45;24;29;0;0;1;1;1;1;1;0;1;1
Brussels Hoofdstedelijk Gewest;Logopedist;1105;1073;32;83;285;209;103;90;62;42;77;54;68;1;7;8;1;2;1;0;5;2;5
België;Orthoptist-optometrist;374;309;65;51;73;56;30;23;17;22;20;5;12;9;15;11;16;8;1;3;2;0;0
Vlaams Gewest;Orthoptist-optometrist;318;266;52;45;67;48;27;20;12;18;18;3;8;7;11;9;15;5;1;3;1;0;0
Waals Gewest;Orthoptist-optometrist;29;23;6;3;1;4;2;1;4;2;1;2;3;1;1;1;0;2;0;0;1;0;0
Brussels Hoofdstedelijk Gewest;Orthoptist-optometrist;27;20;7;3;5;4;1;2;1;2;1;0;1;1;3;1;1;1;0;0;0;0;0
Vlaams Brabant;Orthoptist-optometrist;56;48;8;7;14;7;7;4;0;2;3;1;3;2;3;0;2;0;0;1;0;0;0
West-Vlaanderen;Orthoptist-optometrist;68;55;13;12;7;8;3;5;5;7;6;0;2;4;3;1;2;2;0;1;0;0;0
Oost-Vlaanderen;Orthoptist-optometrist;74;66;8;7;16;15;8;6;3;5;4;1;1;0;0;3;3;1;1;0;0;0;0
Antwerpen;Orthoptist-optometrist;79;63;16;10;20;11;7;3;4;3;4;1;0;0;4;5;4;1;0;1;1;0;0
Limburg;Orthoptist-optometrist;41;34;7;9;10;7;2;2;0;1;1;0;2;1;1;0;4;1;0;0;0;0;0
Waals Brabant;Orthoptist-optometrist;8;5;3;0;1;1;0;1;1;0;0;1;0;0;0;1;0;2;0;0;0;0;0
Henegouwen;Orthoptist-optometrist;5;5;0;0;0;1;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Luik;Orthoptist-optometrist;10;9;1;2;0;2;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0
Namen;Orthoptist-optometrist;3;3;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Orthoptist-optometrist;3;1;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
Brussels Hoofdstedelijk Gewest;Orthoptist-optometrist;27;20;7;3;5;4;1;2;1;2;1;0;1;1;3;1;1;1;0;0;0;0;0
België;Podoloog;885;605;280;106;171;101;81;68;26;22;16;9;5;56;84;39;41;21;16;10;6;6;1
Vlaams Gewest;Podoloog;616;445;171;93;140;74;52;50;17;6;4;6;3;53;62;17;17;9;8;2;0;3;0
Waals Gewest;Podoloog;172;98;74;7;15;20;19;12;3;12;7;2;1;1;15;11;21;10;6;5;3;2;0
Brussels Hoofdstedelijk Gewest;Podoloog;97;62;35;6;16;7;10;6;6;4;5;1;1;2;7;11;3;2;2;3;3;1;1
Vlaams Brabant;Podoloog;78;52;26;9;11;13;8;3;1;2;2;1;2;4;10;2;5;1;2;1;0;1;0
West-Vlaanderen;Podoloog;188;152;36;42;48;26;15;16;3;1;1;0;0;15;10;3;5;2;0;1;0;0;0
Oost-Vlaanderen;Podoloog;251;176;75;33;66;21;19;20;9;3;1;4;0;28;29;9;5;1;3;0;0;0;0
Antwerpen;Podoloog;64;43;21;7;14;8;6;4;2;0;0;1;1;3;9;1;2;4;2;0;0;0;0
Limburg;Podoloog;35;22;13;2;1;6;4;7;2;0;0;0;0;3;4;2;0;1;1;0;0;2;0
Waals Brabant;Podoloog;49;24;25;0;6;6;3;2;1;5;1;0;0;1;3;2;7;4;4;3;1;0;0
Henegouwen;Podoloog;56;32;24;3;4;7;7;6;1;1;1;1;1;0;6;3;9;2;1;0;1;2;0
Luik;Podoloog;25;16;9;0;1;4;1;1;1;4;3;1;0;0;1;3;0;2;1;1;1;0;0
Namen;Podoloog;27;17;10;0;4;3;4;3;0;1;2;0;0;0;4;1;3;2;0;0;0;0;0
Luxemburg;Podoloog;15;9;6;4;0;0;4;0;0;1;0;0;0;0;1;2;2;0;0;1;0;0;0
Brussels Hoofdstedelijk Gewest;Podoloog;97;62;35;6;16;7;10;6;6;4;5;1;1;2;7;11;3;2;2;3;3;1;1
België;Ergotherapeut;12268;11012;1256;1540;2380;1893;1519;1240;554;480;720;514;172;160;324;156;119;139;61;45;85;88;79
Vlaams Gewest;Ergotherapeut;9189;8251;938;1295;1819;1418;1062;847;431;358;532;388;101;138;252;113;89;81;32;33;66;73;61
Waals Gewest;Ergotherapeut;2452;2210;242;182;402;391;392;340;96;101;153;95;58;14;48;33;23;45;25;10;16;14;14
Brussels Hoofdstedelijk Gewest;Ergotherapeut;627;551;76;63;159;84;65;53;27;21;35;31;13;8;24;10;7;13;4;2;3;1;4
Vlaams Brabant;Ergotherapeut;1041;933;108;136;214;141;125;94;58;36;64;55;10;13;34;16;10;11;3;4;5;8;4
West-Vlaanderen;Ergotherapeut;2240;1977;263;304;415;324;270;209;101;96;140;87;31;36;60;33;25;19;8;12;19;27;24
Oost-Vlaanderen;Ergotherapeut;2412;2159;253;330;481;374;275;203;94;98;141;125;38;27;54;31;29;23;12;11;24;22;20
Antwerpen;Ergotherapeut;2089;1925;164;327;436;337;231;196;100;71;123;88;16;31;52;11;17;12;5;4;13;10;9
Limburg;Ergotherapeut;1407;1257;150;198;273;242;161;145;78;57;64;33;6;31;52;22;8;16;4;2;5;6;4
Waals Brabant;Ergotherapeut;327;300;27;24;51;48;46;47;9;10;31;22;12;1;3;4;0;9;1;2;2;2;3
Henegouwen;Ergotherapeut;868;771;97;75;162;124;136;113;35;32;55;26;13;8;18;17;8;15;11;3;8;4;5
Luik;Ergotherapeut;729;646;83;38;117;127;120;105;30;30;38;25;16;2;18;11;11;14;7;4;4;7;5
Namen;Ergotherapeut;365;338;27;34;35;62;58;56;16;22;22;18;15;1;6;1;4;6;4;1;2;1;1
Luxemburg;Ergotherapeut;163;155;8;11;37;30;32;19;6;7;7;4;2;2;3;0;0;1;2;0;0;0;0
Brussels Hoofdstedelijk Gewest;Ergotherapeut;627;551;76;63;159;84;65;53;27;21;35;31;13;8;24;10;7;13;4;2;3;1;4
België;Diëtist;6370;5898;472;712;1484;1096;684;440;335;359;324;242;222;61;147;83;40;34;22;19;21;22;23
Vlaams Gewest;Diëtist;3954;3668;286;499;952;652;400;228;192;213;215;174;143;37;99;53;26;13;11;9;6;15;17
Waals Gewest;Diëtist;1956;1812;144;183;422;329;227;182;124;128;96;57;64;21;35;21;10;17;11;9;10;6;4
Brussels Hoofdstedelijk Gewest;Diëtist;460;418;42;30;110;115;57;30;19;18;13;11;15;3;13;9;4;4;0;1;5;1;2
Vlaams Brabant;Diëtist;794;742;52;96;186;137;79;51;41;40;46;36;30;5;19;4;7;4;1;2;3;2;5
West-Vlaanderen;Diëtist;747;678;69;105;179;118;76;35;27;39;34;38;27;9;16;14;5;2;5;3;1;7;7
Oost-Vlaanderen;Diëtist;867;799;68;114;194;145;80;58;42;57;41;34;34;12;27;12;4;4;2;3;1;2;1
Antwerpen;Diëtist;1119;1040;79;146;288;176;124;63;59;48;63;44;29;10;29;21;6;2;2;1;1;4;3
Limburg;Diëtist;427;409;18;38;105;76;41;21;23;29;31;22;23;1;8;2;4;1;1;0;0;0;1
Waals Brabant;Diëtist;309;294;15;28;60;50;39;29;22;22;18;12;14;2;5;3;0;0;3;0;1;1;0
Henegouwen;Diëtist;667;625;42;66;155;88;88;76;48;42;31;15;16;7;8;6;3;7;1;3;2;2;3
Luik;Diëtist;604;547;57;44;125;111;67;44;32;46;31;27;20;9;15;4;5;7;7;4;5;1;0
Namen;Diëtist;237;222;15;25;48;53;23;20;17;15;10;3;8;1;4;4;1;2;0;2;1;0;0
Luxemburg;Diëtist;139;124;15;20;34;27;10;13;5;3;6;0;6;2;3;4;1;1;0;0;1;2;1
Brussels Hoofdstedelijk Gewest;Diëtist;460;418;42;30;110;115;57;30;19;18;13;11;15;3;13;9;4;4;0;1;5;1;2
België;Audicien;1918;1547;371;184;465;322;198;159;54;68;39;30;28;18;48;33;26;32;26;22;35;33;98
Vlaams Gewest;Audicien;1557;1358;199;168;429;300;181;138;36;49;23;18;16;9;26;21;15;14;11;9;12;19;63
Waals Gewest;Audicien;253;129;124;10;19;11;10;18;13;16;13;8;11;3;11;8;7;10;12;10;19;11;33
Brussels Hoofdstedelijk Gewest;Audicien;108;60;48;6;17;11;7;3;5;3;3;4;1;6;11;4;4;8;3;3;4;3;2
Vlaams Brabant;Audicien;239;201;38;30;63;34;38;15;5;6;4;2;4;0;4;3;2;2;3;3;3;4;14
West-Vlaanderen;Audicien;361;313;48;36;115;67;41;24;5;11;8;3;3;5;8;2;5;2;3;1;3;3;16
Oost-Vlaanderen;Audicien;434;367;67;47;113;85;38;40;11;14;7;8;4;3;10;10;5;8;2;4;2;5;18
Antwerpen;Audicien;392;361;31;48;107;84;48;42;12;10;3;2;5;1;3;6;3;0;2;1;0;5;10
Limburg;Audicien;131;116;15;7;31;30;16;17;3;8;1;3;0;0;1;0;0;2;1;0;4;2;5
Waals Brabant;Audicien;60;30;30;1;5;2;2;3;4;4;6;2;1;0;3;4;1;2;3;1;5;6;5
Henegouwen;Audicien;67;34;33;4;7;4;2;6;3;4;1;2;1;2;1;2;2;3;2;2;6;3;10
Luik;Audicien;70;37;33;4;4;3;4;7;3;4;2;2;4;1;4;1;3;2;5;1;2;1;13
Namen;Audicien;43;22;21;1;3;2;1;0;1;4;4;2;4;0;3;1;0;2;2;4;5;1;3
Luxemburg;Audicien;13;6;7;0;0;0;1;2;2;0;0;0;1;0;0;0;1;1;0;2;1;0;2
Brussels Hoofdstedelijk Gewest;Audicien;108;60;48;6;17;11;7;3;5;3;3;4;1;6;11;4;4;8;3;3;4;3;2
België;Medisch laboratoriumtechnoloog;11627;8883;2744;699;1307;1102;1001;818;651;1028;930;965;382;234;561;405;294;221;182;195;260;256;136
Vlaams Gewest;Medisch laboratoriumtechnoloog;6388;5145;1243;488;760;552;519;467;388;651;579;558;183;155;281;149;113;78;66;68;121;137;75
Waals Gewest;Medisch laboratoriumtechnoloog;4384;3134;1250;168;437;456;407;300;223;329;305;352;157;69;235;212;140;117;88;108;126;104;51
Brussels Hoofdstedelijk Gewest;Medisch laboratoriumtechnoloog;855;604;251;43;110;94;75;51;40;48;46;55;42;10;45;44;41;26;28;19;13;15;10
Vlaams Brabant;Medisch laboratoriumtechnoloog;1421;1074;347;71;143;87;115;98;87;138;141;143;51;35;57;38;26;24;22;24;43;50;28
West-Vlaanderen;Medisch laboratoriumtechnoloog;1092;875;217;92;141;112;78;74;53;109;100;90;26;36;54;31;17;9;14;17;15;17;7
Oost-Vlaanderen;Medisch laboratoriumtechnoloog;1394;1162;232;111;142;148;103;105;110;148;117;127;51;20;55;25;24;20;10;11;23;25;19
Antwerpen;Medisch laboratoriumtechnoloog;1680;1376;304;144;210;130;139;136;90;190;152;148;37;36;62;32;38;22;16;14;29;36;19
Limburg;Medisch laboratoriumtechnoloog;801;658;143;70;124;75;84;54;48;66;69;50;18;28;53;23;8;3;4;2;11;9;2
Waals Brabant;Medisch laboratoriumtechnoloog;505;366;139;10;38;53;43;31;39;45;41;47;19;2;20;31;15;11;12;16;12;15;5
Henegouwen;Medisch laboratoriumtechnoloog;1694;1199;495;73;167;169;171;116;83;116;123;127;54;33;102;88;59;38;33;40;41;36;25
Luik;Medisch laboratoriumtechnoloog;1305;952;353;53;157;148;111;92;52;98;81;101;59;24;70;57;42;39;20;21;40;27;13
Namen;Medisch laboratoriumtechnoloog;687;468;219;20;60;63;71;46;38;51;41;57;21;7;34;32;22;28;19;24;28;18;7
Luxemburg;Medisch laboratoriumtechnoloog;193;149;44;12;15;23;11;15;11;19;19;20;4;3;9;4;2;1;4;7;5;8;1
Brussels Hoofdstedelijk Gewest;Medisch laboratoriumtechnoloog;855;604;251;43;110;94;75;51;40;48;46;55;42;10;45;44;41;26;28;19;13;15;10
België;Technoloog medische beeldvorming;2629;1556;1073;139;317;275;162;70;96;149;163;120;65;45;222;177;108;79;51;85;102;122;82
Vlaams Gewest;Technoloog medische beeldvorming;958;636;322;70;171;131;90;27;35;39;40;20;13;17;81;54;39;20;10;23;25;33;20
Waals Gewest;Technoloog medische beeldvorming;1320;734;586;54;97;100;58;34;49;100;110;88;44;25;102;92;50;45;36;53;62;70;51
Brussels Hoofdstedelijk Gewest;Technoloog medische beeldvorming;351;186;165;15;49;44;14;9;12;10;13;12;8;3;39;31;19;14;5;9;15;19;11
Vlaams Brabant;Technoloog medische beeldvorming;310;169;141;16;32;45;28;6;8;14;14;3;3;5;28;19;12;10;2;12;14;25;14
West-Vlaanderen;Technoloog medische beeldvorming;124;90;34;13;29;13;14;2;5;4;5;5;0;2;9;8;5;1;1;4;1;2;1
Oost-Vlaanderen;Technoloog medische beeldvorming;223;154;69;19;43;32;25;6;9;10;5;3;2;5;23;12;13;5;3;3;3;2;0
Antwerpen;Technoloog medische beeldvorming;190;141;49;17;37;26;11;8;9;9;11;6;7;1;10;12;6;1;2;4;6;3;4
Limburg;Technoloog medische beeldvorming;111;82;29;5;30;15;12;5;4;2;5;3;1;4;11;3;3;3;2;0;1;1;1
Waals Brabant;Technoloog medische beeldvorming;145;81;64;6;4;12;6;8;7;8;14;10;6;3;9;10;6;6;4;9;4;6;7
Henegouwen;Technoloog medische beeldvorming;473;223;250;18;37;33;23;8;15;29;23;25;12;12;56;44;21;13;11;18;22;30;23
Luik;Technoloog medische beeldvorming;404;272;132;23;30;36;12;11;18;41;48;39;14;9;22;23;8;9;10;9;13;17;12
Namen;Technoloog medische beeldvorming;243;133;110;7;21;13;16;4;9;19;23;13;8;1;12;13;13;14;7;15;17;12;6
Luxemburg;Technoloog medische beeldvorming;55;25;30;0;5;6;1;3;0;3;2;1;4;0;3;2;2;3;4;2;6;5;3
Brussels Hoofdstedelijk Gewest;Technoloog medische beeldvorming;351;186;165;15;49;44;14;9;12;10;13;12;8;3;39;31;19;14;5;9;15;19;11
België;Mondhygiënist;63;63;0;38;15;3;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Vlaams Gewest;Mondhygiënist;63;63;0;38;15;3;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Vlaams Brabant;Mondhygiënist;14;14;0;6;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Mondhygiënist;12;12;0;7;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Mondhygiënist;15;15;0;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Antwerpen;Mondhygiënist;18;18;0;10;4;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Limburg;Mondhygiënist;4;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
