Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Homme;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22
;Gastro-entérologie;265.0;86;179;0;14;21;10;9;8;11;3;10;0;7;5;14;22;25;27;22;57
;Cardiologie;429.0;109;320;0;14;18;18;18;13;11;10;7;0;12;19;28;34;41;41;41;104
;Médecine interne;653.0;237;416;0;31;38;44;43;34;10;15;22;0;14;21;27;47;50;59;54;144
;Rhumatologie;99.0;49;50;0;3;7;7;7;8;4;2;11;0;2;0;3;3;2;10;7;23
;Médecine aiguë;140.0;61;79;1;0;1;9;24;12;7;5;2;0;1;2;5;18;19;16;8;10
;Gynécologie-obstétrique;589.0;311;278;1;48;37;49;45;41;31;28;31;0;9;14;14;24;30;26;44;117
;Ophtalmologie;375.0;218;157;4;23;21;27;21;21;23;19;59;3;15;10;10;16;17;13;19;54
;Oto-rhino-laryngologie;253.0;115;138;0;11;18;13;20;21;11;11;10;0;5;5;8;8;13;21;16;62
;Stomatologie;95.0;22;73;0;3;1;6;3;2;2;1;4;0;4;4;3;7;9;5;6;35
;Dermato-vénéréologie;260.0;180;80;1;18;25;21;21;29;15;17;33;1;4;1;4;6;5;11;10;38
;Pédiatrie;676.0;433;243;0;61;60;74;58;43;36;29;72;0;13;14;11;18;20;18;21;128
;"Médecine physique et
réadaptation";194.0;95;99;0;12;9;13;12;14;11;7;17;0;3;7;10;3;10;10;15;41
;Biologie clinique;244.0;122;122;0;6;3;9;8;8;14;19;55;0;0;4;5;1;3;13;14;82
;Radiodiagnostic;634.0;191;443;1;20;24;26;23;27;34;14;22;0;23;32;25;34;46;67;62;154
;Radiothérapie - oncologie;72.0;39;33;0;4;7;2;4;1;9;5;7;0;0;2;8;5;4;3;2;9
;Médecine nucléaire;134.0;51;83;0;3;2;6;5;8;15;3;9;0;1;2;3;4;5;12;7;49
;Anatomie pathologique;108.0;63;45;0;7;4;3;14;9;9;5;12;0;4;2;2;1;3;10;7;16
;Oncologie médicale;99.0;52;47;0;8;11;3;12;7;3;2;6;0;2;4;3;5;12;5;7;9
;Médecine du travail;331.0;201;130;0;1;6;35;38;27;35;29;30;0;2;0;8;11;11;13;23;62
;"Médecine d'assurance et
expertise médicale";252.0;75;177;0;0;0;3;4;11;15;21;21;0;0;0;1;7;12;25;44;88
"Région de
Bruxelles
Capitale";Toutes les spécialités;3830.0;1855;1975;7;270;252;261;191;182;176;178;338;1;153;137;180;144;178;214;220;748
;Gériatrie;34.0;24;10;0;3;9;5;3;2;1;1;0;0;0;2;1;0;1;2;2;2
;Médecine d'urgence;40.0;21;19;0;6;8;3;1;1;2;0;0;0;4;5;5;2;2;0;1;0
;Médecine légale;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Gestion de données de santé;11.0;6;5;0;0;0;0;1;3;0;2;0;0;0;0;1;0;0;2;2;0
;Anesthésie-réanimation;273.0;135;138;1;22;17;13;17;13;9;15;28;0;26;18;15;15;21;12;10;21
;Chirurgie;207.0;52;155;0;9;9;7;4;4;5;6;8;0;9;11;16;9;17;12;12;69
;Neurochirurgie;22.0;3;19;0;2;0;0;1;0;0;0;0;0;0;3;2;3;0;1;3;7
;"Chirurgie plastique,
reconstructrice et esthétique";37.0;9;28;0;1;3;2;0;0;1;1;1;0;0;2;5;4;2;4;2;9
;Urologie;45.0;4;41;0;0;1;3;0;0;0;0;0;0;4;3;4;4;2;5;4;15
;Chirurgie orthopédique;113.0;18;95;0;2;4;1;1;3;3;1;3;0;11;7;9;8;6;12;7;35
;Neurologie;80.0;43;37;0;4;8;9;5;6;3;5;3;0;5;5;7;4;6;5;2;3
;Psychiatrie;260.0;110;150;0;0;2;5;15;20;25;13;30;0;0;0;5;8;12;20;24;81
;Neuropsychiatrie;33.0;12;21;0;0;0;0;0;0;1;2;9;0;0;0;0;0;0;0;1;20
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";52.0;38;14;0;8;13;7;3;3;2;0;2;0;5;1;4;0;0;1;2;1
;"Psychiatrie, particulièrement en
psychiatrie adulte";101.0;61;40;0;14;8;11;10;4;6;3;5;0;3;5;18;4;1;3;3;3
;Pneumologie;68.0;30;38;0;2;8;4;7;2;1;2;4;0;2;2;4;1;4;5;7;13
;Gastro-entérologie;99.0;37;62;0;4;6;8;7;1;4;3;4;0;3;6;5;5;8;5;6;24
;Cardiologie;196.0;69;127;0;4;20;10;5;7;6;9;8;0;11;9;14;10;11;22;11;39
;Médecine interne;338.0;141;197;0;29;18;35;15;11;10;7;16;0;14;17;15;18;16;18;20;79
;Rhumatologie;40.0;17;23;0;1;3;2;2;2;2;1;4;0;2;0;0;0;4;3;2;12
;Médecine aiguë;36.0;21;15;1;3;3;3;4;2;1;2;2;0;0;1;1;1;4;3;2;3
;Gynécologie-obstétrique;291.0;178;113;0;38;29;23;13;13;21;18;23;0;6;4;11;6;10;8;16;52
;Ophtalmologie;168.0;103;65;3;15;14;13;6;6;6;12;28;1;7;3;6;9;7;7;4;21
;Oto-rhino-laryngologie;95.0;39;56;0;8;0;9;6;3;2;2;9;0;3;2;2;1;8;11;6;23
;Stomatologie;58.0;21;37;0;2;1;4;1;3;1;4;5;0;3;1;3;2;1;3;6;18
;Dermato-vénéréologie;132.0;96;36;1;13;3;14;8;11;12;6;28;0;2;2;2;1;3;7;3;16
;Pédiatrie;337.0;233;104;0;36;28;41;21;21;19;15;52;0;8;10;6;4;9;4;10;53
;"Médecine physique et
réadaptation";46.0;28;18;1;7;1;6;2;4;4;0;3;0;1;1;0;1;0;3;6;6
;Biologie clinique;103.0;58;45;0;6;3;2;5;7;5;13;17;0;1;1;3;1;2;5;8;24
;Radiodiagnostic;215.0;88;127;0;15;15;7;5;15;7;12;12;0;17;8;10;9;14;14;15;40
;Radiothérapie - oncologie;21.0;17;4;0;0;3;0;5;2;1;2;4;0;0;2;0;0;0;1;0;1
;Médecine nucléaire;43.0;14;29;0;0;4;2;1;0;3;1;3;0;3;3;1;5;0;2;3;12
;Anatomie pathologique;47.0;32;15;0;7;3;2;3;2;3;2;10;0;1;1;1;2;0;2;2;6
;Oncologie médicale;56.0;31;25;0;7;8;5;2;4;2;0;3;0;2;1;1;6;4;2;2;7
;Génétique clinique;2.0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
;Médecine du travail;83.0;46;37;0;1;0;5;9;5;8;10;8;0;0;0;2;0;0;7;8;20
;"Médecine d'assurance et
expertise médicale";46.0;18;28;0;0;0;0;3;2;0;8;5;0;0;0;1;1;3;3;8;12
"Brabant
flamand";Toutes les spécialités;4236.0;1939;2297;3;261;264;348;318;242;189;127;187;3;155;152;218;236;257;328;274;674
;Gériatrie;46.0;33;13;0;3;5;5;9;4;2;4;1;0;1;1;1;2;1;2;3;2
;Médecine d'urgence;29.0;14;15;0;6;2;3;1;2;0;0;0;0;5;3;3;2;0;2;0;0
;Médecine légale;2.0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;Gestion de données de santé;12.0;6;6;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;1;2;3
;Anesthésie-réanimation;356.0;159;197;0;27;20;27;23;19;11;12;20;0;23;19;26;22;25;36;17;29
;Chirurgie;276.0;61;215;0;9;10;16;14;6;0;3;3;0;22;20;21;20;23;20;23;66
;Neurochirurgie;32.0;3;29;0;1;1;0;1;0;0;0;0;0;3;4;3;6;3;3;1;6
;"Chirurgie plastique,
reconstructrice et esthétique";38.0;13;25;0;2;3;1;4;1;1;1;0;0;1;2;1;4;5;5;1;6
;Urologie;65.0;10;55;0;2;3;2;0;3;0;0;0;0;6;8;2;8;5;9;2;15
;Chirurgie orthopédique;170.0;24;146;0;5;4;3;2;5;2;0;3;0;13;16;23;19;17;24;15;19
;Neurologie;90.0;45;45;0;10;7;5;4;11;3;2;3;0;2;5;7;6;4;4;7;10
;Psychiatrie;77.0;41;36;0;0;0;1;12;13;11;2;2;0;0;0;3;0;10;8;7;8
;Neuropsychiatrie;34.0;6;28;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;2;26
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";72.0;63;9;0;10;9;18;12;1;4;3;6;0;0;0;0;3;0;4;0;2
;"Psychiatrie, particulièrement en
psychiatrie adulte";144.0;66;78;0;7;11;24;9;0;5;7;3;0;5;5;9;5;1;3;13;37
;Pneumologie;91.0;46;45;0;10;6;15;6;4;3;0;2;0;4;1;3;7;4;6;8;12
;Gastro-entérologie;110.0;43;67;0;8;9;9;9;3;3;1;1;0;6;4;7;6;10;8;11;15
;Cardiologie;173.0;33;140;0;2;6;8;7;4;3;1;2;0;10;11;22;11;23;22;15;26
;Médecine interne;281.0;114;167;0;14;23;27;18;8;8;11;5;0;8;8;8;28;15;20;16;64
;Rhumatologie;36.0;16;20;0;2;2;4;5;2;0;0;1;0;1;0;2;4;2;0;2;9
;Médecine aiguë;50.0;21;29;0;6;5;2;5;2;1;0;0;0;2;2;3;8;10;3;0;1
;Gynécologie-obstétrique;243.0;140;103;0;30;19;24;24;16;13;5;9;0;0;6;10;7;11;17;14;38
;Ophtalmologie;195.0;130;65;1;13;14;21;13;19;12;14;23;1;2;2;8;6;8;9;9;20
;Oto-rhino-laryngologie;98.0;48;50;0;8;8;8;4;9;5;2;4;0;2;5;3;5;3;7;9;16
;Stomatologie;50.0;17;33;0;1;4;3;3;1;0;2;3;0;5;3;3;1;4;5;0;12
;Dermato-vénéréologie;137.0;104;33;2;11;12;22;14;12;8;6;17;1;1;2;0;7;5;3;2;12
;Pédiatrie;310.0;215;95;0;35;36;32;34;30;15;8;25;0;5;6;7;6;11;15;13;32
;"Médecine physique et
réadaptation";88.0;42;46;0;6;6;6;8;1;7;5;3;0;4;3;1;3;5;1;6;23
;Biologie clinique;121.0;51;70;0;3;3;6;7;5;6;7;14;0;2;2;3;3;6;8;10;36
;Radiodiagnostic;289.0;102;187;0;12;14;12;18;16;14;5;11;1;17;12;20;16;21;34;17;49
;Radiothérapie - oncologie;40.0;26;14;0;5;1;4;6;5;5;0;0;0;1;0;3;2;1;4;2;1
;Médecine nucléaire;51.0;24;27;0;2;8;3;2;5;2;0;2;0;1;1;2;3;5;4;1;10
;Anatomie pathologique;66.0;39;27;0;4;4;11;5;3;4;5;3;0;1;0;5;1;2;1;6;11
;Oncologie médicale;43.0;23;20;0;3;3;5;2;4;4;1;1;0;2;0;2;5;4;3;1;3
;Génétique clinique;15.0;10;5;0;0;1;3;1;1;3;1;0;0;0;1;0;0;1;1;2;0
;Médecine du travail;209.0;112;97;0;3;4;17;28;19;20;8;13;0;0;0;7;7;5;20;23;35
;"Médecine d'assurance et
expertise médicale";97.0;38;59;0;0;1;1;8;7;11;6;4;0;0;0;0;3;7;16;14;19
"Flandre
occidentale";Toutes les spécialités;2546.0;876;1670;3;138;121;132;143;114;75;54;96;1;80;109;138;143;154;198;211;636
;Gériatrie;42.0;23;19;0;5;3;6;3;3;1;2;0;0;1;2;1;1;1;2;2;9
;Médecine d'urgence;9.0;7;2;0;4;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gestion de données de santé;2.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
;Anesthésie-réanimation;283.0;99;184;0;12;12;16;17;17;10;4;11;0;13;13;28;19;26;17;26;42
;Chirurgie;142.0;25;117;0;6;4;7;4;0;1;1;2;0;4;8;9;9;10;14;14;49
;Neurochirurgie;24.0;2;22;0;1;0;0;1;0;0;0;0;0;3;3;2;4;0;2;3;5
;"Chirurgie plastique,
reconstructrice et esthétique";25.0;5;20;0;2;1;0;0;0;1;1;0;0;0;4;1;4;1;4;1;5
;Urologie;60.0;6;54;0;4;0;0;1;1;0;0;0;0;6;4;5;9;5;4;8;13
;Chirurgie orthopédique;143.0;8;135;0;2;0;2;2;1;1;0;0;0;5;14;12;11;16;23;16;38
;Neurologie;53.0;19;34;0;3;6;3;3;4;0;0;0;0;1;1;5;5;2;9;6;5
;Psychiatrie;34.0;13;21;0;0;0;1;1;7;2;1;1;0;0;0;0;3;6;9;1;2
;Neuropsychiatrie;23.0;3;20;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;20
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";25.0;20;5;0;3;3;5;2;0;1;1;5;0;0;0;1;0;0;0;2;2
;"Psychiatrie, particulièrement en
psychiatrie adulte";81.0;33;48;0;7;6;9;1;0;0;4;6;0;2;2;3;3;1;3;6;28
;Pneumologie;55.0;22;33;0;3;6;7;1;2;3;0;0;0;2;2;2;1;5;4;4;13
;Gastro-entérologie;73.0;18;55;0;7;5;3;1;2;0;0;0;0;4;4;9;6;2;8;7;15
;Cardiologie;95.0;12;83;0;2;5;0;2;1;1;0;1;0;3;9;5;14;8;5;12;27
;Médecine interne;118.0;34;84;0;3;10;9;6;2;3;1;0;0;2;3;4;9;7;5;5;49
;Rhumatologie;22.0;8;14;0;1;1;0;1;3;0;0;2;0;0;2;1;1;0;1;0;9
;Médecine aiguë;24.0;9;15;0;1;1;2;3;2;0;0;0;0;0;2;4;4;2;1;2;0
;Gynécologie-obstétrique;130.0;54;76;1;12;7;10;10;8;4;1;1;0;3;6;0;4;5;10;8;40
;Ophtalmologie;131.0;82;49;0;9;7;4;16;8;11;8;19;0;1;2;3;2;5;5;3;28
;Oto-rhino-laryngologie;77.0;19;58;0;6;2;0;2;7;1;1;0;0;2;3;5;8;3;6;4;27
;Stomatologie;41.0;6;35;0;2;1;0;1;1;0;1;0;1;5;3;5;4;5;3;2;7
;Dermato-vénéréologie;83.0;52;31;2;9;3;4;9;6;2;6;11;0;1;3;2;0;4;1;4;16
;Pédiatrie;149.0;95;54;0;20;12;12;10;12;5;7;17;0;2;3;1;2;6;3;5;32
;"Médecine physique et
réadaptation";67.0;26;41;0;4;4;5;3;4;5;1;0;0;4;3;1;3;1;4;7;18
;Biologie clinique;54.0;18;36;0;1;2;1;5;0;3;0;6;0;1;3;3;1;3;3;6;16
;Radiodiagnostic;195.0;33;162;0;4;6;7;7;3;2;4;0;0;10;5;16;6;21;27;33;44
;Radiothérapie - oncologie;25.0;15;10;0;0;1;4;5;3;1;1;0;0;1;1;2;1;0;1;1;3
;Médecine nucléaire;31.0;8;23;0;0;2;2;2;1;1;0;0;0;2;1;1;0;1;2;1;15
;Anatomie pathologique;38.0;13;25;0;2;1;3;3;1;0;0;3;0;0;1;4;5;1;1;2;11
;Oncologie médicale;27.0;18;9;0;2;5;2;4;3;1;1;0;0;0;1;0;2;3;1;0;2
;Génétique clinique;1.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
;Médecine du travail;116.0;61;55;0;1;2;8;13;10;14;5;8;0;0;1;2;2;4;9;6;31
;"Médecine d'assurance et
expertise médicale";48.0;10;38;0;0;0;0;4;2;1;2;1;0;0;0;0;0;0;10;13;15
"Flandre
orientale";Toutes les spécialités;3417.0;1474;1943;3;233;218;245;231;184;144;86;130;0;139;121;194;207;196;258;240;588
;Gériatrie;47.0;28;19;0;5;4;6;5;2;2;2;2;0;1;1;1;2;1;3;4;6
;Médecine d'urgence;17.0;10;7;0;3;3;3;0;1;0;0;0;0;3;3;1;0;0;0;0;0
;Médecine légale;2.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
;Gestion de données de santé;4.0;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0
;Anesthésie-réanimation;328.0;132;196;0;25;22;15;20;20;12;7;11;0;26;19;21;32;20;25;24;29
;Chirurgie;211.0;44;167;0;9;9;7;7;4;3;1;4;0;10;11;21;16;22;19;18;50
;Neurochirurgie;33.0;5;28;0;2;0;0;1;1;0;0;1;0;3;2;8;1;2;3;1;8
;"Chirurgie plastique,
reconstructrice et esthétique";45.0;8;37;0;0;2;0;2;1;2;0;1;0;3;3;7;2;6;6;2;8
;Urologie;69.0;14;55;0;2;7;2;1;1;0;1;0;0;6;3;8;3;3;8;7;17
;Chirurgie orthopédique;151.0;12;139;0;2;2;2;3;2;1;0;0;0;13;7;21;14;15;23;17;29
;Neurologie;67.0;39;28;0;6;14;5;4;5;2;2;1;0;2;2;5;4;3;3;2;7
;Psychiatrie;48.0;25;23;0;0;0;0;5;15;2;0;3;0;0;0;0;11;7;3;0;2
;Neuropsychiatrie;23.0;6;17;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0;1;3;13
