territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région flamande;Audiologue;1253;1157;96;179;438;262;92;72;38;35;17;14;10;9;27;22;7;6;10;3;5;2;5
Région wallonne;Audiologue;147;90;57;13;15;6;6;4;8;13;9;12;4;4;12;8;6;1;5;4;6;6;5
Région de Bruxelles Capitale;Audiologue;87;57;30;12;20;11;4;3;0;3;3;0;1;5;10;4;4;1;3;1;1;0;1
Brabant flamand;Audiologue;175;159;16;28;55;33;16;11;6;5;4;0;1;2;3;3;1;0;3;1;1;1;1
Flandre occidentale;Audiologue;292;263;29;43;108;60;24;13;4;4;4;3;0;3;7;8;2;2;3;1;1;0;2
Flandre orientale;Audiologue;361;327;34;52;131;77;16;22;11;11;3;2;2;3;12;8;3;3;2;1;1;1;0
Anvers;Audiologue;329;314;15;47;112;71;25;20;12;11;4;8;4;1;5;3;1;1;2;0;0;0;2
Limbourg;Audiologue;96;94;2;9;32;21;11;6;5;4;2;1;3;0;0;0;0;0;0;0;2;0;0
Brabant Wallon;Audiologue;35;20;15;1;5;1;2;0;3;4;3;0;1;0;3;2;1;0;1;1;2;4;1
Hainaut;Audiologue;55;37;18;7;6;2;2;1;4;4;1;8;2;2;4;2;2;1;1;1;1;1;3
Liège;Audiologue;24;13;11;3;3;1;1;1;1;2;1;0;0;1;3;2;2;0;2;0;0;0;1
Namur;Audiologue;28;17;11;1;1;2;1;1;0;2;4;4;1;1;2;2;0;0;1;1;3;1;0
Luxembourg;Audiologue;5;3;2;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
Région de Bruxelles Capitale;Audiologue;87;57;30;12;20;11;4;3;0;3;3;0;1;5;10;4;4;1;3;1;1;0;1
Belgique;Logopède;16139;15638;501;1349;2862;2542;1766;1773;1277;1064;1171;990;844;13;24;20;24;36;28;36;71;86;163
Région flamande;Logopède;9238;8952;286;848;1691;1566;1042;1053;744;565;594;493;356;5;11;7;9;22;17;13;39;54;109
Région wallonne;Logopède;5753;5571;182;385;882;776;615;633;468;452;508;444;408;4;8;6;13;13;10;23;27;29;49
Région de Bruxelles Capitale;Logopède;1148;1115;33;116;289;200;109;87;65;47;69;53;80;4;5;7;2;1;1;0;5;3;5
Brabant flamand;Logopède;1575;1539;36;143;270;266;198;181;139;83;89;92;78;0;3;2;2;0;3;2;5;11;8
Flandre occidentale;Logopède;1978;1894;84;193;333;336;228;230;165;120;137;91;61;1;1;0;1;4;5;2;16;17;37
Flandre orientale;Logopède;2566;2488;78;225;506;425;283;301;200;148;148;143;109;2;6;1;3;11;4;6;12;7;26
Anvers;Logopède;2205;2142;63;221;422;387;234;229;163;143;146;112;85;2;1;2;2;5;3;3;5;13;27
Limbourg;Logopède;914;889;25;66;160;152;99;112;77;71;74;55;23;0;0;2;1;2;2;0;1;6;11
Brabant Wallon;Logopède;831;807;24;48;113;96;102;88;86;53;70;66;85;1;3;0;3;2;3;5;1;1;5
Hainaut;Logopède;1594;1530;64;107;269;216;146;173;140;126;136;117;100;2;3;3;4;1;0;9;12;14;16
Liège;Logopède;1989;1933;56;138;287;270;204;218;143;184;173;179;137;0;1;2;3;4;5;6;11;8;16
Namur;Logopède;824;795;29;55;127;134;97;89;57;49;80;52;55;1;0;0;2;5;1;3;2;4;11
Luxembourg;Logopède;515;506;9;37;86;60;66;65;42;40;49;30;31;0;1;1;1;1;1;0;1;2;1
Région de Bruxelles Capitale;Logopède;1148;1115;33;116;289;200;109;87;65;47;69;53;80;4;5;7;2;1;1;0;5;3;5
Belgique;Orthoptiste-optométriste;652;483;169;73;104;84;53;35;32;46;32;9;15;7;26;15;25;23;21;24;16;9;3
Région flamande;Orthoptiste-optométriste;566;414;152;63;87;75;46;31;26;40;29;6;11;4;23;13;24;20;19;24;15;7;3
Région wallonne;Orthoptiste-optométriste;51;40;11;7;7;5;4;2;3;4;2;3;3;3;0;1;0;3;1;0;1;2;0
Région de Bruxelles Capitale;Orthoptiste-optométriste;35;29;6;3;10;4;3;2;3;2;1;0;1;0;3;1;1;0;1;0;0;0;0
Brabant flamand;Orthoptiste-optométriste;95;65;30;6;14;11;11;4;4;4;6;0;5;2;5;2;6;3;2;5;4;1;0
Flandre occidentale;Orthoptiste-optométriste;133;93;40;18;15;12;7;9;7;13;9;1;2;2;7;2;5;4;6;6;3;3;2
Flandre orientale;Orthoptiste-optométriste;126;92;34;6;22;17;10;10;9;10;5;2;1;0;3;4;4;7;6;8;2;0;0
Anvers;Orthoptiste-optométriste;142;104;38;19;26;19;12;4;6;9;7;1;1;0;5;5;6;4;5;5;5;2;1
Limbourg;Orthoptiste-optométriste;70;60;10;14;10;16;6;4;0;4;2;2;2;0;3;0;3;2;0;0;1;1;0
Brabant Wallon;Orthoptiste-optométriste;8;5;3;0;0;1;0;2;1;0;0;1;0;0;0;1;0;2;0;0;0;0;0
Hainaut;Orthoptiste-optométriste;12;11;1;0;1;1;2;0;2;1;2;0;2;0;0;0;0;0;1;0;0;0;0
Liège;Orthoptiste-optométriste;19;15;4;2;6;2;1;0;0;2;0;1;1;3;0;0;0;0;0;0;0;1;0
Namur;Orthoptiste-optométriste;8;6;2;3;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
Luxembourg;Orthoptiste-optométriste;4;3;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Région de Bruxelles Capitale;Orthoptiste-optométriste;35;29;6;3;10;4;3;2;3;2;1;0;1;0;3;1;1;0;1;0;0;0;0
Belgique;Podologue;980;661;319;115;198;101;85;74;31;25;19;6;7;58;110;41;41;28;17;9;8;6;1
Région flamande;Podologue;692;490;202;98;160;78;56;53;25;6;6;4;4;51;88;20;17;12;9;2;0;3;0
Région wallonne;Podologue;183;104;79;5;18;19;24;12;3;12;8;1;2;2;14;15;18;13;6;5;4;2;0
Région de Bruxelles Capitale;Podologue;105;67;38;12;20;4;5;9;3;7;5;1;1;5;8;6;6;3;2;2;4;1;1
Brabant flamand;Podologue;86;58;28;10;14;11;12;3;1;0;4;1;2;4;10;4;4;2;2;1;0;1;0
Flandre occidentale;Podologue;208;166;42;42;55;29;15;19;4;1;1;0;0;9;21;3;4;4;0;1;0;0;0
Flandre orientale;Podologue;285;191;94;31;73;27;18;21;13;4;1;2;1;31;42;10;6;1;4;0;0;0;0
Anvers;Podologue;78;51;27;11;16;8;7;4;2;1;0;1;1;5;12;2;2;4;2;0;0;0;0
Limbourg;Podologue;35;24;11;4;2;3;4;6;5;0;0;0;0;2;3;1;1;1;1;0;0;2;0
Brabant Wallon;Podologue;56;28;28;0;5;5;7;4;1;5;1;0;0;1;5;3;6;5;3;4;1;0;0
Hainaut;Podologue;53;29;24;1;6;6;6;4;2;1;1;1;1;0;5;4;6;5;1;0;1;2;0
Liège;Podologue;30;21;9;2;2;5;2;1;0;5;3;0;1;1;1;0;2;2;1;0;2;0;0
Namur;Podologue;29;18;11;0;4;3;5;3;0;1;2;0;0;0;1;7;1;1;1;0;0;0;0
Luxembourg;Podologue;15;8;7;2;1;0;4;0;0;0;1;0;0;0;2;1;3;0;0;1;0;0;0
Région de Bruxelles Capitale;Podologue;105;67;38;12;20;4;5;9;3;7;5;1;1;5;8;6;6;3;2;2;4;1;1
Belgique;Ergothérapeute;12993;11643;1350;1591;2528;1919;1626;1364;668;414;733;552;248;175;364;176;114;147;76;43;73;83;99
Région flamande;Ergothérapeute;9777;8764;1013;1338;1956;1447;1186;903;506;312;532;435;149;151;286;126;86;87;43;33;54;71;76
Région wallonne;Ergothérapeute;2571;2310;261;176;413;390;381;403;129;85;166;90;77;17;55;37;23;46;29;7;17;11;19
Région de Bruxelles Capitale;Ergothérapeute;645;569;76;77;159;82;59;58;33;17;35;27;22;7;23;13;5;14;4;3;2;1;4
Brabant flamand;Ergothérapeute;1117;1004;113;152;223;163;131;92;70;33;64;60;16;13;34;18;11;10;5;4;6;5;7
Flandre occidentale;Ergothérapeute;2351;2080;271;303;440;340;276;239;119;76;141;98;48;26;71;36;25;20;11;12;15;25;30
Flandre orientale;Ergothérapeute;2604;2320;284;370;513;383;305;221;116;92;134;136;50;47;55;33;31;25;15;10;22;21;25
Anvers;Ergothérapeute;2211;2033;178;327;479;315;290;199;114;59;120;103;27;29;65;14;12;18;5;5;8;12;10
Limbourg;Ergothérapeute;1494;1327;167;186;301;246;184;152;87;52;73;38;8;36;61;25;7;14;7;2;3;8;4
Brabant Wallon;Ergothérapeute;340;309;31;24;45;46;49;57;15;9;30;23;11;0;6;5;1;9;2;2;2;2;2
Hainaut;Ergothérapeute;915;810;105;72;168;135;116;142;45;31;56;23;22;12;20;19;6;17;11;3;7;4;6
Liège;Ergothérapeute;763;678;85;38;121;123;124;120;37;26;44;25;20;4;14;11;12;16;8;1;6;5;8
Namur;Ergothérapeute;384;354;30;33;47;50;62;62;23;14;27;16;20;0;11;1;4;4;5;1;2;0;2
Luxembourg;Ergothérapeute;169;159;10;9;32;36;30;22;9;5;9;3;4;1;4;1;0;0;3;0;0;0;1
Région de Bruxelles Capitale;Ergothérapeute;645;569;76;77;159;82;59;58;33;17;35;27;22;7;23;13;5;14;4;3;2;1;4
Belgique;Diéteticien;6763;6239;524;729;1487;1234;745;486;362;352;326;258;260;64;162;105;37;39;27;21;23;20;26
Région flamande;Diéteticien;4245;3915;330;518;955;763;442;253;205;209;214;180;176;44;110;72;22;20;13;9;8;11;21
Région wallonne;Diéteticien;2045;1890;155;167;422;360;239;201;142;126;97;68;68;18;37;28;10;15;14;11;10;8;4
Région de Bruxelles Capitale;Diéteticien;473;434;39;44;110;111;64;32;15;17;15;10;16;2;15;5;5;4;0;1;5;1;1
Brabant flamand;Diéteticien;869;810;59;104;194;158;86;63;42;40;47;39;37;4;21;8;5;6;3;2;3;1;6
Flandre occidentale;Diéteticien;810;733;77;106;186;142;79;45;31;37;35;34;38;9;20;16;5;4;5;2;2;7;7
Flandre orientale;Diéteticien;925;839;86;120;187;162;91;61;38;64;38;38;40;17;30;21;5;3;1;5;1;2;1
Anvers;Diéteticien;1202;1114;88;148;286;219;142;66;68;44;61;47;33;12;31;24;5;4;3;0;2;1;6
Limbourg;Diéteticien;439;419;20;40;102;82;44;18;26;24;33;22;28;2;8;3;2;3;1;0;0;0;1
Brabant Wallon;Diéteticien;318;299;19;27;55;54;34;40;22;19;20;13;15;3;4;6;1;0;2;0;2;1;0
Hainaut;Diéteticien;699;657;42;61;156;112;85;79;55;44;29;20;16;6;7;9;2;3;6;2;2;2;3
Liège;Diéteticien;645;584;61;41;128;126;71;52;36;46;30;30;24;5;18;6;5;7;6;7;4;3;0
Namur;Diéteticien;234;219;15;12;53;45;31;19;21;15;11;5;7;1;5;3;1;3;0;2;0;0;0
Luxembourg;Diéteticien;149;131;18;26;30;23;18;11;8;2;7;0;6;3;3;4;1;2;0;0;2;2;1
Région de Bruxelles Capitale;Diéteticien;473;434;39;44;110;111;64;32;15;17;15;10;16;2;15;5;5;4;0;1;5;1;1
Belgique;Audicien;2027;1653;374;204;469;357;209;175;64;69;45;26;35;18;49;37;30;29;33;19;25;38;96
Région flamande;Audicien;1644;1446;198;179;431;334;186;155;50;47;28;14;22;9;27;21;16;12;15;8;7;17;66
Région wallonne;Audicien;258;133;125;13;18;10;15;15;12;17;13;8;12;4;12;10;8;12;12;8;15;16;28
Région de Bruxelles Capitale;Audicien;125;74;51;12;20;13;8;5;2;5;4;4;1;5;10;6;6;5;6;3;3;5;2
Brabant flamand;Audicien;234;197;37;28;54;39;29;24;6;6;5;2;4;2;4;3;2;0;5;1;2;4;14
Flandre occidentale;Audicien;377;330;47;43;106;73;50;27;6;9;8;5;3;3;7;4;5;2;4;1;2;2;17
Flandre orientale;Audicien;482;413;69;52;127;101;37;44;16;14;9;6;7;3;11;9;6;8;2;5;0;6;19
Anvers;Audicien;413;381;32;47;111;92;49;45;16;11;4;1;5;1;5;5;3;1;2;1;0;3;11
Limbourg;Audicien;138;125;13;9;33;29;21;15;6;7;2;0;3;0;0;0;0;1;2;0;3;2;5
Brabant Wallon;Audicien;60;32;28;1;6;1;3;3;4;4;7;2;1;0;3;2;2;2;3;1;2;8;5
Hainaut;Audicien;73;38;35;7;6;4;4;4;5;4;0;3;1;2;4;3;3;3;2;2;4;4;8
Liège;Audicien;69;36;33;3;5;3;4;6;2;5;3;2;3;1;3;3;2;4;5;0;4;1;10
Namur;Audicien;40;19;21;1;1;2;2;0;0;3;3;1;6;1;2;2;0;2;2;3;4;2;3
Luxembourg;Audicien;16;8;8;1;0;0;2;2;1;1;0;0;1;0;0;0;1;1;0;2;1;1;2
Région de Bruxelles Capitale;Audicien;125;74;51;12;20;13;8;5;2;5;4;4;1;5;10;6;6;5;6;3;3;5;2
Belgique;Technologue de laboratoire médical;12098;9227;2871;691;1392;1123;1063;875;637;970;975;964;537;231;596;415;330;228;192;184;236;269;190
Région flamande;Technologue de laboratoire médical;6679;5361;1318;482;827;588;547;494;367;612;607;567;270;144;309;174;113;94;70;63;110;139;102
Région wallonne;Technologue de laboratoire médical;4547;3249;1298;165;438;455;442;324;231;313;323;340;218;74;232;202;175;111;101;99;114;115;75
Région de Bruxelles Capitale;Technologue de laboratoire médical;872;617;255;44;127;80;74;57;39;45;45;57;49;13;55;39;42;23;21;22;12;15;13
Brabant flamand;Technologue de laboratoire médical;1486;1124;362;78;162;95;114;108;71;134;145;147;70;33;63;40;28;23;28;19;41;51;36
Flandre occidentale;Technologue de laboratoire médical;1121;895;226;86;141;117;85;79;46;105;101;90;45;30;59;34;20;11;13;15;17;15;12
Flandre orientale;Technologue de laboratoire médical;1487;1241;246;121;167;148;118;111;106;151;123;126;70;26;56;25;26;24;11;11;16;26;25
Anvers;Technologue de laboratoire médical;1749;1416;333;116;236;147;142;137;97;161;172;149;59;34;74;43;33;30;13;18;25;38;25
Limbourg;Technologue de laboratoire médical;836;685;151;81;121;81;88;59;47;61;66;55;26;21;57;32;6;6;5;0;11;9;4
Brabant Wallon;Technologue de laboratoire médical;525;384;141;14;38;49;48;36;33;45;45;49;27;3;19;25;21;15;11;14;11;13;9
Hainaut;Technologue de laboratoire médical;1748;1234;514;66;168;165;190;125;89;114;121;118;78;35;97;84;69;39;40;38;39;41;32
Liège;Technologue de laboratoire médical;1359;987;372;50;170;141;126;96;55;83;96;97;73;27;74;58;51;35;24;20;29;35;19
Namur;Technologue de laboratoire médical;721;493;228;18;54;76;70;53;41;49;47;52;33;7;33;30;31;21;23;21;29;20;13
Luxembourg;Technologue de laboratoire médical;194;151;43;17;8;24;8;14;13;22;14;24;7;2;9;5;3;1;3;6;6;6;2
Région de Bruxelles Capitale;Technologue de laboratoire médical;872;617;255;44;127;80;74;57;39;45;45;57;49;13;55;39;42;23;21;22;12;15;13
Belgique;Technologue en imagerie médicale;2760;1635;1125;155;306;309;169;88;86;144;161;131;86;48;209;205;121;89;51;77;103;121;101
Région flamande;Technologue en imagerie médicale;1016;672;344;74;164;149;88;42;34;38;46;21;16;17;73;69;49;24;10;15;28;36;23
Région wallonne;Technologue en imagerie médicale;1377;766;611;65;92;112;66;37;41;93;104;99;57;26;103;95;54;50;34;53;67;67;62
Région de Bruxelles Capitale;Technologue en imagerie médicale;367;197;170;16;50;48;15;9;11;13;11;11;13;5;33;41;18;15;7;9;8;18;16
Brabant flamand;Technologue en imagerie médicale;333;184;149;18;32;50;28;14;7;11;18;3;3;4;24;29;14;12;2;8;15;25;16
Flandre occidentale;Technologue en imagerie médicale;135;96;39;13;27;17;17;1;7;2;6;6;0;2;12;7;7;1;1;2;2;4;1
Flandre orientale;Technologue en imagerie médicale;233;161;72;21;47;30;23;10;9;12;5;1;3;4;18;13;20;4;4;1;5;2;1
Anvers;Technologue en imagerie médicale;201;146;55;15;35;32;8;11;7;11;12;8;7;4;11;13;7;2;1;4;5;4;4
Limbourg;Technologue en imagerie médicale;114;85;29;7;23;20;12;6;4;2;5;3;3;3;8;7;1;5;2;0;1;1;1
Brabant Wallon;Technologue en imagerie médicale;155;85;70;4;7;12;6;10;6;9;12;12;7;1;10;9;7;8;5;8;8;6;8
Hainaut;Technologue en imagerie médicale;490;229;261;21;31;39;25;9;12;25;24;24;19;16;56;50;20;16;6;20;23;26;28
Liège;Technologue en imagerie médicale;414;280;134;26;30;38;16;10;16;40;43;44;17;7;24;18;11;10;9;10;15;17;13
Namur;Technologue en imagerie médicale;257;143;114;12;21;15;17;6;6;17;22;18;9;1;12;13;14;13;11;13;15;14;8
Luxembourg;Technologue en imagerie médicale;61;29;32;2;3;8;2;2;1;2;3;1;5;1;1;5;2;3;3;2;6;4;5
Région de Bruxelles Capitale;Technologue en imagerie médicale;367;197;170;16;50;48;15;9;11;13;11;11;13;5;33;41;18;15;7;9;8;18;16
Belgique;Ambulancier de transport non urgent de patients;2088;641;1447;42;81;85;86;81;76;69;66;39;16;99;186;183;166;148;176;166;151;103;69
Région flamande;Ambulancier de transport non urgent de patients;1807;545;1262;35;66;62;76;68;62;61;62;37;16;87;159;146;137;128;153;148;142;97;65
Région wallonne;Ambulancier de transport non urgent de patients;259;92;167;6;14;23;9;13;14;7;4;2;0;9;23;34;26;18;22;16;9;6;4
Région de Bruxelles Capitale;Ambulancier de transport non urgent de patients;22;4;18;1;1;0;1;0;0;1;0;0;0;3;4;3;3;2;1;2;0;0;0
Brabant flamand;Ambulancier de transport non urgent de patients;265;87;178;2;7;9;15;11;15;11;10;5;2;5;23;13;19;19;27;21;26;16;9
Flandre occidentale;Ambulancier de transport non urgent de patients;432;113;319;6;13;14;17;16;11;10;12;11;3;17;47;29;39;30;36;38;47;20;16
Flandre orientale;Ambulancier de transport non urgent de patients;354;111;243;8;11;15;19;10;15;13;12;5;3;19;30;35;29;30;24;31;18;19;8
Anvers;Ambulancier de transport non urgent de patients;501;149;352;13;23;20;15;17;14;15;19;9;4;36;37;54;33;29;44;38;35;27;19
Limbourg;Ambulancier de transport non urgent de patients;255;85;170;6;12;4;10;14;7;12;9;7;4;10;22;15;17;20;22;20;16;15;13
Brabant Wallon;Ambulancier de transport non urgent de patients;42;14;28;3;3;3;1;2;1;1;0;0;0;2;4;6;7;1;4;1;2;1;0
Hainaut;Ambulancier de transport non urgent de patients;101;37;64;0;5;13;3;7;5;3;1;0;0;3;7;14;13;8;8;5;2;3;1
Liège;Ambulancier de transport non urgent de patients;63;19;44;1;2;2;2;2;4;3;2;1;0;2;6;8;2;4;8;7;3;2;2
Namur;Ambulancier de transport non urgent de patients;33;12;21;2;2;2;2;1;1;0;1;1;0;1;4;5;4;3;2;1;1;0;0
Luxembourg;Ambulancier de transport non urgent de patients;20;10;10;0;2;3;1;1;3;0;0;0;0;1;2;1;0;2;0;2;1;0;1
Région de Bruxelles Capitale;Ambulancier de transport non urgent de patients;22;4;18;1;1;0;1;0;0;1;0;0;0;3;4;3;3;2;1;2;0;0;0
Belgique;Hygiéniste bucco-dentaire;118;115;3;67;32;7;1;5;2;1;0;0;0;0;1;1;0;1;0;0;0;0;0
Région flamande;Hygiéniste bucco-dentaire;118;115;3;67;32;7;1;5;2;1;0;0;0;0;1;1;0;1;0;0;0;0;0
Brabant flamand;Hygiéniste bucco-dentaire;18;17;1;8;5;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Flandre occidentale;Hygiéniste bucco-dentaire;25;25;0;16;6;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre orientale;Hygiéniste bucco-dentaire;29;29;0;20;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anvers;Hygiéniste bucco-dentaire;35;34;1;15;11;3;0;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Limbourg;Hygiéniste bucco-dentaire;11;10;1;8;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
