Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Hainaut;TOUTES LES SAGES-FEMMES;839;829;10;49;146;87;86;90;110;85;73;65;38;0;0;0;1;1;2;1;3;2;0
Prov Liège;TOUTES LES SAGES-FEMMES;876;864;12;46;157;139;79;87;77;75;67;47;90;1;1;0;2;3;1;1;2;0;1
Prov Namur;TOUTES LES SAGES-FEMMES;501;499;2;32;106;50;43;38;53;44;48;15;70;0;0;0;1;0;0;0;1;0;0
Prov Luxembourg;TOUTES LES SAGES-FEMMES;230;228;2;22;34;20;22;22;25;35;23;9;16;0;1;0;0;0;0;0;0;1;0
Prov Région de Bruxelles-capitale;TOUTES LES SAGES-FEMMES;835;826;9;50;270;150;56;48;38;70;45;30;69;1;1;1;2;1;2;0;0;1;0
Belgique;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;10715;10614;101;764;1991;1446;1205;897;993;1073;952;526;767;2;4;5;8;11;20;18;24;8;1
Belgique;PRESCRIPTION DE MEDICAMENTS;686;681;5;161;194;86;88;43;38;44;22;5;0;2;0;0;0;1;0;0;1;1;0
Région Flandre;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;7372;7308;64;627;1313;991;922;597;674;739;661;343;441;0;1;4;2;6;15;15;17;4;0
Région Wallonie;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;2591;2563;28;99;444;320;237;255;283;265;247;156;257;1;2;0;4;4;3;3;7;3;1
Région Région de Bruxelles-capitale;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;752;743;9;38;234;135;46;45;36;69;44;27;69;1;1;1;2;1;2;0;0;1;0
Région Flandre;PRESCRIPTION DE MEDICAMENTS;351;348;3;77;95;43;56;27;13;24;13;0;0;2;0;0;0;1;0;0;0;0;0
Région Wallonie;PRESCRIPTION DE MEDICAMENTS;252;250;2;72;63;28;22;13;23;19;8;2;0;0;0;0;0;0;0;0;1;1;0
Région Région de Bruxelles-capitale;PRESCRIPTION DE MEDICAMENTS;83;83;0;12;36;15;10;3;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant flamand;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;1382;1364;18;98;263;200;135;104;123;159;123;57;102;0;1;1;0;3;2;4;5;2;0
Prov Brabant flamand;PRESCRIPTION DE MEDICAMENTS;83;83;0;13;22;11;12;10;3;7;5;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;1481;1471;10;159;267;182;157;124;138;142;139;84;79;0;0;0;0;0;3;1;5;1;0
Prov Flandre occidentale;PRESCRIPTION DE MEDICAMENTS;57;56;1;20;13;7;5;5;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;1477;1460;17;128;307;203;245;113;151;125;111;39;38;0;0;1;1;2;6;4;3;0;0
Prov Flandre orientale;PRESCRIPTION DE MEDICAMENTS;88;88;0;17;25;9;18;2;6;8;3;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;2022;2010;12;161;322;266;263;168;174;208;191;111;146;0;0;2;1;1;1;4;2;1;0
Prov Anvers;PRESCRIPTION DE MEDICAMENTS;82;80;2;15;20;15;13;8;2;5;2;0;0;1;0;0;0;1;0;0;0;0;0
Prov Limbourg;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;1010;1003;7;81;154;140;122;88;88;105;97;52;76;0;0;0;0;0;3;2;2;0;0
Prov Limbourg;PRESCRIPTION DE MEDICAMENTS;41;41;0;12;15;1;8;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;364;360;4;15;52;49;27;28;37;45;42;22;43;0;0;0;0;0;0;1;2;1;0
Prov Brabant wallon;PRESCRIPTION DE MEDICAMENTS;33;33;0;7;12;3;2;3;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;747;739;8;29;123;74;79;86;101;74;70;65;38;0;0;0;1;1;2;1;2;1;0
Prov Hainaut;PRESCRIPTION DE MEDICAMENTS;92;90;2;20;23;13;7;4;9;11;3;0;0;0;0;0;0;0;0;0;1;1;0
Prov Liège;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;840;828;12;34;154;136;75;84;72;71;67;45;90;1;1;0;2;3;1;1;2;0;1
Prov Liège;PRESCRIPTION DE MEDICAMENTS;36;36;0;12;3;3;4;3;5;4;0;2;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;445;443;2;12;89;45;36;36;51;44;45;15;70;0;0;0;1;0;0;0;1;0;0
Prov Namur;PRESCRIPTION DE MEDICAMENTS;56;56;0;20;17;5;7;2;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0
Prov Luxembourg;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;195;193;2;9;26;16;20;21;22;31;23;9;16;0;1;0;0;0;0;0;0;1;0
Prov Luxembourg;PRESCRIPTION DE MEDICAMENTS;35;35;0;13;8;4;2;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;SANS QUALIFICATION PROFESSIONNELLE PARTICULIERE;752;743;9;38;234;135;46;45;36;69;44;27;69;1;1;1;2;1;2;0;0;1;0
Prov Région de Bruxelles-capitale;PRESCRIPTION DE MEDICAMENTS;83;83;0;12;36;15;10;3;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0
