Territoire;Specialite;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Prov Flandre occidentale;CHIRURGIE ORALE ET MAXILLO-FACIALE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Flandre occidentale;SOINS INTENSIFS;5;3;2;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Flandre occidentale;NEPHROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre occidentale;NEONATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Flandre orientale;SOINS INTENSIFS;6;3;3;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Flandre orientale;NEPHROLOGIE;3;1;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Flandre orientale;MEDECINE D'URGENCE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Flandre orientale;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Prov Anvers;CHIRURGIE ORALE ET MAXILLO-FACIALE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Prov Anvers;SOINS INTENSIFS;6;3;3;0;0;2;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0
Prov Anvers;NEPHROLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Anvers;MEDECINE D'URGENCE;5;2;3;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
Prov Anvers;ENDOCRINO-DIABETOLOGIE;3;2;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Prov Limbourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;SOINS INTENSIFS;3;2;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Limbourg;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;MEDECINE D'URGENCE;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Brabant wallon;MEDECINE D'URGENCE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Prov Brabant wallon;NEONATOLOGIE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Brabant wallon;HEMATOLOGIE CLINIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;SOINS INTENSIFS;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;MEDECINE D'URGENCE;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Hainaut;HEMATOLOGIE CLINIQUE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Liège;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;7;5;2;0;0;1;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Prov Liège;SOINS INTENSIFS;4;3;1;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Liège;ENDOCRINO-DIABETOLOGIE;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Liège;NEONATOLOGIE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Namur;SOINS INTENSIFS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Luxembourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;6;2;4;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0
Prov Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;SOINS INTENSIFS;6;4;2;0;0;4;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;NEPHROLOGIE;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;MEDECINE D'URGENCE;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Région de Bruxelles-capitale;ENDOCRINO-DIABETOLOGIE;6;3;3;0;0;2;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0
Prov Région de Bruxelles-capitale;NEONATOLOGIE;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
