Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Man;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20
;Forensische psychiatrie;25.0;9;16;0;1;2;2;3;1;0;0;0;0;1;4;1;3;1;6
Waals Gewest;Alle specialiteiten;1292.0;456;836;27;53;69;81;59;52;45;70;17;39;52;92;91;125;130;290
;Nucleaire in vitro geneeskunde;66.0;29;37;0;0;0;2;1;12;7;7;0;1;0;0;0;6;7;23
;"Functionele en professionele revalidatie
van gehandicapten";269.0;92;177;0;0;7;14;14;10;14;33;0;2;5;8;12;17;22;111
;Geriatrie;41.0;14;27;0;0;3;2;3;3;1;2;0;0;0;0;4;2;2;19
;Mond-, kaak- en aangezichtschirurgie;32.0;8;24;1;1;4;2;0;0;0;0;2;1;2;5;5;4;0;5
;Intensieve zorgen;233.0;48;185;6;12;5;10;5;5;3;2;10;16;10;28;25;36;27;33
;Pediatrische neurologie;31.0;24;7;0;5;7;3;1;1;1;6;0;0;1;0;0;1;3;2
;Nefrologie;107.0;41;66;4;7;7;7;5;5;3;3;1;4;6;7;8;9;10;21
;Urgentiegeneeskunde;168.0;42;126;0;3;7;7;11;6;4;4;0;6;5;18;21;20;27;29
;Endocrino-diabetologie;125.0;65;60;7;8;13;14;12;2;4;5;2;2;6;7;4;7;11;21
;Neonatologie;39.0;27;12;2;4;4;9;3;1;2;2;0;2;1;4;1;1;1;2
;Oncologie;73.0;21;52;2;5;8;4;0;1;0;1;1;3;8;11;6;9;8;6
;Pediatrische hematologie en oncologie;10.0;6;4;0;0;1;2;0;1;2;0;0;0;2;1;0;1;0;0
;Klinische hematologie;52.0;25;27;5;8;3;4;3;1;1;0;1;2;6;3;3;4;4;4
;Beheer van gezondheidsgegevens;46.0;14;32;0;0;0;1;1;4;3;5;0;0;0;0;2;8;8;14
"Brussels Hoofdstedelijk
Gewest";Alle specialiteiten;503.0;228;275;18;35;40;19;25;23;27;41;6;15;27;22;30;39;33;103
;Nucleaire in vitro geneeskunde;31.0;15;16;0;0;0;0;1;2;7;5;0;0;0;0;1;3;3;9
;"Functionele en professionele revalidatie
van gehandicapten";100.0;38;62;0;2;2;4;2;5;5;18;0;0;2;3;5;6;10;36
;Geriatrie;8.0;2;6;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;4
;Mond-, kaak- en aangezichtschirurgie;22.0;12;10;0;1;3;1;3;1;3;0;0;0;2;1;1;1;2;3
;Intensieve zorgen;87.0;29;58;5;6;7;1;5;0;2;3;3;9;8;3;6;15;6;8
;Pediatrische neurologie;10.0;9;1;0;3;1;0;0;1;1;3;0;0;0;0;0;0;0;1
;Nefrologie;52.0;23;29;4;6;5;3;0;2;1;2;2;4;2;4;2;4;2;9
;Urgentiegeneeskunde;40.0;15;25;0;1;2;0;4;4;2;2;0;0;4;3;6;1;2;9
;Endocrino-diabetologie;58.0;30;28;3;4;10;3;1;2;2;5;0;0;3;3;4;2;2;14
;Neonatologie;27.0;24;3;2;8;5;3;3;2;0;1;0;0;0;1;0;0;1;1
;Oncologie;21.0;6;15;0;2;1;3;0;0;0;0;0;1;3;1;2;2;3;3
;Pediatrische hematologie en oncologie;6.0;4;2;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;1
;Klinische hematologie;29.0;15;14;4;2;3;1;2;1;1;1;1;1;1;3;2;3;0;3
;Beheer van gezondheidsgegevens;12.0;6;6;0;0;0;0;3;1;1;1;0;0;0;0;1;1;2;2
Vlaams Brabant;Alle specialiteiten;686.0;311;375;27;50;71;57;30;28;26;22;15;31;25;44;51;48;41;120
;Nucleaire in vitro geneeskunde;34.0;12;22;0;0;0;1;2;2;3;4;1;0;0;1;1;3;5;11
;"Functionele en professionele revalidatie
van gehandicapten";163.0;65;98;2;6;13;12;9;9;6;8;1;5;1;5;10;5;9;62
;Geriatrie;20.0;13;7;0;1;2;5;2;0;2;1;0;0;1;1;0;0;3;2
;Mond-, kaak- en aangezichtschirurgie;26.0;9;17;0;2;3;2;0;0;2;0;1;3;3;1;2;4;0;3
;Intensieve zorgen;148.0;56;92;11;10;14;10;6;1;2;2;5;13;10;13;16;17;5;13
;Pediatrische neurologie;21.0;14;7;1;4;3;3;0;1;1;1;0;0;0;1;2;1;1;2
;Nefrologie;43.0;20;23;3;7;5;3;1;0;1;0;2;3;4;3;2;2;2;5
;Urgentiegeneeskunde;60.0;23;37;1;2;8;5;2;1;1;3;0;2;4;6;6;6;5;8
;Endocrino-diabetologie;50.0;33;17;2;7;7;5;3;4;3;2;1;1;1;6;1;1;0;6
;Neonatologie;23.0;14;9;1;2;1;4;3;2;1;0;1;1;0;1;3;0;2;1
;Oncologie;45.0;21;24;5;4;6;5;0;1;0;0;3;2;1;4;3;3;5;3
;Pediatrische hematologie en oncologie;12.0;10;2;0;2;4;1;0;3;0;0;0;0;0;0;1;1;0;0
;Klinische hematologie;27.0;14;13;1;3;5;1;1;1;2;0;0;1;0;2;4;1;2;3
;Beheer van gezondheidsgegevens;11.0;6;5;0;0;0;0;1;2;2;1;0;0;0;0;0;3;2;0
;Forensische psychiatrie;3.0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1
West-Vlaanderen;Alle specialiteiten;509.0;157;352;14;29;32;26;27;12;6;11;11;19;34;37;46;39;35;131
;Nucleaire in vitro geneeskunde;11.0;3;8;0;0;0;1;0;1;0;1;0;0;0;0;1;1;2;4
;"Functionele en professionele revalidatie
van gehandicapten";135.0;45;90;1;3;6;5;13;6;2;9;0;4;2;8;3;8;7;58
;Geriatrie;32.0;11;21;0;4;1;3;2;0;1;0;0;0;0;1;1;0;2;17
;Mond-, kaak- en aangezichtschirurgie;28.0;2;26;1;0;0;1;0;0;0;0;1;3;5;5;5;3;1;3
;Intensieve zorgen;102.0;33;69;3;10;8;5;5;2;0;0;3;7;12;7;12;9;10;9
;Pediatrische neurologie;6.0;3;3;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2
;Nefrologie;41.0;12;29;0;3;4;2;2;1;0;0;2;2;1;5;3;1;2;13
;Urgentiegeneeskunde;56.0;16;40;1;1;4;5;3;0;1;1;2;2;6;5;10;3;6;6
;Endocrino-diabetologie;21.0;11;10;2;2;3;2;0;1;1;0;0;0;0;2;1;2;0;5
;Neonatologie;11.0;6;5;2;2;0;1;1;0;0;0;0;0;1;1;1;2;0;0
;Oncologie;48.0;11;37;1;3;6;0;1;0;0;0;3;0;5;3;5;7;4;10
;Pediatrische hematologie en oncologie;2.0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
;Klinische hematologie;10.0;3;7;1;1;0;0;0;1;0;0;0;0;2;0;2;2;0;1
;Beheer van gezondheidsgegevens;4.0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
;Forensische psychiatrie;2.0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Oost-Vlaanderen;Alle specialiteiten;627.0;263;364;31;48;49;54;35;22;7;17;22;27;30;55;47;54;41;88
;Nucleaire in vitro geneeskunde;34.0;10;24;0;0;2;0;2;5;0;1;0;0;0;2;3;6;5;8
;"Functionele en professionele revalidatie
van gehandicapten";128.0;59;69;2;6;14;10;11;5;1;10;3;3;5;5;11;8;6;28
;Geriatrie;15.0;4;11;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;9
;Mond-, kaak- en aangezichtschirurgie;37.0;9;28;1;2;2;3;0;0;1;0;4;3;2;4;2;2;7;4
;Intensieve zorgen;138.0;54;84;11;15;4;14;6;3;0;1;10;7;11;14;14;9;12;7
;Pediatrische neurologie;13.0;7;6;0;0;1;2;1;2;0;1;0;1;1;1;0;0;1;2
;Nefrologie;52.0;22;30;3;6;3;4;2;1;2;1;2;7;3;2;3;5;0;8
;Urgentiegeneeskunde;49.0;10;39;2;0;3;4;1;0;0;0;0;3;3;14;5;7;2;5
;Endocrino-diabetologie;43.0;24;19;5;6;4;2;5;1;1;0;1;1;2;1;1;4;2;7
;Neonatologie;11.0;9;2;0;2;2;1;3;0;0;1;0;0;0;1;0;0;0;1
;Oncologie;56.0;27;29;3;5;10;7;0;1;1;0;0;2;3;7;6;8;2;1
;Pediatrische hematologie en oncologie;8.0;7;1;0;1;1;1;2;1;1;0;0;0;0;0;0;0;0;1
;Klinische hematologie;21.0;16;5;4;5;1;4;0;2;0;0;2;0;0;0;0;2;0;1
;Beheer van gezondheidsgegevens;14.0;1;13;0;0;0;0;0;0;0;1;0;0;0;1;2;2;3;5
;Forensische psychiatrie;8.0;4;4;0;0;1;1;2;0;0;0;0;0;0;2;0;0;1;1
Antwerpen;Alle specialiteiten;699.0;300;399;38;46;52;60;46;23;22;13;21;27;43;46;50;53;56;103
;Nucleaire in vitro geneeskunde;21.0;10;11;0;0;0;3;2;3;2;0;0;0;0;0;1;2;5;3
;"Functionele en professionele revalidatie
van gehandicapten";138.0;63;75;4;5;10;14;11;6;7;6;2;4;7;5;7;5;5;40
;Geriatrie;26.0;5;21;0;0;0;2;1;1;1;0;0;0;0;2;1;1;7;10
;Mond-, kaak- en aangezichtschirurgie;37.0;5;32;2;1;0;2;0;0;0;0;1;5;6;3;3;4;3;7
;Intensieve zorgen;157.0;61;96;5;11;12;14;11;3;4;1;9;11;12;18;11;13;9;13
;Pediatrische neurologie;16.0;14;2;2;1;3;3;2;1;1;1;0;0;0;0;0;0;1;1
;Nefrologie;51.0;26;25;3;8;6;4;2;0;2;1;4;2;3;1;2;4;3;6
;Urgentiegeneeskunde;71.0;16;55;2;3;3;4;2;1;0;1;2;1;6;7;14;9;10;6
;Endocrino-diabetologie;51.0;33;18;9;6;4;4;4;2;2;2;1;2;1;2;1;3;2;6
;Neonatologie;28.0;18;10;3;3;3;2;3;2;2;0;1;1;1;2;1;2;1;1
;Oncologie;57.0;31;26;4;8;5;4;6;3;1;0;0;0;3;2;5;7;6;3
;Pediatrische hematologie en oncologie;3.0;1;2;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
;Klinische hematologie;26.0;13;13;4;0;4;3;2;0;0;0;1;1;2;1;2;2;2;2
;Beheer van gezondheidsgegevens;10.0;2;8;0;0;0;0;0;1;0;1;0;0;1;0;1;0;2;4
;Forensische psychiatrie;7.0;2;5;0;0;1;1;0;0;0;0;0;0;1;2;0;1;0;1
Limburg;Alle specialiteiten;282.0;98;184;9;20;19;20;16;9;2;3;10;15;30;22;17;20;26;44
;Nucleaire in vitro geneeskunde;8.0;3;5;0;0;0;0;3;0;0;0;0;0;0;0;1;0;2;2
;"Functionele en professionele revalidatie
van gehandicapten";54.0;14;40;1;0;5;4;1;1;0;2;0;3;5;3;2;4;4;19
;Geriatrie;5.0;1;4;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;2
;Mond-, kaak- en aangezichtschirurgie;19.0;2;17;0;0;2;0;0;0;0;0;1;2;5;2;1;2;2;2
;Intensieve zorgen;83.0;33;50;5;7;5;6;6;3;1;0;8;7;7;5;4;6;7;6
;Pediatrische neurologie;4.0;4;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0
;Nefrologie;13.0;3;10;0;1;0;2;0;0;0;0;1;1;1;1;2;2;1;1
;Urgentiegeneeskunde;32.0;11;21;1;1;2;4;3;0;0;0;0;0;5;4;3;1;4;4
;Endocrino-diabetologie;17.0;8;9;1;2;1;2;1;1;0;0;0;0;2;2;0;0;2;3
;Neonatologie;2.0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
;Oncologie;25.0;8;17;1;3;2;0;0;1;1;0;0;1;3;5;2;4;2;0
;Pediatrische hematologie en oncologie;1.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;Klinische hematologie;8.0;6;2;0;2;1;1;1;1;0;0;0;0;1;0;0;1;0;0
;Beheer van gezondheidsgegevens;6.0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3
;Forensische psychiatrie;5.0;2;3;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2
Waals Brabant;Alle specialiteiten;282.0;96;186;5;6;11;12;16;16;15;15;2;8;10;21;18;25;29;73
;Nucleaire in vitro geneeskunde;19.0;10;9;0;0;0;0;0;6;3;1;0;0;0;0;0;0;0;9
;"Functionele en professionele revalidatie
van gehandicapten";72.0;23;49;0;0;2;3;4;2;3;9;0;0;2;2;3;3;5;34
;Geriatrie;9.0;4;5;0;0;1;0;2;0;1;0;0;0;0;0;1;1;1;2
;Mond-, kaak- en aangezichtschirurgie;7.0;1;6;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;1
;Intensieve zorgen;52.0;9;43;2;1;0;2;1;1;1;1;1;5;3;6;5;9;9;5
;Pediatrische neurologie;7.0;7;0;0;1;2;0;1;1;0;2;0;0;0;0;0;0;0;0
;Nefrologie;32.0;14;18;2;1;0;3;3;3;2;0;0;1;1;2;3;2;2;7
;Urgentiegeneeskunde;27.0;6;21;0;1;0;0;2;2;1;0;0;0;0;5;3;1;5;7
;Endocrino-diabetologie;21.0;6;15;0;0;1;2;1;1;1;0;0;0;2;1;1;2;3;6
;Neonatologie;10.0;7;3;0;0;3;2;0;0;2;0;0;1;0;1;0;0;1;0
;Oncologie;11.0;2;9;0;1;1;0;0;0;0;0;0;1;1;1;1;3;2;0
;Klinische hematologie;9.0;4;5;0;1;1;0;2;0;0;0;1;0;0;1;0;2;1;0
;Beheer van gezondheidsgegevens;6.0;3;3;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;2
Henegouwen;Alle specialiteiten;317.0;97;220;6;13;15;21;8;8;6;20;4;5;10;16;28;42;45;70
;Nucleaire in vitro geneeskunde;19.0;4;15;0;0;0;0;0;3;1;0;0;0;0;0;0;3;5;7
;"Functionele en professionele revalidatie
van gehandicapten";51.0;14;37;0;0;1;4;0;1;3;5;0;0;0;3;3;5;6;20
;Geriatrie;16.0;4;12;0;0;1;0;0;1;0;2;0;0;0;0;1;1;1;9
;Mond-, kaak- en aangezichtschirurgie;9.0;4;5;0;0;2;2;0;0;0;0;0;0;0;0;2;2;0;1
;Intensieve zorgen;57.0;11;46;0;3;2;2;1;1;1;1;2;0;1;6;8;12;8;9
;Pediatrische neurologie;6.0;5;1;0;1;1;1;0;0;0;2;0;0;0;0;0;0;1;0
;Nefrologie;24.0;7;17;1;2;1;1;1;0;0;1;1;2;0;0;2;4;2;6
;Urgentiegeneeskunde;41.0;6;35;0;0;2;1;0;0;0;3;0;1;2;1;9;8;7;7
;Endocrino-diabetologie;33.0;18;15;3;3;4;2;4;0;1;1;1;1;2;1;0;2;3;5
;Neonatologie;9.0;9;0;0;1;0;4;2;0;0;2;0;0;0;0;0;0;0;0
;Oncologie;27.0;6;21;1;1;0;2;0;1;0;1;0;0;4;5;1;3;4;4
;Klinische hematologie;11.0;6;5;1;2;1;1;0;1;0;0;0;1;1;0;1;1;1;0
;Beheer van gezondheidsgegevens;14.0;3;11;0;0;0;1;0;0;0;2;0;0;0;0;1;1;7;2
Luik;Alle specialiteiten;446.0;178;268;14;23;25;32;25;15;16;28;4;16;18;37;25;38;37;93
;Nucleaire in vitro geneeskunde;19.0;11;8;0;0;0;2;1;2;1;5;0;1;0;0;0;3;1;3
;"Functionele en professionele revalidatie
van gehandicapten";112.0;43;69;0;0;1;6;9;4;6;17;0;2;3;3;2;7;9;43
;Geriatrie;9.0;4;5;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;5
;Mond-, kaak- en aangezichtschirurgie;5.0;1;4;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1
;Intensieve zorgen;78.0;20;58;3;7;3;4;0;2;1;0;3;7;4;12;4;9;5;14
;Pediatrische neurologie;11.0;7;4;0;3;3;1;0;0;0;0;0;0;0;0;0;1;1;2
;Nefrologie;31.0;11;20;1;1;3;3;0;0;1;2;0;1;2;2;2;3;6;4
;Urgentiegeneeskunde;60.0;18;42;0;1;2;3;7;2;2;1;0;2;2;9;9;7;7;6
;Endocrino-diabetologie;45.0;26;19;4;2;5;5;5;1;1;3;1;0;1;3;2;2;4;6
;Neonatologie;15.0;8;7;2;2;1;1;1;1;0;0;0;1;0;3;1;0;0;2
;Oncologie;21.0;9;12;1;2;4;2;0;0;0;0;0;0;1;3;3;2;2;1
;Pediatrische hematologie en oncologie;10.0;6;4;0;0;1;2;0;1;2;0;0;0;2;1;0;1;0;0
;Klinische hematologie;18.0;9;9;3;4;1;1;0;0;0;0;0;1;2;1;2;0;1;2
;Beheer van gezondheidsgegevens;12.0;5;7;0;0;0;0;1;2;2;0;0;0;0;0;0;2;1;4
Namen;Alle specialiteiten;187.0;66;121;2;10;14;13;6;9;7;5;5;9;8;15;17;14;13;40
;Nucleaire in vitro geneeskunde;6.0;2;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3
;"Functionele en professionele revalidatie
van gehandicapten";28.0;11;17;0;0;3;1;0;3;2;2;0;0;0;0;4;2;2;9
;Geriatrie;4.0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
;Mond-, kaak- en aangezichtschirurgie;9.0;1;8;0;0;1;0;0;0;0;0;2;0;0;3;2;0;0;1
;Intensieve zorgen;39.0;7;32;1;1;0;2;2;1;0;0;2;4;2;4;7;5;3;5
;Pediatrische neurologie;6.0;4;2;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0
;Nefrologie;16.0;7;9;0;3;3;0;0;1;0;0;0;0;2;3;1;0;0;3
;Urgentiegeneeskunde;29.0;10;19;0;1;2;3;1;2;1;0;0;3;1;2;0;4;4;5
;Endocrino-diabetologie;18.0;10;8;0;3;1;3;2;0;1;0;0;1;0;1;1;1;1;3
;Neonatologie;3.0;2;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0
;Oncologie;9.0;3;6;0;0;3;0;0;0;0;0;1;1;1;1;1;0;0;1
;Klinische hematologie;10.0;6;4;1;1;0;2;1;0;1;0;0;0;0;1;0;0;1;2
;Beheer van gezondheidsgegevens;10.0;2;8;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;6
Luxemburg;Alle specialiteiten;60.0;19;41;0;1;4;3;4;4;1;2;2;1;6;3;3;6;6;14
;Nucleaire in vitro geneeskunde;3.0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1
;"Functionele en professionele revalidatie
van gehandicapten";6.0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5
;Geriatrie;3.0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
;Mond-, kaak- en aangezichtschirurgie;2.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
;Intensieve zorgen;7.0;1;6;0;0;0;0;1;0;0;0;2;0;0;0;1;1;2;0
;Pediatrische neurologie;1.0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Nefrologie;4.0;2;2;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1
;Urgentiegeneeskunde;11.0;2;9;0;0;1;0;1;0;0;0;0;0;0;1;0;0;4;4
;Endocrino-diabetologie;8.0;5;3;0;0;2;2;0;0;0;1;0;0;1;1;0;0;0;1
;Neonatologie;2.0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
;Oncologie;5.0;1;4;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0
;Klinische hematologie;4.0;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0
;Beheer van gezondheidsgegevens;4.0;1;3;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0
"Brussels Hoofdstedelijk
Gewest";Alle specialiteiten;503.0;228;275;18;35;40;19;25;23;27;41;6;15;27;22;30;39;33;103
;Nucleaire in vitro geneeskunde;31.0;15;16;0;0;0;0;1;2;7;5;0;0;0;0;1;3;3;9
;"Functionele en professionele revalidatie
van gehandicapten";100.0;38;62;0;2;2;4;2;5;5;18;0;0;2;3;5;6;10;36
;Geriatrie;8.0;2;6;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;4
;Mond-, kaak- en aangezichtschirurgie;22.0;12;10;0;1;3;1;3;1;3;0;0;0;2;1;1;1;2;3
;Intensieve zorgen;87.0;29;58;5;6;7;1;5;0;2;3;3;9;8;3;6;15;6;8
;Pediatrische neurologie;10.0;9;1;0;3;1;0;0;1;1;3;0;0;0;0;0;0;0;1
;Nefrologie;52.0;23;29;4;6;5;3;0;2;1;2;2;4;2;4;2;4;2;9
;Urgentiegeneeskunde;40.0;15;25;0;1;2;0;4;4;2;2;0;0;4;3;6;1;2;9
;Endocrino-diabetologie;58.0;30;28;3;4;10;3;1;2;2;5;0;0;3;3;4;2;2;14
;Neonatologie;27.0;24;3;2;8;5;3;3;2;0;1;0;0;0;1;0;0;1;1
;Oncologie;21.0;6;15;0;2;1;3;0;0;0;0;0;1;3;1;2;2;3;3
;Pediatrische hematologie en oncologie;6.0;4;2;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;1
;Klinische hematologie;29.0;15;14;4;2;3;1;2;1;1;1;1;1;1;3;2;3;0;3
;Beheer van gezondheidsgegevens;12.0;6;6;0;0;0;0;3;1;1;1;0;0;0;0;1;1;2;2
