gebied;specialiteit;totaal;totaal_vrouwen;totaal_mannen;vrouwen_20_24;vrouwen_25_29;vrouwen_30_34;vrouwen_35_39;vrouwen_40_44;vrouwen_45_49;vrouwen_50_54;vrouwen_55_59;vrouwen_60_64;vrouwen_65plus;mannen_20_24;mannen_25_29;mannen_30_34;mannen_35_39;mannen_40_44;mannen_45_49;mannen_50_54;mannen_55_59;mannen_60_64;mannen_65plus
België;CARDIOLOGIE;1069;196;873;0;0;32;42;43;29;26;7;6;11;0;0;67;110;104;132;102;113;80;165
België;NEUROPSYCHIATRIE;449;109;340;0;0;0;0;0;5;23;23;17;41;0;0;0;0;0;6;41;50;71;172
België;FYSISCHE GENEESKUNDE EN REVALIDATIE;535;223;312;0;0;33;38;43;31;32;19;12;15;0;0;17;25;17;45;43;40;42;83
België;KLINISCHE BIOLOGIE;738;318;420;0;0;23;31;37;35;44;46;35;67;0;0;10;17;22;37;57;75;45;157
België;RONTGENDIAGNOSE;1666;418;1248;0;1;47;76;70;89;50;44;20;21;0;1;77;98;120;201;191;179;123;258
België;RADIOTHERAPIE-ONCOLOGIE;227;123;104;0;0;20;24;20;19;18;7;11;4;0;0;15;13;13;7;24;8;1;23
België;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;224;165;59;0;0;47;58;13;13;7;12;10;5;0;0;7;14;2;6;10;10;6;4
België;NUCLEAIRE GENEESKUNDE;340;103;237;0;0;13;17;13;24;13;13;5;5;0;0;10;12;19;26;22;30;37;81
België;PATHOLOGISCHE ANATOMIE;364;174;190;0;0;19;30;32;26;22;19;10;16;0;0;10;22;8;22;23;25;20;60
België;INWENDIGE GENEESKUNDE;1847;555;1292;0;0;131;125;90;62;56;35;27;29;0;0;50;113;110;149;128;158;135;449
België;REUMATOLOGIE;254;100;154;0;0;8;17;20;20;9;8;6;12;0;0;5;6;11;15;21;21;23;52
België;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;583;231;352;0;0;67;64;14;11;18;29;18;10;0;0;31;49;13;11;47;62;64;75
België;GERECHTELIJKE GENEESKUNDE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;1
België;URGENTIEGENEESKUNE;15;8;7;0;0;2;3;2;1;0;0;0;0;0;0;1;1;2;1;1;1;0;0
België;ACUTE GENEESKUNDE;303;120;183;0;1;9;44;29;18;11;7;0;1;0;1;8;39;51;34;24;16;8;2
België;GERIATRIE;205;116;89;0;0;19;31;34;14;5;10;2;1;0;0;3;7;8;10;22;20;11;8
België;VERZEKERINGSGENEESKUNDE EN MEDISCHE EXPERTISE;655;201;454;0;0;2;21;31;39;55;34;17;2;0;0;2;12;19;54;96;146;93;32
België;MEDISCHE ONCOLOGIE;191;91;100;0;0;13;26;19;16;9;4;4;0;0;0;4;16;17;21;11;15;11;5
België;BEHEER VAN GEZONDHEIDSGEGEVENS;58;22;36;0;0;0;1;5;8;6;2;0;0;0;0;0;4;3;7;11;7;4;0
Gewest Vlaanderen;ARBEIDSGENEESKUNDE;661;321;340;0;0;16;75;53;74;47;37;15;4;0;0;9;20;16;45;65;80;51;54
Gewest Vlaanderen;ANESTHESIE-REANIMATIE;1196;445;751;0;0;74;92;89;73;37;25;26;29;0;0;71;109;104;116;109;92;49;101
Gewest Vlaanderen;HEELKUNDE;869;131;738;0;0;29;35;25;10;11;12;5;4;0;0;49;81;81;91;95;94;71;176
Gewest Vlaanderen;NEUROCHIRURGIE;121;12;109;0;0;0;3;6;2;0;0;0;1;0;0;10;19;14;14;15;12;11;14
Gewest Vlaanderen;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;135;27;108;0;0;1;5;6;3;6;3;3;0;0;0;7;12;13;27;8;15;7;19
Gewest Vlaanderen;NEUROLOGIE;185;82;103;0;1;24;19;20;13;4;1;0;0;0;0;17;23;15;23;8;7;5;5
Gewest Vlaanderen;PSYCHIATRIE;275;148;127;0;0;0;14;64;52;9;5;3;1;0;0;1;14;41;43;12;7;3;6
Gewest Vlaanderen;GYNAECOLOGIE-VERLOSKUNDE;729;294;435;0;0;65;64;67;44;27;12;7;8;0;0;14;24;36;47;63;54;53;144
Gewest Vlaanderen;OFTALMOLOGIE;655;378;277;0;3;50;58;59;51;50;42;36;29;0;0;13;17;18;34;33;38;27;97
Gewest Vlaanderen;OTORHINOLARYNGOLOGIE;347;117;230;0;0;21;21;21;24;12;11;4;3;0;0;11;21;17;26;45;26;14;70
Gewest Vlaanderen;UROLOGIE;239;18;221;0;0;3;4;6;3;1;1;0;0;0;0;14;32;22;34;26;36;25;32
Gewest Vlaanderen;ORTHOPEDISCHE HEELKUNDE;623;42;581;0;0;3;13;10;8;3;3;2;0;0;0;45;67;66;100;94;73;51;85
Gewest Vlaanderen;STOMATOLOGIE;183;34;149;0;0;5;12;5;3;3;2;2;2;0;0;18;15;13;24;19;10;13;37
Gewest Vlaanderen;DERMATO-VENEREOLOGIE;409;280;129;0;5;47;50;48;37;26;32;14;21;0;0;2;9;11;17;14;14;10;52
Gewest Vlaanderen;PNEUMOLOGIE;248;89;159;0;0;32;22;14;8;7;3;2;1;0;0;3;21;14;30;37;24;12;18
Gewest Vlaanderen;GASTRO-ENTEROLOGIE;300;73;227;0;0;20;23;12;8;5;3;2;0;0;0;18;32;26;38;38;36;18;21
Gewest Vlaanderen;PEDIATRIE;804;468;336;0;0;64;95;99;77;30;45;26;32;0;0;12;18;27;29;41;32;40;137
Gewest Vlaanderen;CARDIOLOGIE;530;81;449;0;0;12;25;20;12;4;2;3;3;0;0;48;63;60;69;51;56;38;64
Gewest Vlaanderen;NEUROPSYCHIATRIE;235;48;187;0;0;0;0;0;3;11;14;7;13;0;0;0;0;0;3;25;29;41;89
Gewest Vlaanderen;FYSISCHE GENEESKUNDE EN REVALIDATIE;324;126;198;0;0;21;22;27;22;21;3;4;6;0;0;12;19;13;33;20;28;31;42
Gewest Vlaanderen;KLINISCHE BIOLOGIE;374;153;221;0;0;15;24;24;20;18;16;16;20;0;0;5;13;20;24;31;41;17;70
Gewest Vlaanderen;RONTGENDIAGNOSE;883;201;682;0;0;22;47;41;41;15;20;6;9;0;0;52;54;71;132;101;101;57;114
Gewest Vlaanderen;RADIOTHERAPIE-ONCOLOGIE;129;70;59;0;0;17;17;13;12;6;4;1;0;0;0;7;5;6;6;17;6;1;11
Gewest Vlaanderen;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;164;125;39;0;0;34;45;11;9;6;11;7;2;0;0;4;9;1;4;6;9;3;3
Gewest Vlaanderen;NUCLEAIRE GENEESKUNDE;159;44;115;0;0;8;8;10;8;4;5;0;1;0;0;7;6;13;15;9;15;19;31
Gewest Vlaanderen;PATHOLOGISCHE ANATOMIE;223;98;125;0;0;14;19;18;17;11;13;2;4;0;0;9;17;6;11;14;13;15;40
Gewest Vlaanderen;INWENDIGE GENEESKUNDE;904;272;632;0;0;70;61;40;37;36;13;4;11;0;0;23;53;52;63;55;78;69;239
Gewest Vlaanderen;REUMATOLOGIE;124;46;78;0;0;5;6;10;11;5;3;2;4;0;0;2;5;6;7;7;10;14;27
Gewest Vlaanderen;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;460;162;298;0;0;51;38;4;5;13;27;17;7;0;0;17;32;5;8;44;56;64;72
Gewest Vlaanderen;GERECHTELIJKE GENEESKUNDE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1
Gewest Vlaanderen;URGENTIEGENEESKUNE;4;3;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Gewest Vlaanderen;ACUTE GENEESKUNDE;110;45;65;0;0;4;21;7;8;4;0;0;1;0;1;5;16;21;10;7;4;0;1
Gewest Vlaanderen;GERIATRIE;132;71;61;0;0;9;20;21;8;4;8;1;0;0;0;1;5;5;8;13;14;8;7
Gewest Vlaanderen;VERZEKERINGSGENEESKUNDE EN MEDISCHE EXPERTISE;345;105;240;0;0;1;13;23;26;23;11;8;0;0;0;0;6;13;33;54;79;40;15
Gewest Vlaanderen;MEDISCHE ONCOLOGIE;89;45;44;0;0;9;17;8;7;4;0;0;0;0;0;2;7;10;9;5;5;5;1
Gewest Vlaanderen;BEHEER VAN GEZONDHEIDSGEGEVENS;25;8;17;0;0;0;1;0;4;1;2;0;0;0;0;0;3;1;2;5;3;3;0
Gewest Wallonië;ARBEIDSGENEESKUNDE;299;176;123;0;0;14;32;22;27;36;27;12;6;0;0;1;11;9;5;15;32;24;26
Gewest Wallonië;ANESTHESIE-REANIMATIE;724;244;480;0;1;34;52;36;30;15;27;17;32;0;1;38;67;63;73;78;50;47;63
Gewest Wallonië;HEELKUNDE;577;74;503;0;0;7;15;12;16;13;5;6;0;0;0;18;37;42;63;65;56;64;158
Gewest Wallonië;NEUROCHIRURGIE;55;8;47;0;0;0;2;3;2;1;0;0;0;0;0;1;8;6;8;6;5;5;8
Gewest Wallonië;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;58;17;41;0;0;1;6;2;3;4;1;0;0;0;0;5;5;8;9;4;4;1;5
Gewest Wallonië;NEUROLOGIE;117;56;61;0;1;12;17;14;10;2;0;0;0;0;0;6;15;12;15;4;6;2;1
Gewest Wallonië;PSYCHIATRIE;440;173;267;0;0;5;22;39;22;32;17;18;18;0;0;3;17;18;31;26;45;42;85
Gewest Wallonië;GYNAECOLOGIE-VERLOSKUNDE;513;215;298;0;0;30;38;43;28;28;24;11;13;0;1;9;20;29;26;36;39;34;104
Gewest Wallonië;OFTALMOLOGIE;331;183;148;0;2;21;24;18;25;20;18;14;41;0;0;10;10;11;19;18;15;14;51
Gewest Wallonië;OTORHINOLARYNGOLOGIE;242;90;152;0;0;13;14;24;13;11;8;3;4;0;0;5;14;8;15;21;19;28;42
Gewest Wallonië;UROLOGIE;133;16;117;0;0;1;7;3;1;3;1;0;0;0;0;7;14;13;12;12;12;19;28
Gewest Wallonië;ORTHOPEDISCHE HEELKUNDE;338;20;318;0;0;2;4;3;4;3;1;1;2;0;0;16;32;38;44;52;42;26;68
Gewest Wallonië;STOMATOLOGIE;89;20;69;0;0;5;5;2;1;2;0;3;2;0;0;1;5;5;6;6;12;7;27
Gewest Wallonië;DERMATO-VENEREOLOGIE;225;144;81;0;4;18;15;31;22;14;17;11;12;0;0;3;4;2;10;7;10;11;34
Gewest Wallonië;PNEUMOLOGIE;174;60;114;0;0;13;18;6;4;4;7;3;5;0;0;5;11;17;12;20;16;10;23
Gewest Wallonië;GASTRO-ENTEROLOGIE;227;58;169;0;0;6;15;10;8;8;3;7;1;0;0;7;21;9;30;27;24;23;28
Gewest Wallonië;PEDIATRIE;557;311;246;0;0;44;68;42;37;30;35;16;39;0;0;10;12;19;18;19;31;29;108
Gewest Wallonië;CARDIOLOGIE;375;70;305;0;0;12;13;14;13;10;2;1;5;0;0;14;38;37;44;38;39;32;63
Gewest Wallonië;NEUROPSYCHIATRIE;137;29;108;0;0;0;0;0;0;8;4;5;12;0;0;0;0;0;1;14;17;20;56
Gewest Wallonië;FYSISCHE GENEESKUNDE EN REVALIDATIE;169;77;92;0;0;9;15;12;6;9;13;7;6;0;0;5;5;4;12;17;9;10;30
Gewest Wallonië;KLINISCHE BIOLOGIE;250;111;139;0;0;4;5;8;11;16;18;14;35;0;0;5;2;1;10;16;25;19;61
Gewest Wallonië;RONTGENDIAGNOSE;599;151;448;0;0;16;27;18;36;26;16;8;4;0;1;16;34;39;57;67;68;57;109
Gewest Wallonië;RADIOTHERAPIE-ONCOLOGIE;79;41;38;0;0;2;5;5;7;10;2;8;2;0;0;5;6;7;1;6;2;0;11
Gewest Wallonië;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;39;22;17;0;0;8;7;0;1;1;1;3;1;0;0;2;5;1;2;2;1;3;1
Gewest Wallonië;NUCLEAIRE GENEESKUNDE;142;46;96;0;0;4;6;3;14;7;6;4;2;0;0;2;3;5;10;10;13;14;39
Gewest Wallonië;PATHOLOGISCHE ANATOMIE;97;51;46;0;0;3;7;11;7;7;4;4;8;0;0;0;3;1;10;5;9;5;13
Gewest Wallonië;INWENDIGE GENEESKUNDE;633;178;455;0;0;35;41;34;16;12;13;14;13;0;0;16;42;42;67;56;51;42;139
Gewest Wallonië;REUMATOLOGIE;91;40;51;0;0;2;9;8;8;1;2;4;6;0;0;1;1;3;5;11;6;8;16
Gewest Wallonië;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;64;37;27;0;0;11;19;4;0;1;0;0;2;0;0;7;8;5;1;2;2;0;2
Gewest Wallonië;GERECHTELIJKE GENEESKUNDE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Gewest Wallonië;URGENTIEGENEESKUNE;4;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
Gewest Wallonië;ACUTE GENEESKUNDE;152;62;90;0;1;4;19;19;8;6;5;0;0;0;0;1;18;21;20;14;9;6;1
Gewest Wallonië;GERIATRIE;58;35;23;0;0;5;10;11;5;1;1;1;1;0;0;2;2;3;1;6;6;2;1
Gewest Wallonië;VERZEKERINGSGENEESKUNDE EN MEDISCHE EXPERTISE;261;77;184;0;0;1;6;5;13;26;16;8;2;0;0;2;5;5;18;34;59;49;12
Gewest Wallonië;MEDISCHE ONCOLOGIE;68;30;38;0;0;1;7;9;6;2;3;2;0;0;0;1;6;6;9;4;6;2;4
Gewest Wallonië;BEHEER VAN GEZONDHEIDSGEGEVENS;21;7;14;0;0;0;0;1;3;3;0;0;0;0;0;0;1;2;3;4;3;1;0
Gewest Brussels hoofdstedelijk gewest;ARBEIDSGENEESKUNDE;80;41;39;0;0;1;7;5;6;10;8;1;3;0;0;0;1;0;4;11;6;9;8
Gewest Brussels hoofdstedelijk gewest;ANESTHESIE-REANIMATIE;223;122;101;0;0;14;14;20;13;8;15;8;30;0;0;12;15;23;10;9;11;9;12
Gewest Brussels hoofdstedelijk gewest;HEELKUNDE;222;39;183;0;0;6;7;3;5;7;6;2;3;0;0;7;17;20;12;13;23;16;75
Gewest Brussels hoofdstedelijk gewest;NEUROCHIRURGIE;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;2;1;1;5
Gewest Brussels hoofdstedelijk gewest;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;36;7;29;0;0;2;2;0;0;1;1;0;1;0;0;3;5;6;2;3;2;3;5
Gewest Brussels hoofdstedelijk gewest;NEUROLOGIE;45;25;20;0;1;5;6;6;5;0;2;0;0;0;0;4;5;8;1;2;0;0;0
Gewest Brussels hoofdstedelijk gewest;PSYCHIATRIE;283;115;168;0;0;2;11;18;24;17;18;14;11;0;0;1;10;9;19;22;27;18;62
Gewest Brussels hoofdstedelijk gewest;GYNAECOLOGIE-VERLOSKUNDE;260;131;129;0;0;23;19;14;23;16;18;6;12;0;0;7;10;5;5;14;20;22;46
Gewest Brussels hoofdstedelijk gewest;OFTALMOLOGIE;140;74;66;0;1;12;9;7;3;11;7;6;18;0;0;5;11;2;6;6;2;6;28
Gewest Brussels hoofdstedelijk gewest;OTORHINOLARYNGOLOGIE;100;41;59;0;0;8;7;7;3;3;4;2;7;0;0;4;1;6;7;8;7;4;22
Gewest Brussels hoofdstedelijk gewest;UROLOGIE;43;1;42;0;0;0;1;0;0;0;0;0;0;0;0;3;8;2;4;4;3;6;12
Gewest Brussels hoofdstedelijk gewest;ORTHOPEDISCHE HEELKUNDE;101;15;86;0;0;4;0;3;4;0;1;1;2;0;0;5;9;6;11;9;8;11;27
Gewest Brussels hoofdstedelijk gewest;STOMATOLOGIE;67;22;45;0;0;4;1;3;2;3;2;2;5;0;0;2;2;3;3;3;5;5;22
Gewest Brussels hoofdstedelijk gewest;DERMATO-VENEREOLOGIE;129;92;37;0;1;13;14;9;8;11;11;8;17;0;0;1;1;1;6;5;4;6;13
Gewest Brussels hoofdstedelijk gewest;PNEUMOLOGIE;60;24;36;0;0;8;3;7;0;1;2;1;2;0;0;6;2;4;4;7;4;4;5
Gewest Brussels hoofdstedelijk gewest;GASTRO-ENTEROLOGIE;101;31;70;0;0;6;5;6;4;0;4;4;2;0;0;2;5;13;9;4;5;10;22
Gewest Brussels hoofdstedelijk gewest;PEDIATRIE;299;178;121;0;2;30;28;22;18;14;16;16;32;0;0;4;7;11;2;14;14;16;53
Gewest Brussels hoofdstedelijk gewest;CARDIOLOGIE;164;45;119;0;0;8;4;9;4;12;3;2;3;0;0;5;9;7;19;13;18;10;38
Gewest Brussels hoofdstedelijk gewest;NEUROPSYCHIATRIE;77;32;45;0;0;0;0;0;2;4;5;5;16;0;0;0;0;0;2;2;4;10;27
Gewest Brussels hoofdstedelijk gewest;FYSISCHE GENEESKUNDE EN REVALIDATIE;42;20;22;0;0;3;1;4;3;2;3;1;3;0;0;0;1;0;0;6;3;1;11
Gewest Brussels hoofdstedelijk gewest;KLINISCHE BIOLOGIE;114;54;60;0;0;4;2;5;4;10;12;5;12;0;0;0;2;1;3;10;9;9;26
Gewest Brussels hoofdstedelijk gewest;RONTGENDIAGNOSE;184;66;118;0;1;9;2;11;12;9;8;6;8;0;0;9;10;10;12;23;10;9;35
Gewest Brussels hoofdstedelijk gewest;RADIOTHERAPIE-ONCOLOGIE;19;12;7;0;0;1;2;2;0;2;1;2;2;0;0;3;2;0;0;1;0;0;1
Gewest Brussels hoofdstedelijk gewest;PSYCHIATRIE, MEER BEPAALD KINDER- EN JEUGDPSYCHIATRIE;21;18;3;0;0;5;6;2;3;0;0;0;2;0;0;1;0;0;0;2;0;0;0
Gewest Brussels hoofdstedelijk gewest;NUCLEAIRE GENEESKUNDE;39;13;26;0;0;1;3;0;2;2;2;1;2;0;0;1;3;1;1;3;2;4;11
Gewest Brussels hoofdstedelijk gewest;PATHOLOGISCHE ANATOMIE;44;25;19;0;0;2;4;3;2;4;2;4;4;0;0;1;2;1;1;4;3;0;7
Gewest Brussels hoofdstedelijk gewest;INWENDIGE GENEESKUNDE;310;105;205;0;0;26;23;16;9;8;9;9;5;0;0;11;18;16;19;17;29;24;71
Gewest Brussels hoofdstedelijk gewest;REUMATOLOGIE;39;14;25;0;0;1;2;2;1;3;3;0;2;0;0;2;0;2;3;3;5;1;9
Gewest Brussels hoofdstedelijk gewest;PSYCHIATRIE, MEER BEPAALD VOLWASSENPSYCHIATRIE;59;32;27;0;0;5;7;6;6;4;2;1;1;0;0;7;9;3;2;1;4;0;1
Gewest Brussels hoofdstedelijk gewest;URGENTIEGENEESKUNE;7;4;3;0;0;1;2;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0
Gewest Brussels hoofdstedelijk gewest;ACUTE GENEESKUNDE;41;13;28;0;0;1;4;3;2;1;2;0;0;0;0;2;5;9;4;3;3;2;0
Gewest Brussels hoofdstedelijk gewest;GERIATRIE;15;10;5;0;0;5;1;2;1;0;1;0;0;0;0;0;0;0;1;3;0;1;0
Gewest Brussels hoofdstedelijk gewest;VERZEKERINGSGENEESKUNDE EN MEDISCHE EXPERTISE;49;19;30;0;0;0;2;3;0;6;7;1;0;0;0;0;1;1;3;8;8;4;5
Gewest Brussels hoofdstedelijk gewest;MEDISCHE ONCOLOGIE;34;16;18;0;0;3;2;2;3;3;1;2;0;0;0;1;3;1;3;2;4;4;0
Gewest Brussels hoofdstedelijk gewest;BEHEER VAN GEZONDHEIDSGEGEVENS;12;7;5;0;0;0;0;4;1;2;0;0;0;0;0;0;0;0;2;2;1;0;0
Prov Vlaams Brabant;ARBEIDSGENEESKUNDE;184;90;94;0;0;6;20;15;20;13;9;5;2;0;0;3;5;5;14;18;20;15;14
Prov Vlaams Brabant;ANESTHESIE-REANIMATIE;278;111;167;0;0;17;20;24;10;14;8;10;8;0;0;21;27;20;30;25;20;11;13
Prov Vlaams Brabant;HEELKUNDE;227;36;191;0;0;10;9;9;0;3;2;2;1;0;0;10;19;21;26;22;29;20;44
Prov Vlaams Brabant;NEUROCHIRURGIE;23;2;21;0;0;0;0;2;0;0;0;0;0;0;0;2;3;1;5;3;1;2;4
Prov Vlaams Brabant;PLASTISCHE, RECONSTRUCTIEVE EN ESTHETISCHE HEELKUNDE;32;9;23;0;0;1;3;3;1;0;1;0;0;0;0;1;3;4;7;1;4;0;3
Prov Vlaams Brabant;NEUROLOGIE;47;21;26;0;0;5;2;9;4;1;0;0;0;0;0;5;7;4;5;3;1;1;0
Prov Vlaams Brabant;PSYCHIATRIE;86;48;38;0;0;0;5;16;18;5;2;2;0;0;0;1;1;5;13;6;6;2;4
Prov Vlaams Brabant;GYNAECOLOGIE-VERLOSKUNDE;193;88;105;0;0;23;18;16;12;10;5;3;1;0;0;1;9;12;9;22;11;11;30
Prov Vlaams Brabant;OFTALMOLOGIE;171;110;61;0;3;16;14;18;13;13;11;14;8;0;0;5;5;4;8;9;11;5;14
Prov Vlaams Brabant;OTORHINOLARYNGOLOGIE;77;29;48;0;0;5;3;7;7;2;4;1;0;0;0;1;5;1;8;9;7;2;15
Prov Vlaams Brabant;UROLOGIE;46;4;42;0;0;1;0;2;1;0;0;0;0;0;0;1;4;4;8;8;5;6;6
Prov Vlaams Brabant;ORTHOPEDISCHE HEELKUNDE;132;14;118;0;0;2;3;2;4;0;2;1;0;0;0;7;13;19;19;23;16;12;9
Prov Vlaams Brabant;STOMATOLOGIE;45;12;33;0;0;3;3;1;0;1;1;2;1;0;0;4;2;1;8;1;2;6;9
Prov Vlaams Brabant;DERMATO-VENEREOLOGIE;108;81;27;0;3;14;17;9;10;7;13;4;4;0;0;0;1;8;3;2;0;2;11
Prov Vlaams Brabant;PNEUMOLOGIE;72;30;42;0;0;11;9;2;3;2;2;1;0;0;0;3;7;3;8;8;7;1;5
Prov Vlaams Brabant;GASTRO-ENTEROLOGIE;75;23;52;0;0;6;7;5;2;2;1;0;0;0;0;1;4;9;12;9;9;2;6
Prov Vlaams Brabant;PEDIATRIE;246;152;94;0;0;26;23;39;22;10;10;11;11;0;0;4;5;6;14;19;5;9;32
Prov Vlaams Brabant;CARDIOLOGIE;142;18;124;0;0;1;7;3;3;2;0;0;2;0;0;16;17;16;21;14;15;9;16
Prov Vlaams Brabant;NEUROPSYCHIATRIE;69;15;54;0;0;0;0;0;0;2;6;3;4;0;0;0;0;0;0;4;11;11;28
Prov Vlaams Brabant;FYSISCHE GENEESKUNDE EN REVALIDATIE;78;31;47;0;0;6;7;4;5;5;2;1;1;0;0;3;3;3;4;3;8;6;17
Prov Vlaams Brabant;KLINISCHE BIOLOGIE;124;45;79;0;0;3;4;8;4;10;6;7;3;0;0;3;4;4;8;10;17;3;30
Prov Vlaams Brabant;RONTGENDIAGNOSE;234;76;158;0;0;6;19;12;18;6;8;2;5;0;0;11;11;21;29;24;22;17;23
