territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Brabant Wallon;Dentisterie générale;549;299;250;4;16;24;22;24;26;30;30;60;63;0;6;16;15;13;18;17;35;45;85
Brabant Wallon;Parodontologie;8;2;6;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;2;0;1;0
Brabant Wallon;Orthodontie;39;29;10;0;2;3;1;2;7;4;3;1;6;0;0;1;0;0;1;0;2;3;3
Hainaut;Toutes les spécialités;712;338;374;1;24;28;32;25;33;33;53;58;51;0;13;16;19;14;19;24;54;89;126
Hainaut;Dentisterie générale;683;319;364;1;24;27;30;24;29;30;51;55;48;0;13;16;19;14;19;23;51;84;125
Hainaut;Parodontologie;4;3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0
Hainaut;Orthodontie;25;16;9;0;0;0;2;1;3;2;2;3;3;0;0;0;0;0;0;0;3;5;1
Liège;Toutes les spécialités;1034;487;547;5;72;52;42;46;36;44;54;71;65;1;32;29;25;30;14;36;100;114;166
Liège;Dentisterie générale;952;431;521;5;65;47;31;39;33;37;50;67;57;1;32;25;22;27;11;36;94;111;162
Liège;Parodontologie;18;11;7;0;1;1;5;2;0;2;0;0;0;0;0;2;1;1;2;0;1;0;0
Liège;Orthodontie;64;45;19;0;6;4;6;5;3;5;4;4;8;0;0;2;2;2;1;0;5;3;4
Namur;Toutes les spécialités;343;169;174;1;10;19;10;12;14;18;27;22;36;0;8;3;5;11;10;10;31;33;63
Namur;Dentisterie générale;327;157;170;1;10;19;9;10;12;15;24;22;35;0;8;3;5;10;10;10;29;33;62
Namur;Parodontologie;4;2;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
Namur;Orthodontie;12;10;2;0;0;0;1;1;2;3;2;0;1;0;0;0;0;0;0;0;1;0;1
Luxembourg;Toutes les spécialités;173;83;90;1;11;6;2;7;4;11;15;13;13;0;2;4;3;4;5;8;18;23;23
Luxembourg;Dentisterie générale;163;78;85;1;11;6;1;7;4;10;13;13;12;0;2;2;3;4;4;7;17;23;23
Luxembourg;Orthodontie;10;5;5;0;0;0;1;0;0;1;2;0;1;0;0;2;0;0;1;1;1;0;0
Région de Bruxelles Capitale;Toutes les spécialités;1236;610;626;2;93;92;48;53;41;62;58;59;102;2;61;79;48;44;32;55;86;86;133
Région de Bruxelles Capitale;Dentisterie générale;1147;562;585;2;90;82;43;46;37;54;52;57;99;2;57;69;45;38;26;54;80;85;129
Région de Bruxelles Capitale;Parodontologie;19;7;12;0;0;2;3;1;0;0;1;0;0;0;2;2;0;4;0;1;2;0;1
Région de Bruxelles Capitale;Orthodontie;70;41;29;0;3;8;2;6;4;8;5;2;3;0;2;8;3;2;6;0;4;1;3
