territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Région de Bruxelles Capitale;Sans habilitation à prescrire;606;597;9;19;109;138;59;37;29;36;65;35;70;0;2;1;1;1;2;1;0;1;0
Brabant flamand;Sans habilitation à prescrire;1461;1443;18;99;218;238;168;131;110;125;151;98;105;0;1;1;1;1;3;3;4;3;1
Flandre occidentale;Sans habilitation à prescrire;1588;1578;10;128;255;219;183;140;124;137;159;127;106;0;0;1;0;0;0;2;5;2;0
Flandre orientale;Sans habilitation à prescrire;1606;1588;18;98;277;275;213;212;114;135;133;74;57;1;0;1;0;3;2;7;4;0;0
Anvers;Sans habilitation à prescrire;2165;2154;11;129;322;298;258;243;138;189;238;153;186;0;0;0;2;1;0;2;3;2;1
Limbourg;Sans habilitation à prescrire;1097;1090;7;104;137;139;149;110;75;84;124;74;94;0;0;0;0;0;2;2;1;2;0
Brabant Wallon;Sans habilitation à prescrire;367;363;4;10;33;62;38;25;28;49;40;31;47;0;0;0;0;0;0;0;1;2;1
Hainaut;Sans habilitation à prescrire;764;756;8;15;74;117;78;74;89;95;75;79;60;0;0;0;0;1;2;1;1;3;0
Liège;Sans habilitation à prescrire;825;815;10;22;114;141;107;74;76;66;75;62;78;0;0;0;0;5;2;0;3;0;0
Namur;Sans habilitation à prescrire;440;439;1;6;56;68;45;34;45;35;54;32;64;0;0;0;0;0;0;0;1;0;0
Luxembourg;Sans habilitation à prescrire;205;203;2;5;24;22;17;20;26;21;27;21;20;0;0;1;0;0;0;0;0;1;0
Région de Bruxelles Capitale;Sans habilitation à prescrire;606;597;9;19;109;138;59;37;29;36;65;35;70;0;2;1;1;1;2;1;0;1;0
Belgique;Prescription de médicaments;1358;1350;8;243;509;208;134;95;60;39;44;16;2;0;3;2;0;0;1;0;0;2;0
Région flamande;Prescription de médicaments;662;658;4;130;211;94;86;57;29;18;25;8;0;0;2;1;0;0;1;0;0;0;0
Région wallonne;Prescription de médicaments;485;481;4;90;204;68;32;23;22;20;16;5;1;0;1;1;0;0;0;0;0;2;0
Région de Bruxelles Capitale;Prescription de médicaments;211;211;0;23;94;46;16;15;9;1;3;3;1;0;0;0;0;0;0;0;0;0;0
Brabant flamand;Prescription de médicaments;166;166;0;21;45;29;24;20;9;5;10;3;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Prescription de médicaments;110;109;1;27;39;12;12;10;3;2;2;2;0;0;1;0;0;0;0;0;0;0;0
Flandre orientale;Prescription de médicaments;162;162;0;38;52;19;19;12;8;6;6;2;0;0;0;0;0;0;0;0;0;0;0
Anvers;Prescription de médicaments;142;139;3;26;43;23;21;10;7;3;5;1;0;0;1;1;0;0;1;0;0;0;0
Limbourg;Prescription de médicaments;82;82;0;18;32;11;10;5;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
Brabant Wallon;Prescription de médicaments;71;71;0;11;30;12;4;3;6;3;1;1;0;0;0;0;0;0;0;0;0;0;0
Hainaut;Prescription de médicaments;172;169;3;34;59;29;14;6;9;9;8;1;0;0;1;0;0;0;0;0;0;2;0
Liège;Prescription de médicaments;93;92;1;20;41;6;6;5;6;3;3;1;1;0;0;1;0;0;0;0;0;0;0
Namur;Prescription de médicaments;94;94;0;18;45;13;7;6;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;Prescription de médicaments;55;55;0;7;29;8;1;3;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Prescription de médicaments;211;211;0;23;94;46;16;15;9;1;3;3;1;0;0;0;0;0;0;0;0;0;0
