gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Vlaams Gewest;Cardiovasculaire kinesitherapie;101;56;45;0;7;10;7;5;10;9;6;2;0;0;1;4;5;5;5;5;7;10;3
Vlaams Gewest;Manuele therapie;1358;745;613;0;81;256;169;82;62;39;31;14;11;0;35;133;85;90;81;48;58;52;31
Vlaams Gewest;Neurologische kinesitherapie;282;216;66;0;21;60;40;23;25;21;12;11;3;0;1;8;11;9;15;9;7;3;3
Vlaams Gewest;Pediatrische kinesitherapie;621;569;52;0;34;135;116;96;62;48;42;24;12;0;2;4;2;11;6;6;7;6;8
Vlaams Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;410;400;10;0;8;45;57;74;65;65;42;35;9;0;0;0;0;0;1;1;3;2;3
Vlaams Gewest;Respiratoire kinesitherapie;318;241;77;0;18;51;40;35;27;31;21;11;7;0;5;6;5;15;9;5;13;13;6
Waals Gewest;Cardiovasculaire kinesitherapie;48;32;16;0;1;3;3;9;5;3;6;2;0;0;0;4;2;2;1;3;3;1;0
Waals Gewest;Manuele therapie;168;70;98;0;9;27;7;12;1;5;4;3;2;0;9;34;7;16;11;6;3;6;6
Waals Gewest;Neurologische kinesitherapie;113;82;31;0;2;19;7;17;7;12;12;5;1;0;2;3;3;6;4;7;0;2;4
Waals Gewest;Pediatrische kinesitherapie;128;111;17;0;1;26;17;16;15;13;15;6;2;0;0;2;2;3;5;2;1;0;2
Waals Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;134;127;7;0;1;19;14;29;20;13;15;11;5;0;0;0;2;0;0;1;2;0;2
Waals Gewest;Respiratoire kinesitherapie;73;46;27;0;2;10;7;12;6;4;3;2;0;0;0;7;1;3;6;2;4;2;2
Brussels Hoofdstedelijk Gewest;Cardiovasculaire kinesitherapie;15;7;8;0;1;1;0;1;2;1;0;1;0;0;1;1;2;1;0;2;1;0;0
Brussels Hoofdstedelijk Gewest;Manuele therapie;44;18;26;0;0;9;3;2;2;0;1;1;0;0;2;10;5;3;0;3;1;2;0
Brussels Hoofdstedelijk Gewest;Neurologische kinesitherapie;23;16;7;0;2;3;4;4;1;1;0;1;0;0;0;2;0;1;3;0;0;1;0
Brussels Hoofdstedelijk Gewest;Pediatrische kinesitherapie;44;36;8;0;1;8;11;3;3;2;3;4;1;0;0;3;0;1;2;0;1;1;0
Brussels Hoofdstedelijk Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;25;22;3;0;0;5;1;0;5;4;2;5;0;0;0;0;0;0;2;0;0;0;1
Brussels Hoofdstedelijk Gewest;Respiratoire kinesitherapie;24;14;10;0;2;2;5;1;2;1;0;1;0;0;1;3;1;2;1;0;1;0;1
Vlaams Brabant;Cardiovasculaire kinesitherapie;27;15;12;0;3;3;3;1;2;1;1;1;0;0;0;2;2;2;2;0;1;3;0
Vlaams Brabant;Manuele therapie;250;143;107;0;15;41;33;19;15;7;7;5;1;0;4;31;14;11;15;7;9;11;5
Vlaams Brabant;Neurologische kinesitherapie;82;58;24;0;7;17;8;6;12;7;1;0;0;0;0;2;4;2;7;5;3;1;0
Vlaams Brabant;Pediatrische kinesitherapie;106;97;9;0;2;26;20;18;11;6;5;6;3;0;1;2;0;2;1;0;1;1;1
Vlaams Brabant;Bekkenbodemreëducatie en perinatale kinesitherapie;76;75;1;0;3;9;11;17;16;5;6;7;1;0;0;0;0;0;0;0;0;1;0
Vlaams Brabant;Respiratoire kinesitherapie;66;52;14;0;4;12;13;5;7;7;3;1;0;0;1;1;1;3;3;1;2;1;1
West-Vlaanderen;Cardiovasculaire kinesitherapie;9;2;7;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;2;2;0
West-Vlaanderen;Manuele therapie;305;162;143;0;22;62;31;21;9;10;5;0;2;0;6;24;21;32;17;12;10;10;11
West-Vlaanderen;Neurologische kinesitherapie;53;39;14;0;4;8;2;4;4;5;5;7;0;0;0;1;2;4;2;2;2;1;0
West-Vlaanderen;Pediatrische kinesitherapie;113;103;10;0;5;19;17;14;16;14;10;4;4;0;0;0;0;4;2;1;0;1;2
West-Vlaanderen;Bekkenbodemreëducatie en perinatale kinesitherapie;106;102;4;0;1;15;6;25;18;16;10;9;2;0;0;0;0;0;0;1;1;1;1
West-Vlaanderen;Respiratoire kinesitherapie;52;41;11;0;2;4;5;9;6;6;5;3;1;0;2;0;1;2;1;0;2;2;1
Oost-Vlaanderen;Cardiovasculaire kinesitherapie;27;20;7;0;3;4;1;3;4;4;1;0;0;0;0;0;1;0;1;1;2;2;0
Oost-Vlaanderen;Manuele therapie;325;193;132;0;16;68;53;24;18;8;1;2;3;0;9;28;20;20;20;9;12;8;6
Oost-Vlaanderen;Neurologische kinesitherapie;49;37;12;0;1;10;13;5;4;3;0;1;0;0;0;1;2;2;4;0;2;0;1
Oost-Vlaanderen;Pediatrische kinesitherapie;182;167;15;0;12;44;33;30;15;18;12;1;2;0;1;1;1;3;1;2;2;2;2
Oost-Vlaanderen;Bekkenbodemreëducatie en perinatale kinesitherapie;101;99;2;0;2;7;18;15;15;20;11;8;3;0;0;0;0;0;0;0;1;0;1
Oost-Vlaanderen;Respiratoire kinesitherapie;96;72;24;0;8;15;7;13;6;9;9;4;1;0;2;3;2;5;0;1;5;4;2
Antwerpen;Cardiovasculaire kinesitherapie;20;11;9;0;1;1;2;1;2;1;3;0;0;0;0;0;1;1;0;2;0;3;2
Antwerpen;Manuele therapie;341;183;158;0;19;65;38;14;15;13;12;5;2;0;13;34;22;14;19;12;22;18;4
Antwerpen;Neurologische kinesitherapie;58;48;10;0;4;13;12;5;5;1;5;2;1;0;0;3;0;1;2;2;0;0;2
Antwerpen;Pediatrische kinesitherapie;137;127;10;0;10;29;33;21;11;7;7;7;2;0;0;1;0;1;0;3;2;2;1
Antwerpen;Bekkenbodemreëducatie en perinatale kinesitherapie;78;77;1;0;0;7;11;12;11;19;11;5;1;0;0;0;0;0;1;0;0;0;0
Antwerpen;Respiratoire kinesitherapie;78;60;18;0;3;16;12;7;6;5;4;3;4;0;0;1;1;4;3;1;2;4;2
Limburg;Cardiovasculaire kinesitherapie;18;8;10;0;0;2;1;0;2;2;0;1;0;0;1;1;1;2;1;1;2;0;1
Limburg;Manuele therapie;137;64;73;0;9;20;14;4;5;1;6;2;3;0;3;16;8;13;10;8;5;5;5
Limburg;Neurologische kinesitherapie;40;34;6;0;5;12;5;3;0;5;1;1;2;0;1;1;3;0;0;0;0;1;0
Limburg;Pediatrische kinesitherapie;83;75;8;0;5;17;13;13;9;3;8;6;1;0;0;0;1;1;2;0;2;0;2
Limburg;Bekkenbodemreëducatie en perinatale kinesitherapie;49;47;2;0;2;7;11;5;5;5;4;6;2;0;0;0;0;0;0;0;1;0;1
Limburg;Respiratoire kinesitherapie;26;16;10;0;1;4;3;1;2;4;0;0;1;0;0;1;0;1;2;2;2;2;0
Waals Brabant;Cardiovasculaire kinesitherapie;11;7;4;0;0;1;2;2;0;2;0;0;0;0;0;2;0;0;0;0;2;0;0
Waals Brabant;Manuele therapie;53;23;30;0;6;7;2;0;1;2;2;2;1;0;3;14;1;3;4;1;0;1;3
Waals Brabant;Neurologische kinesitherapie;35;28;7;0;1;6;2;5;4;4;4;2;0;0;1;1;1;1;1;1;0;0;1
Waals Brabant;Pediatrische kinesitherapie;48;43;5;0;0;10;5;5;2;6;10;4;1;0;0;0;1;1;1;0;1;0;1
Waals Brabant;Bekkenbodemreëducatie en perinatale kinesitherapie;35;32;3;0;0;4;7;7;6;1;1;3;3;0;0;0;2;0;0;1;0;0;0
Waals Brabant;Respiratoire kinesitherapie;25;17;8;0;1;4;5;2;2;3;0;0;0;0;0;2;1;1;2;1;1;0;0
Henegouwen;Cardiovasculaire kinesitherapie;8;3;5;0;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;2;0;1;0
Henegouwen;Manuele therapie;36;15;21;0;1;7;2;3;0;1;1;0;0;0;2;9;0;6;1;1;0;1;1
Henegouwen;Neurologische kinesitherapie;20;12;8;0;0;2;1;4;1;2;2;0;0;0;0;1;2;1;0;2;0;0;2
Henegouwen;Pediatrische kinesitherapie;26;20;6;0;0;6;3;1;4;3;3;0;0;0;0;1;1;0;3;0;0;0;1
Henegouwen;Bekkenbodemreëducatie en perinatale kinesitherapie;39;36;3;0;0;4;2;8;5;7;5;4;1;0;0;0;0;0;0;0;2;0;1
Henegouwen;Respiratoire kinesitherapie;10;4;6;0;0;1;0;1;2;0;0;0;0;0;0;1;0;1;1;0;1;1;1
Luik;Cardiovasculaire kinesitherapie;16;11;5;0;1;1;1;4;2;0;2;0;0;0;0;2;1;0;1;1;0;0;0
Luik;Manuele therapie;52;25;27;0;2;11;1;6;0;2;1;1;1;0;1;6;1;6;4;2;2;3;2
Luik;Neurologische kinesitherapie;52;37;15;0;1;10;2;8;2;6;4;3;1;0;1;1;0;3;3;4;0;2;1
Luik;Pediatrische kinesitherapie;32;29;3;0;0;8;6;4;4;4;1;2;0;0;0;0;0;1;0;2;0;0;0
Luik;Bekkenbodemreëducatie en perinatale kinesitherapie;42;42;0;0;0;8;2;9;7;3;8;4;1;0;0;0;0;0;0;0;0;0;0
Luik;Respiratoire kinesitherapie;23;14;9;0;0;2;1;6;1;0;2;2;0;0;0;1;0;1;3;1;2;1;0
Namen;Cardiovasculaire kinesitherapie;12;10;2;0;0;1;0;3;1;1;2;2;0;0;0;0;1;0;0;0;1;0;0
Namen;Manuele therapie;16;4;12;0;0;1;1;2;0;0;0;0;0;0;2;4;2;1;1;1;0;1;0
Namen;Neurologische kinesitherapie;5;4;1;0;0;1;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0
Namen;Pediatrische kinesitherapie;18;15;3;0;1;2;2;5;3;0;1;0;1;0;0;1;0;1;1;0;0;0;0
Namen;Bekkenbodemreëducatie en perinatale kinesitherapie;12;11;1;0;0;1;2;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Namen;Respiratoire kinesitherapie;13;10;3;0;1;2;1;3;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0
Luxemburg;Cardiovasculaire kinesitherapie;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Manuele therapie;11;3;8;0;0;1;1;1;0;0;0;0;0;0;1;1;3;0;1;1;1;0;0
Luxemburg;Neurologische kinesitherapie;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Pediatrische kinesitherapie;4;4;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Bekkenbodemreëducatie en perinatale kinesitherapie;6;6;0;0;1;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Respiratoire kinesitherapie;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Brussels Hoofdstedelijk Gewest;Cardiovasculaire kinesitherapie;15;7;8;0;1;1;0;1;2;1;0;1;0;0;1;1;2;1;0;2;1;0;0
Brussels Hoofdstedelijk Gewest;Manuele therapie;44;18;26;0;0;9;3;2;2;0;1;1;0;0;2;10;5;3;0;3;1;2;0
Brussels Hoofdstedelijk Gewest;Neurologische kinesitherapie;23;16;7;0;2;3;4;4;1;1;0;1;0;0;0;2;0;1;3;0;0;1;0
Brussels Hoofdstedelijk Gewest;Pediatrische kinesitherapie;44;36;8;0;1;8;11;3;3;2;3;4;1;0;0;3;0;1;2;0;1;1;0
Brussels Hoofdstedelijk Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;25;22;3;0;0;5;1;0;5;4;2;5;0;0;0;0;0;0;2;0;0;0;1
Brussels Hoofdstedelijk Gewest;Respiratoire kinesitherapie;24;14;10;0;2;2;5;1;2;1;0;1;0;0;1;3;1;2;1;0;1;0;1
