Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Man;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21
;Anesthesie-reanimatie;345.0;148;197;9;114;16;6;3;0;0;0;10;150;34;1;1;1;0;0;0
;Heelkunde;198.0;98;100;8;66;23;1;0;0;0;0;12;69;19;0;0;0;0;0;0
;Neurochirurgie;42.0;12;30;1;9;1;1;0;0;0;0;3;19;8;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";33.0;17;16;2;9;6;0;0;0;0;0;0;9;6;1;0;0;0;0;0
;Urologie;99.0;45;54;5;30;9;1;0;0;0;0;1;40;12;1;0;0;0;0;0
;Orthopedische heelkunde;160.0;47;113;3;30;14;0;0;0;0;0;7;80;24;2;0;0;0;0;0
;Neurologie;102.0;72;30;13;41;16;1;1;0;0;0;6;22;2;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";77.0;66;11;4;46;14;2;0;0;0;0;0;10;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";180.0;106;74;11;75;14;4;0;1;1;0;11;45;18;0;0;0;0;0;0
;Pneumologie;26.0;16;10;0;6;9;1;0;0;0;0;0;3;7;0;0;0;0;0;0
;Gastro-enterologie;50.0;30;20;0;13;17;0;0;0;0;0;0;8;11;1;0;0;0;0;0
;Cardiologie;50.0;16;34;0;6;10;0;0;0;0;0;0;17;15;1;0;1;0;0;0
;Inwendige geneeskunde;509.0;312;197;56;237;16;1;2;0;0;0;27;152;16;2;0;0;0;0;0
;Reumatologie;15.0;10;5;0;2;7;1;0;0;0;0;0;3;2;0;0;0;0;0;0
;Acute geneeskunde;18.0;8;10;0;5;2;1;0;0;0;0;0;7;2;1;0;0;0;0;0
;Gynaecologie-verloskunde;186.0;158;28;17;119;20;2;0;0;0;0;4;21;3;0;0;0;0;0;0
;Oftalmologie;93.0;55;38;10;39;4;2;0;0;0;0;4;30;2;1;0;1;0;0;0
;Otorhinolaryngologie;81.0;59;22;5;50;4;0;0;0;0;0;2;19;1;0;0;0;0;0;0
;Stomatologie;43.0;17;26;3;13;1;0;0;0;0;0;4;20;2;0;0;0;0;0;0
;Dermato-venereologie;61.0;52;9;7;42;3;0;0;0;0;0;1;7;1;0;0;0;0;0;0
;Pediatrie;223.0;189;34;27;138;21;3;0;0;0;0;5;27;2;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;68.0;35;33;3;31;0;0;1;0;0;0;2;30;1;0;0;0;0;0;0
;Klinische biologie;45.0;23;22;0;12;9;2;0;0;0;0;3;14;3;2;0;0;0;0;0
;Rontgendiagnose;138.0;39;99;5;23;9;0;2;0;0;0;9;75;9;4;2;0;0;0;0
;Radiotherapie - oncologie;34.0;15;19;1;10;4;0;0;0;0;0;4;11;3;0;1;0;0;0;0
;Nucleaire geneeskunde;15.0;6;9;2;3;1;0;0;0;0;0;0;5;3;0;1;0;0;0;0
;Pathologische anatomie;40.0;25;15;0;17;7;0;1;0;0;0;1;13;0;1;0;0;0;0;0
;Medische oncologie;29.0;17;12;0;7;8;2;0;0;0;0;0;7;4;1;0;0;0;0;0
;Klinische genetica;15.0;10;5;2;5;2;1;0;0;0;0;1;3;1;0;0;0;0;0;0
;Arbeidsgeneeskunde;41.0;32;9;0;6;11;2;2;3;6;2;0;5;0;0;0;0;2;2;0
Waals Gewest;Alle specialiteiten;1737.0;996;741;100;704;163;20;3;4;1;1;51;520;141;15;5;7;2;0;0
;Geriatrie;56.0;45;11;4;31;10;0;0;0;0;0;1;5;5;0;0;0;0;0;0
;Urgentiegeneeskunde;181.0;92;89;7;62;19;2;0;1;1;0;1;58;25;1;0;3;1;0;0
;Gerechtelijke geneeskunde;4.0;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Anesthesie-reanimatie;198.0;87;111;6;63;16;1;1;0;0;0;7;77;19;5;1;2;0;0;0
;Heelkunde;123.0;65;58;7;43;14;1;0;0;0;0;5;42;9;1;1;0;0;0;0
;Neurochirurgie;14.0;6;8;0;5;1;0;0;0;0;0;1;5;2;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";15.0;9;6;2;4;3;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Urologie;26.0;15;11;0;9;6;0;0;0;0;0;0;5;6;0;0;0;0;0;0
;Orthopedische heelkunde;86.0;28;58;0;19;9;0;0;0;0;0;3;38;15;1;0;1;0;0;0
;Neurologie;43.0;24;19;5;16;3;0;0;0;0;0;3;12;4;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";34.0;28;6;2;22;3;1;0;0;0;0;0;4;2;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";51.0;35;16;3;21;7;3;1;0;0;0;2;13;1;0;0;0;0;0;0
;Pneumologie;36.0;19;17;1;10;8;0;0;0;0;0;1;10;6;0;0;0;0;0;0
;Gastro-enterologie;29.0;22;7;0;14;6;1;1;0;0;0;0;6;1;0;0;0;0;0;0
;Cardiologie;41.0;17;24;0;12;5;0;0;0;0;0;2;15;7;0;0;0;0;0;0
;Inwendige geneeskunde;215.0;114;101;21;81;11;1;0;0;0;0;11;83;6;0;1;0;0;0;0
;Reumatologie;12.0;8;4;0;5;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;Acute geneeskunde;3.0;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;91.0;78;13;8;66;4;0;0;0;0;0;0;12;1;0;0;0;0;0;0
;Oftalmologie;36.0;22;14;3;17;0;2;0;0;0;0;1;11;1;1;0;0;0;0;0
;Otorhinolaryngologie;28.0;18;10;1;15;2;0;0;0;0;0;1;8;1;0;0;0;0;0;0
;Stomatologie;16.0;3;13;1;2;0;0;0;0;0;0;1;9;3;0;0;0;0;0;0
;Dermato-venereologie;27.0;21;6;7;13;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0
;Pediatrie;143.0;115;28;14;91;10;0;0;0;0;0;2;23;3;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;32.0;16;16;1;13;2;0;0;0;0;0;3;10;3;0;0;0;0;0;0
;Klinische biologie;21.0;9;12;0;8;1;0;0;0;0;0;1;9;1;0;1;0;0;0;0
;Rontgendiagnose;68.0;31;37;1;23;7;0;0;0;0;0;2;31;4;0;0;0;0;0;0
;Radiotherapie - oncologie;12.0;7;5;1;6;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0
;Nucleaire geneeskunde;11.0;6;5;0;4;2;0;0;0;0;0;1;2;2;0;0;0;0;0;0
;Pathologische anatomie;19.0;10;9;0;9;1;0;0;0;0;0;1;5;2;1;0;0;0;0;0
;Medische oncologie;25.0;15;10;4;6;5;0;0;0;0;0;0;6;4;0;0;0;0;0;0
;Klinische genetica;4.0;3;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;37.0;26;11;0;10;4;8;0;3;0;1;0;1;3;4;1;1;1;0;0
"Brussels Hoofdstedelijk
Gewest";Alle specialiteiten;1397.0;789;608;33;538;186;21;6;3;2;0;25;392;169;13;5;3;0;0;1
;Geriatrie;28.0;22;6;1;9;10;2;0;0;0;0;0;3;2;1;0;0;0;0;0
;Urgentiegeneeskunde;125.0;67;58;3;36;22;5;1;0;0;0;0;30;20;3;3;2;0;0;0
;Gerechtelijke geneeskunde;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthesie-reanimatie;130.0;60;70;1;40;14;5;0;0;0;0;1;46;23;0;0;0;0;0;0
;Heelkunde;72.0;35;37;1;25;9;0;0;0;0;0;2;22;12;1;0;0;0;0;0
;Neurochirurgie;14.0;5;9;0;5;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";14.0;6;8;1;2;3;0;0;0;0;0;0;4;4;0;0;0;0;0;0
;Urologie;24.0;10;14;0;8;2;0;0;0;0;0;0;8;6;0;0;0;0;0;0
;Orthopedische heelkunde;62.0;16;46;1;10;5;0;0;0;0;0;0;30;15;0;1;0;0;0;0
;Neurologie;40.0;25;15;1;19;5;0;0;0;0;0;2;9;4;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";37.0;33;4;0;21;9;2;0;1;0;0;0;4;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";83.0;41;42;2;26;10;0;1;0;2;0;0;33;9;0;0;0;0;0;0
;Pneumologie;15.0;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;Gastro-enterologie;24.0;12;12;0;8;4;0;0;0;0;0;0;7;5;0;0;0;0;0;0
;Cardiologie;33.0;18;15;0;8;10;0;0;0;0;0;0;4;8;3;0;0;0;0;0
;Inwendige geneeskunde;189.0;90;99;9;68;12;0;1;0;0;0;11;71;14;2;1;0;0;0;0
;Reumatologie;9.0;7;2;0;5;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;67.0;60;7;2;42;16;0;0;0;0;0;0;3;4;0;0;0;0;0;0
;Oftalmologie;45.0;17;28;3;12;1;1;0;0;0;0;4;20;4;0;0;0;0;0;0
;Otorhinolaryngologie;26.0;11;15;0;10;1;0;0;0;0;0;0;11;4;0;0;0;0;0;0
;Stomatologie;21.0;9;12;0;9;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0
;Dermato-venereologie;35.0;30;5;1;26;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Pediatrie;125.0;105;20;4;77;24;0;0;0;0;0;2;13;5;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;22.0;14;8;1;9;4;0;0;0;0;0;0;6;2;0;0;0;0;0;0
;Klinische biologie;12.0;4;8;0;3;0;1;0;0;0;0;0;6;1;1;0;0;0;0;0
;Rontgendiagnose;75.0;40;35;1;31;6;2;0;0;0;0;2;24;9;0;0;0;0;0;0
;Radiotherapie - oncologie;9.0;3;6;0;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Nucleaire geneeskunde;12.0;4;8;0;4;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0
;Pathologische anatomie;12.0;10;2;0;8;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Medische oncologie;11.0;7;4;0;4;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Klinische genetica;3.0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;22.0;15;7;0;3;4;3;3;2;0;0;0;2;1;2;0;1;0;0;1
Vlaams Brabant;Alle specialiteiten;963.0;564;399;53;382;106;13;4;3;2;1;29;282;81;4;1;1;1;0;0
;Geriatrie;14.0;9;5;0;8;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Urgentiegeneeskunde;49.0;29;20;2;21;6;0;0;0;0;0;0;12;7;0;0;1;0;0;0
;Gerechtelijke geneeskunde;3.0;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Anesthesie-reanimatie;100.0;42;58;2;33;5;1;1;0;0;0;1;45;11;0;1;0;0;0;0
;Heelkunde;47.0;20;27;0;8;11;1;0;0;0;0;4;16;7;0;0;0;0;0;0
;Neurochirurgie;10.0;3;7;0;3;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";8.0;6;2;1;3;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Urologie;25.0;14;11;2;9;3;0;0;0;0;0;0;9;1;1;0;0;0;0;0
;Orthopedische heelkunde;35.0;8;27;1;5;2;0;0;0;0;0;2;20;4;1;0;0;0;0;0
;Neurologie;33.0;23;10;4;11;8;0;0;0;0;0;3;7;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";26.0;20;6;0;14;5;1;0;0;0;0;0;5;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";69.0;44;25;5;29;6;3;0;1;0;0;6;13;6;0;0;0;0;0;0
;Pneumologie;13.0;6;7;0;3;3;0;0;0;0;0;0;3;4;0;0;0;0;0;0
;Gastro-enterologie;16.0;11;5;0;3;8;0;0;0;0;0;0;1;4;0;0;0;0;0;0
;Cardiologie;19.0;7;12;0;3;4;0;0;0;0;0;0;6;6;0;0;0;0;0;0
;Inwendige geneeskunde;140.0;85;55;14;64;6;0;1;0;0;0;5;42;7;1;0;0;0;0;0
;Reumatologie;5.0;3;2;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Acute geneeskunde;5.0;2;3;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;49.0;39;10;3;30;5;1;0;0;0;0;0;9;1;0;0;0;0;0;0
;Oftalmologie;35.0;22;13;5;15;1;1;0;0;0;0;1;10;1;1;0;0;0;0;0
;Otorhinolaryngologie;21.0;14;7;1;13;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Stomatologie;16.0;9;7;3;6;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0
;Dermato-venereologie;23.0;21;2;1;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pediatrie;71.0;64;7;8;44;10;2;0;0;0;0;1;5;1;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;18.0;11;7;0;11;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;Klinische biologie;10.0;5;5;0;2;2;1;0;0;0;0;1;2;2;0;0;0;0;0;0
;Rontgendiagnose;43.0;14;29;1;7;5;0;1;0;0;0;2;23;4;0;0;0;0;0;0
;Radiotherapie - oncologie;12.0;4;8;0;2;2;0;0;0;0;0;1;4;3;0;0;0;0;0;0
;Nucleaire geneeskunde;5.0;1;4;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;Pathologische anatomie;13.0;6;7;0;5;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;Medische oncologie;14.0;8;6;0;3;4;1;0;0;0;0;0;3;3;0;0;0;0;0;0
;Klinische genetica;4.0;3;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;12.0;10;2;0;0;4;0;1;2;2;1;0;1;0;0;0;0;1;0;0
West-Vlaanderen;Alle specialiteiten;367.0;210;157;31;151;25;1;0;0;2;0;22;118;14;1;1;0;1;0;0
;Geriatrie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urgentiegeneeskunde;23.0;16;7;1;9;6;0;0;0;0;0;1;5;0;0;1;0;0;0;0
;Anesthesie-reanimatie;28.0;14;14;1;11;2;0;0;0;0;0;2;12;0;0;0;0;0;0;0
;Heelkunde;27.0;12;15;2;10;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0
;Neurochirurgie;4.0;1;3;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";4.0;1;3;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
;Urologie;16.0;7;9;1;4;2;0;0;0;0;0;1;7;1;0;0;0;0;0;0
;Orthopedische heelkunde;29.0;9;20;0;8;1;0;0;0;0;0;0;14;6;0;0;0;0;0;0
;Neurologie;9.0;7;2;0;6;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";6.0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";19.0;8;11;0;7;0;0;0;0;1;0;2;5;4;0;0;0;0;0;0
;Pneumologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gastro-enterologie;7.0;6;1;0;4;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Cardiologie;3.0;1;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Inwendige geneeskunde;67.0;43;24;13;27;3;0;0;0;0;0;3;21;0;0;0;0;0;0;0
;Reumatologie;2.0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Acute geneeskunde;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;26.0;23;3;3;17;3;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Oftalmologie;10.0;5;5;2;3;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;Otorhinolaryngologie;11.0;9;2;2;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Stomatologie;4.0;0;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Dermato-venereologie;4.0;4;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pediatrie;16.0;13;3;3;10;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;8.0;6;2;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Klinische biologie;6.0;3;3;0;1;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Rontgendiagnose;19.0;5;14;0;4;1;0;0;0;0;0;2;12;0;0;0;0;0;0;0
;Radiotherapie - oncologie;3.0;1;2;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Nucleaire geneeskunde;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pathologische anatomie;3.0;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Medische oncologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Klinische genetica;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;4.0;2;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
Oost-Vlaanderen;Alle specialiteiten;874.0;512;362;56;354;86;10;5;0;1;0;38;243;66;10;3;0;0;2;0
;Geriatrie;15.0;10;5;0;5;5;0;0;0;0;0;0;3;2;0;0;0;0;0;0
;Urgentiegeneeskunde;66.0;40;26;3;23;12;1;1;0;0;0;1;12;11;2;0;0;0;0;0
;Gerechtelijke geneeskunde;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthesie-reanimatie;88.0;40;48;3;32;2;3;0;0;0;0;4;36;7;1;0;0;0;0;0
;Heelkunde;39.0;22;17;2;16;4;0;0;0;0;0;1;12;4;0;0;0;0;0;0
;Neurochirurgie;12.0;4;8;0;3;0;1;0;0;0;0;0;6;2;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";10.0;5;5;0;3;2;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Urologie;27.0;12;15;0;10;2;0;0;0;0;0;0;10;5;0;0;0;0;0;0
;Orthopedische heelkunde;35.0;7;28;1;3;3;0;0;0;0;0;3;17;8;0;0;0;0;0;0
;Neurologie;30.0;20;10;4;12;4;0;0;0;0;0;1;8;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";23.0;21;2;2;15;3;1;0;0;0;0;0;2;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";45.0;28;17;4;22;2;0;0;0;0;0;2;11;4;0;0;0;0;0;0
;Pneumologie;3.0;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Gastro-enterologie;9.0;5;4;0;2;3;0;0;0;0;0;0;2;2;0;0;0;0;0;0
;Cardiologie;10.0;2;8;0;0;2;0;0;0;0;0;0;4;4;0;0;0;0;0;0
;Inwendige geneeskunde;156.0;96;60;16;74;4;1;1;0;0;0;11;42;7;0;0;0;0;0;0
;Reumatologie;4.0;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;Acute geneeskunde;4.0;3;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Gynaecologie-verloskunde;46.0;39;7;5;28;6;0;0;0;0;0;2;5;0;0;0;0;0;0;0
;Oftalmologie;23.0;16;7;2;11;3;0;0;0;0;0;1;6;0;0;0;0;0;0;0
;Otorhinolaryngologie;18.0;17;1;1;14;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Stomatologie;8.0;3;5;0;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0
;Dermato-venereologie;16.0;14;2;2;12;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pediatrie;59.0;44;15;6;33;5;0;0;0;0;0;2;13;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;24.0;8;16;2;6;0;0;0;0;0;0;1;15;0;0;0;0;0;0;0
;Klinische biologie;14.0;6;8;0;4;2;0;0;0;0;0;1;5;0;2;0;0;0;0;0
;Rontgendiagnose;39.0;14;25;3;8;2;0;1;0;0;0;2;16;2;4;1;0;0;0;0
;Radiotherapie - oncologie;9.0;4;5;0;3;1;0;0;0;0;0;2;2;0;0;1;0;0;0;0
;Nucleaire geneeskunde;4.0;1;3;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0
;Pathologische anatomie;14.0;10;4;0;5;4;0;1;0;0;0;1;3;0;0;0;0;0;0;0
;Medische oncologie;10.0;7;3;0;3;3;1;0;0;0;0;0;2;0;1;0;0;0;0;0
;Klinische genetica;5.0;3;2;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0
;Arbeidsgeneeskunde;8.0;4;4;0;0;2;0;1;0;1;0;0;2;0;0;0;0;0;2;0
Antwerpen;Alle specialiteiten;854.0;487;367;48;336;88;9;4;0;2;0;23;262;73;7;0;2;0;0;0
;Geriatrie;9.0;8;1;0;2;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Urgentiegeneeskunde;68.0;33;35;4;19;8;2;0;0;0;0;6;21;7;1;0;0;0;0;0
;Gerechtelijke geneeskunde;5.0;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthesie-reanimatie;98.0;38;60;1;31;3;1;2;0;0;0;0;46;14;0;0;0;0;0;0
;Heelkunde;61.0;33;28;2;25;6;0;0;0;0;0;2;19;7;0;0;0;0;0;0
;Neurochirurgie;9.0;3;6;0;2;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";9.0;3;6;0;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Urologie;25.0;10;15;2;6;1;1;0;0;0;0;0;10;5;0;0;0;0;0;0
;Orthopedische heelkunde;50.0;19;31;1;10;8;0;0;0;0;0;2;23;5;1;0;0;0;0;0
