territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Namur;Dentisterie générale;351;181;170;0;21;20;17;3;14;15;21;20;50;1;9;9;2;8;7;12;19;31;72
Namur;Parodontologie;7;5;2;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0
Namur;Orthodontie;12;10;2;0;0;0;1;1;0;4;2;1;1;0;1;0;0;0;0;0;1;0;0
Luxembourg;Toutes les spécialités;189;94;95;0;15;15;3;3;8;6;8;13;23;0;3;4;3;3;6;7;9;26;34
Luxembourg;Dentisterie générale;178;87;91;0;15;14;3;2;8;6;7;11;21;0;3;4;2;3;5;7;8;25;34
Luxembourg;Orthodontie;11;7;4;0;0;1;0;1;0;0;1;2;2;0;0;0;1;0;1;0;1;1;0
Région de Bruxelles Capitale;Toutes les spécialités;1347;667;680;3;90;135;59;39;49;42;72;54;124;2;54;118;73;44;36;44;62;86;161
Région de Bruxelles Capitale;Dentisterie générale;1263;626;637;3;88;121;58;38;44;38;62;52;122;2;53;107;65;39;27;44;59;84;157
Région de Bruxelles Capitale;Parodontologie;18;8;10;0;1;3;1;1;1;0;1;0;0;0;0;1;1;1;3;0;2;1;1
Région de Bruxelles Capitale;Orthodontie;66;33;33;0;1;11;0;0;4;4;9;2;2;0;1;10;7;4;6;0;1;1;3
