Gebied-Specialiteit;Unnamed: 1;Totaal;Geslacht;Unnamed: 4;Vrouw;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Man;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21
;Gastro-enterologie;136.0;86;50;1;51;31;1;1;1;0;0;0;33;16;1;0;0;0;0;0
;Cardiologie;145.0;60;85;2;30;28;0;0;0;0;0;1;50;30;4;0;0;0;0;0
;Inwendige geneeskunde;889.0;497;392;80;370;45;1;1;0;0;0;61;293;33;3;1;1;0;0;0
;Reumatologie;44.0;28;16;2;12;13;1;0;0;0;0;0;12;4;0;0;0;0;0;0
;Acute geneeskunde;8.0;4;4;0;3;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0
;Gynaecologie-verloskunde;352.0;306;46;26;235;41;3;1;0;0;0;5;33;7;0;1;0;0;0;0
;Oftalmologie;177.0;91;86;13;70;6;2;0;0;0;0;9;70;3;4;0;0;0;0;0
;Otorhinolaryngologie;140.0;91;49;11;73;7;0;0;0;0;0;9;34;6;0;0;0;0;0;0
;Stomatologie;78.0;28;50;2;22;4;0;0;0;0;0;4;38;8;0;0;0;0;0;0
;Dermato-venereologie;141.0;115;26;9;95;11;0;0;0;0;0;3;19;4;0;0;0;0;0;0
;Pediatrie;487.0;406;81;44;306;54;2;0;0;0;0;6;62;13;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;125.0;63;62;3;55;4;0;1;0;0;0;6;45;11;0;0;0;0;0;0
;Klinische biologie;75.0;33;42;3;17;9;4;0;0;0;0;1;30;7;3;0;1;0;0;0
;Rontgendiagnose;287.0;112;175;15;70;22;2;3;0;0;0;17;120;30;5;3;0;0;0;0
;Radiotherapie-oncologie;58.0;27;31;2;20;5;0;0;0;0;0;2;19;7;2;0;1;0;0;0
;Nucleaire geneeskunde;38.0;15;23;2;12;1;0;0;0;0;0;3;12;7;0;1;0;0;0;0
;Pathologische anatomie;74.0;49;25;1;36;11;0;1;0;0;0;1;16;6;1;1;0;0;0;0
;Medische oncologie;68.0;46;22;2;23;20;1;0;0;0;0;0;13;9;0;0;0;0;0;0
;Klinische genetica;30.0;22;8;4;9;8;1;0;0;0;0;0;5;1;2;0;0;0;0;0
;Arbeidsgeneeskunde;126.0;80;46;0;16;25;14;6;9;5;5;0;11;10;10;5;3;5;1;1
Vlaams Gewest;Alle specialiteiten;3398.0;1950;1448;199;1366;323;33;17;4;5;3;148;983;272;24;12;5;3;1;0
;Geriatrie;54.0;38;16;0;22;15;1;0;0;0;0;0;8;8;0;0;0;0;0;0
;Urgentiegeneeskunde;243.0;138;105;21;79;32;5;1;0;0;0;6;63;31;2;2;1;0;0;0
;Gerechtelijke geneeskunde;6.0;5;1;1;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthesie-reanimatie;328.0;145;183;9;107;22;3;3;1;0;0;12;141;27;2;1;0;0;0;0
;Heelkunde;203.0;106;97;7;71;26;2;0;0;0;0;10;71;15;0;0;1;0;0;0
;Neurochirurgie;42.0;11;31;1;8;2;0;0;0;0;0;3;23;5;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";36.0;18;18;1;11;6;0;0;0;0;0;0;8;9;1;0;0;0;0;0
;Urologie;102.0;48;54;4;33;9;2;0;0;0;0;6;34;13;1;0;0;0;0;0
;Orthopedische heelkunde;166.0;44;122;3;28;12;1;0;0;0;0;11;82;27;2;0;0;0;0;0
;Neurologie;103.0;71;32;10;44;13;3;1;0;0;0;8;22;2;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";79.0;63;16;6;44;12;0;1;0;0;0;3;9;4;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";179.0;100;79;9;75;11;2;2;0;1;0;10;50;18;0;1;0;0;0;0
;Pneumologie;39.0;21;18;0;16;4;1;0;0;0;0;0;10;8;0;0;0;0;0;0
;Gastro-enterologie;67.0;42;25;0;28;13;0;1;0;0;0;0;15;9;1;0;0;0;0;0
;Cardiologie;60.0;22;38;0;10;12;0;0;0;0;0;0;19;18;1;0;0;0;0;0
;Inwendige geneeskunde;501.0;300;201;49;229;21;0;1;0;0;0;36;147;14;2;1;1;0;0;0
;Reumatologie;20.0;11;9;0;5;5;1;0;0;0;0;0;8;1;0;0;0;0;0;0
;Acute geneeskunde;8.0;4;4;0;3;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0
;Gynaecologie-verloskunde;187.0;161;26;14;125;20;1;1;0;0;0;5;17;3;0;1;0;0;0;0
;Oftalmologie;95.0;54;41;11;39;4;0;0;0;0;0;3;37;0;1;0;0;0;0;0
;Otorhinolaryngologie;83.0;62;21;9;50;3;0;0;0;0;0;4;15;2;0;0;0;0;0;0
;Stomatologie;48.0;18;30;1;15;2;0;0;0;0;0;3;23;4;0;0;0;0;0;0
;Dermato-venereologie;75.0;64;11;4;55;5;0;0;0;0;0;2;7;2;0;0;0;0;0;0
;Pediatrie;223.0;189;34;25;144;18;2;0;0;0;0;2;30;2;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;70.0;39;31;2;34;2;0;1;0;0;0;5;21;5;0;0;0;0;0;0
;Klinische biologie;45.0;20;25;2;8;7;3;0;0;0;0;0;17;6;2;0;0;0;0;0
;Rontgendiagnose;141.0;40;101;5;23;9;0;3;0;0;0;13;67;15;3;3;0;0;0;0
;Radiotherapie-oncologie;33.0;13;20;0;9;4;0;0;0;0;0;2;13;3;1;0;1;0;0;0
;Nucleaire geneeskunde;19.0;8;11;2;5;1;0;0;0;0;0;3;4;3;0;1;0;0;0;0
;Pathologische anatomie;43.0;28;15;0;21;6;0;1;0;0;0;1;8;4;1;1;0;0;0;0
;Medische oncologie;31.0;23;8;0;12;10;1;0;0;0;0;0;3;5;0;0;0;0;0;0
;Klinische genetica;20.0;13;7;3;5;4;1;0;0;0;0;0;4;1;2;0;0;0;0;0
;Arbeidsgeneeskunde;49.0;31;18;0;5;11;4;1;3;4;3;0;5;6;1;1;1;3;1;0
Waals Gewest;Alle specialiteiten;1754.0;1035;719;103;701;197;20;5;6;2;1;57;486;155;12;2;5;1;0;1
;Geriatrie;56.0;43;13;5;22;16;0;0;0;0;0;1;8;4;0;0;0;0;0;0
;Urgentiegeneeskunde;191.0;104;87;6;74;19;2;1;1;1;0;2;47;34;1;0;2;0;0;1
;Gerechtelijke geneeskunde;4.0;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Beheer van gezondheidsgegevens;1.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
;Anesthesie-reanimatie;199.0;98;101;9;62;24;2;1;0;0;0;7;69;20;4;0;1;0;0;0
;Heelkunde;123.0;63;60;6;37;20;0;0;0;0;0;5;40;15;0;0;0;0;0;0
;Neurochirurgie;13.0;6;7;1;5;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";16.0;12;4;2;9;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Urologie;27.0;15;12;1;7;6;1;0;0;0;0;1;5;6;0;0;0;0;0;0
;Orthopedische heelkunde;88.0;28;60;1;17;10;0;0;0;0;0;4;39;16;1;0;0;0;0;0
;Neurologie;36.0;19;17;3;15;1;0;0;0;0;0;4;8;5;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";38.0;34;4;2;26;3;2;1;0;0;0;0;4;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";50.0;37;13;4;24;6;3;0;0;0;0;1;10;2;0;0;0;0;0;0
;Pneumologie;30.0;19;11;0;13;6;0;0;0;0;0;0;7;4;0;0;0;0;0;0
;Gastro-enterologie;38.0;26;12;1;14;10;0;0;1;0;0;0;10;2;0;0;0;0;0;0
;Cardiologie;46.0;21;25;2;13;6;0;0;0;0;0;1;18;6;0;0;0;0;0;0
;Inwendige geneeskunde;208.0;108;100;19;79;10;0;0;0;0;0;17;77;6;0;0;0;0;0;0
;Reumatologie;14.0;10;4;2;5;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Gynaecologie-verloskunde;91.0;79;12;9;64;5;1;0;0;0;0;0;11;1;0;0;0;0;0;0
;Oftalmologie;33.0;19;14;2;16;0;1;0;0;0;0;2;11;1;0;0;0;0;0;0
;Otorhinolaryngologie;28.0;14;14;1;10;3;0;0;0;0;0;3;9;2;0;0;0;0;0;0
;Stomatologie;13.0;4;9;1;2;1;0;0;0;0;0;1;6;2;0;0;0;0;0;0
;Dermato-venereologie;29.0;22;7;3;16;3;0;0;0;0;0;0;7;0;0;0;0;0;0;0
;Pediatrie;152.0;125;27;13;96;16;0;0;0;0;0;3;18;6;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;34.0;16;18;1;13;2;0;0;0;0;0;0;16;2;0;0;0;0;0;0
;Klinische biologie;15.0;6;9;0;4;2;0;0;0;0;0;1;6;1;0;0;1;0;0;0
;Rontgendiagnose;67.0;29;38;4;20;5;0;0;0;0;0;4;28;6;0;0;0;0;0;0
;Radiotherapie-oncologie;14.0;9;5;2;6;1;0;0;0;0;0;0;3;1;1;0;0;0;0;0
;Nucleaire geneeskunde;7.0;4;3;0;4;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Pathologische anatomie;17.0;11;6;0;9;2;0;0;0;0;0;0;5;1;0;0;0;0;0;0
;Medische oncologie;22.0;14;8;2;7;5;0;0;0;0;0;0;7;1;0;0;0;0;0;0
;Klinische genetica;5.0;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;49.0;33;16;0;9;9;8;2;3;1;1;0;3;4;5;2;1;1;0;0
"Brussels Hoofdstedelijk
Gewest";Alle specialiteiten;1443.0;793;650;41;519;203;19;7;3;0;1;28;420;171;21;5;3;1;0;1
;Geriatrie;29.0;24;5;0;11;11;1;1;0;0;0;0;3;1;1;0;0;0;0;0
;Urgentiegeneeskunde;125.0;73;52;2;42;22;4;3;0;0;0;0;27;19;2;2;2;0;0;0
;Gerechtelijke geneeskunde;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthesie-reanimatie;128.0;53;75;0;33;16;4;0;0;0;0;5;48;20;2;0;0;0;0;0
;Heelkunde;74.0;36;38;2;25;9;0;0;0;0;0;1;22;14;1;0;0;0;0;0
;Neurochirurgie;14.0;5;9;1;2;2;0;0;0;0;0;0;5;4;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";13.0;4;9;0;3;1;0;0;0;0;0;0;5;4;0;0;0;0;0;0
;Urologie;33.0;12;21;0;11;1;0;0;0;0;0;2;11;7;0;1;0;0;0;0
;Orthopedische heelkunde;62.0;11;51;0;4;7;0;0;0;0;0;2;31;17;1;0;0;0;0;0
;Neurologie;49.0;31;18;3;21;7;0;0;0;0;0;0;14;4;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";28.0;24;4;0;18;6;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";93.0;47;46;1;33;12;1;0;0;0;0;1;32;13;0;0;0;0;0;0
;Pneumologie;16.0;10;6;0;5;5;0;0;0;0;0;0;2;4;0;0;0;0;0;0
;Gastro-enterologie;31.0;18;13;0;9;8;1;0;0;0;0;0;8;5;0;0;0;0;0;0
;Cardiologie;39.0;17;22;0;7;10;0;0;0;0;0;0;13;6;3;0;0;0;0;0
;Inwendige geneeskunde;180.0;89;91;12;62;14;1;0;0;0;0;8;69;13;1;0;0;0;0;0
;Reumatologie;10.0;7;3;0;2;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;74.0;66;8;3;46;16;1;0;0;0;0;0;5;3;0;0;0;0;0;0
;Oftalmologie;49.0;18;31;0;15;2;1;0;0;0;0;4;22;2;3;0;0;0;0;0
;Otorhinolaryngologie;29.0;15;14;1;13;1;0;0;0;0;0;2;10;2;0;0;0;0;0;0
;Stomatologie;17.0;6;11;0;5;1;0;0;0;0;0;0;9;2;0;0;0;0;0;0
;Dermato-venereologie;37.0;29;8;2;24;3;0;0;0;0;0;1;5;2;0;0;0;0;0;0
;Pediatrie;112.0;92;20;6;66;20;0;0;0;0;0;1;14;5;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;21.0;8;13;0;8;0;0;0;0;0;0;1;8;4;0;0;0;0;0;0
;Klinische biologie;15.0;7;8;1;5;0;1;0;0;0;0;0;7;0;1;0;0;0;0;0
;Rontgendiagnose;79.0;43;36;6;27;8;2;0;0;0;0;0;25;9;2;0;0;0;0;0
;Radiotherapie-oncologie;11.0;5;6;0;5;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;Nucleaire geneeskunde;12.0;3;9;0;3;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0
;Pathologische anatomie;14.0;10;4;1;6;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;Medische oncologie;15.0;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;Klinische genetica;5.0;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;28.0;16;12;0;2;5;2;3;3;0;1;0;3;0;4;2;1;1;0;1
Vlaams Brabant;Alle specialiteiten;996.0;572;424;47;404;100;8;9;1;1;2;33;279;100;6;2;2;2;0;0
;Geriatrie;20.0;12;8;0;7;5;0;0;0;0;0;0;3;5;0;0;0;0;0;0
;Urgentiegeneeskunde;55.0;29;26;5;15;7;2;0;0;0;0;1;16;7;0;1;1;0;0;0
;Gerechtelijke geneeskunde;2.0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthesie-reanimatie;102.0;44;58;2;31;9;0;2;0;0;0;3;42;13;0;0;0;0;0;0
;Heelkunde;50.0;24;26;1;13;9;1;0;0;0;0;3;16;6;0;0;1;0;0;0
;Neurochirurgie;9.0;3;6;0;2;1;0;0;0;0;0;1;4;1;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";9.0;4;5;0;2;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0
;Urologie;22.0;10;12;1;7;2;0;0;0;0;0;1;7;3;1;0;0;0;0;0
;Orthopedische heelkunde;39.0;8;31;1;5;2;0;0;0;0;0;1;21;8;1;0;0;0;0;0
;Neurologie;28.0;18;10;0;11;7;0;0;0;0;0;1;9;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";27.0;19;8;1;12;5;0;1;0;0;0;2;3;3;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";64.0;41;23;2;30;6;1;2;0;0;0;2;12;8;0;1;0;0;0;0
;Pneumologie;15.0;8;7;0;5;3;0;0;0;0;0;0;2;5;0;0;0;0;0;0
;Gastro-enterologie;20.0;14;6;0;7;6;0;1;0;0;0;0;3;3;0;0;0;0;0;0
;Cardiologie;23.0;8;15;0;4;4;0;0;0;0;0;0;8;7;0;0;0;0;0;0
;Inwendige geneeskunde;137.0;85;52;11;68;6;0;0;0;0;0;10;39;2;1;0;0;0;0;0
;Reumatologie;6.0;3;3;0;1;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Acute geneeskunde;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;49.0;40;9;3;31;5;0;1;0;0;0;2;5;2;0;0;0;0;0;0
;Oftalmologie;36.0;20;16;6;14;0;0;0;0;0;0;0;15;0;1;0;0;0;0;0
;Otorhinolaryngologie;23.0;16;7;2;14;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;Stomatologie;21.0;12;9;0;11;1;0;0;0;0;0;3;5;1;0;0;0;0;0;0
;Dermato-venereologie;31.0;26;5;2;24;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0
;Pediatrie;70.0;62;8;7;48;5;2;0;0;0;0;0;8;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;19.0;12;7;0;12;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;Klinische biologie;12.0;5;7;1;1;2;1;0;0;0;0;0;6;1;0;0;0;0;0;0
;Rontgendiagnose;45.0;14;31;1;8;3;0;2;0;0;0;0;22;9;0;0;0;0;0;0
;Radiotherapie-oncologie;11.0;3;8;0;3;0;0;0;0;0;0;1;4;2;1;0;0;0;0;0
;Nucleaire geneeskunde;5.0;2;3;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Pathologische anatomie;16.0;10;6;0;8;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Medische oncologie;13.0;9;4;0;5;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0
;Klinische genetica;3.0;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;12.0;7;5;0;1;1;1;0;1;1;2;0;1;2;0;0;0;2;0;0
West-Vlaanderen;Alle specialiteiten;383.0;210;173;30;148;27;2;0;1;2;0;31;119;20;0;2;0;1;0;0
;Geriatrie;5.0;5;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Urgentiegeneeskunde;26.0;15;11;3;8;4;0;0;0;0;0;3;4;3;0;1;0;0;0;0
;Anesthesie-reanimatie;32.0;13;19;1;9;3;0;0;0;0;0;4;15;0;0;0;0;0;0;0
;Heelkunde;23.0;11;12;0;10;1;0;0;0;0;0;0;12;0;0;0;0;0;0;0
;Neurochirurgie;3.0;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";4.0;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Urologie;16.0;7;9;2;5;0;0;0;0;0;0;3;5;1;0;0;0;0;0;0
;Orthopedische heelkunde;29.0;10;19;0;7;3;0;0;0;0;0;1;13;5;0;0;0;0;0;0
;Neurologie;12.0;8;4;3;4;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";9.0;7;2;1;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";21.0;10;11;3;6;0;0;0;0;1;0;1;7;3;0;0;0;0;0;0
;Pneumologie;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-enterologie;9.0;8;1;0;7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Cardiologie;5.0;0;5;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
;Inwendige geneeskunde;62.0;36;26;5;25;6;0;0;0;0;0;8;17;1;0;0;0;0;0;0
;Reumatologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynaecologie-verloskunde;20.0;15;5;0;13;2;0;0;0;0;0;2;3;0;0;0;0;0;0;0
;Oftalmologie;9.0;3;6;0;3;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
;Otorhinolaryngologie;13.0;10;3;2;8;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Stomatologie;4.0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Dermato-venereologie;4.0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pediatrie;20.0;18;2;6;11;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;11.0;7;4;0;7;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
;Klinische biologie;7.0;3;4;0;1;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0
;Rontgendiagnose;17.0;3;14;2;1;0;0;0;0;0;0;2;10;1;0;1;0;0;0;0
;Radiotherapie-oncologie;2.0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Nucleaire geneeskunde;2.0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pathologische anatomie;4.0;3;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Medische oncologie;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Klinische genetica;2.0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Arbeidsgeneeskunde;7.0;4;3;0;1;1;0;0;1;1;0;0;0;2;0;0;0;1;0;0
Oost-Vlaanderen;Alle specialiteiten;917.0;529;388;53;373;92;6;5;0;0;0;41;259;70;10;6;1;0;1;0
;Geriatrie;13.0;9;4;0;5;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0
;Urgentiegeneeskunde;68.0;42;26;5;24;12;0;1;0;0;0;1;16;8;1;0;0;0;0;0
;Gerechtelijke geneeskunde;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthesie-reanimatie;73.0;34;39;4;26;4;0;0;0;0;0;2;29;6;1;1;0;0;0;0
;Heelkunde;51.0;29;22;3;19;6;1;0;0;0;0;3;17;2;0;0;0;0;0;0
;Neurochirurgie;14.0;2;12;0;1;1;0;0;0;0;0;0;9;3;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";12.0;7;5;0;4;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Urologie;29.0;15;14;0;10;5;0;0;0;0;0;1;9;4;0;0;0;0;0;0
;Orthopedische heelkunde;37.0;6;31;1;4;0;1;0;0;0;0;4;22;5;0;0;0;0;0;0
;Neurologie;33.0;22;11;4;14;3;1;0;0;0;0;3;7;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald kinder- en
jeugdpsychiatrie";21.0;17;4;1;14;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;"Psychiatrie, meer bepaald
volwassenpsychiatrie";45.0;25;20;2;22;1;0;0;0;0;0;2;15;3;0;0;0;0;0;0
;Pneumologie;11.0;6;5;0;6;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0
;Gastro-enterologie;18.0;11;7;0;8;3;0;0;0;0;0;0;4;3;0;0;0;0;0;0
;Cardiologie;11.0;5;6;0;3;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0
;Inwendige geneeskunde;149.0;87;62;15;67;4;0;1;0;0;0;7;46;8;0;1;0;0;0;0
;Reumatologie;9.0;6;3;0;3;2;1;0;0;0;0;0;3;0;0;0;0;0;0;0
;Acute geneeskunde;3.0;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Gynaecologie-verloskunde;47.0;43;4;7;30;6;0;0;0;0;0;1;2;1;0;0;0;0;0;0
;Oftalmologie;26.0;16;10;2;13;1;0;0;0;0;0;2;8;0;0;0;0;0;0;0
;Otorhinolaryngologie;19.0;17;2;1;15;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0
;Stomatologie;9.0;2;7;0;2;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Dermato-venereologie;20.0;18;2;0;16;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Pediatrie;59.0;44;15;4;35;5;0;0;0;0;0;2;11;2;0;0;0;0;0;0
;Fysische geneeskunde en revalidatie;23.0;9;14;1;6;2;0;0;0;0;0;1;11;2;0;0;0;0;0;0
;Klinische biologie;14.0;6;8;1;3;2;0;0;0;0;0;0;3;3;2;0;0;0;0;0
;Rontgendiagnose;45.0;16;29;0;10;5;0;1;0;0;0;9;14;2;3;1;0;0;0;0
;Radiotherapie-oncologie;10.0;4;6;0;2;2;0;0;0;0;0;0;5;0;0;0;1;0;0;0
;Nucleaire geneeskunde;7.0;3;4;1;1;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0
;Pathologische anatomie;12.0;8;4;0;5;2;0;1;0;0;0;0;2;1;0;1;0;0;0;0
;Medische oncologie;10.0;8;2;0;3;4;1;0;0;0;0;0;1;1;0;0;0;0;0;0
;Klinische genetica;8.0;4;4;1;0;2;1;0;0;0;0;0;1;1;2;0;0;0;0;0
;Arbeidsgeneeskunde;9.0;4;5;0;0;3;0;1;0;0;0;0;1;1;1;1;0;0;1;0
Antwerpen;Alle specialiteiten;876.0;506;370;50;359;82;10;3;1;1;0;38;257;66;8;0;1;0;0;0
;Geriatrie;13.0;10;3;0;6;3;1;0;0;0;0;0;3;0;0;0;0;0;0;0
;Urgentiegeneeskunde;78.0;43;35;6;26;8;3;0;0;0;0;1;24;9;1;0;0;0;0;0
;Gerechtelijke geneeskunde;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthesie-reanimatie;90.0;36;54;1;30;1;2;1;1;0;0;3;43;7;1;0;0;0;0;0
;Heelkunde;62.0;34;28;2;23;9;0;0;0;0;0;3;21;4;0;0;0;0;0;0
;Neurochirurgie;8.0;2;6;0;2;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0
;"Plastische, reconstructieve en esthetische
heelkunde";10.0;5;5;1;4;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Urologie;26.0;12;14;0;11;1;0;0;0;0;0;1;9;4;0;0;0;0;0;0
;Orthopedische heelkunde;49.0;15;34;0;9;6;0;0;0;0;0;5;20;8;1;0;0;0;0;0
