territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;femme_60-64;femme_65plus;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64;homme_65plus
Liège;Parodontologie;21;11;10;0;1;1;4;3;0;1;1;0;0;0;1;3;1;2;2;0;1;0;0
Liège;Orthodontie;62;44;18;0;6;3;6;5;2;6;4;4;8;0;0;2;2;1;2;0;4;2;5
Namur;Toutes les spécialités;353;179;174;3;16;16;13;8;17;19;25;19;43;0;9;4;4;9;10;9;29;32;68
Namur;Dentisterie générale;334;165;169;3;15;15;12;6;16;15;22;19;42;0;9;4;4;8;10;9;27;32;66
Namur;Parodontologie;6;4;2;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
Namur;Orthodontie;13;10;3;0;0;0;1;1;1;4;2;0;1;0;0;0;0;0;0;0;1;0;2
Luxembourg;Toutes les spécialités;182;85;97;1;11;8;3;5;6;9;11;15;16;0;5;3;4;5;4;9;14;24;29
Luxembourg;Dentisterie générale;173;80;93;1;11;8;2;5;6;9;9;14;15;0;5;3;3;5;3;8;13;24;29
Luxembourg;Orthodontie;9;5;4;0;0;0;1;0;0;0;2;1;1;0;0;0;1;0;1;1;1;0;0
Région de Bruxelles Capitale;Toutes les spécialités;1283;638;645;4;94;109;50;53;42;54;62;58;112;1;62;89;49;49;30;49;84;88;144
Région de Bruxelles Capitale;Dentisterie générale;1196;588;608;4;91;96;46;48;37;50;53;55;108;1;61;79;45;44;24;49;78;86;141
Région de Bruxelles Capitale;Parodontologie;18;8;10;0;1;2;2;2;0;0;1;0;0;0;0;1;1;3;1;0;3;0;1
Région de Bruxelles Capitale;Orthodontie;69;42;27;0;2;11;2;3;5;4;8;3;4;0;1;9;3;2;5;0;3;2;2
