Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;Luxembourg;Tous les pharmaciens;438.0;321;117;20;36;41;30;34;31;42;23;10;54;1;7;9;9;7;14;16;8;6;40
;"Région de Bruxelles
Capitale";Tous les pharmaciens;1991.0;1389;602;35;208;213;137;119;114;106;106;75;276;5;74;106;70;46;42;47;44;55;113
;Belgique;"Sans agrément SPF
Santé publique";20925.0;14905;6020;590;1902;1923;1334;1336;1402;1436;1273;849;2860;113;507;612;406;425;458;488;495;471;2045
;Région flamande;"Sans agrément SPF
Santé publique";12564.0;8953;3611;396;1282;1229;808;787;806;786;772;481;1606;81;301;335;220;239;262;249;290;275;1359
;Région wallonne;"Sans agrément SPF
Santé publique";6447.0;4621;1826;159;424;492;403;437;489;549;397;293;978;27;133;176;119;145;155;192;164;142;573
;"Région de Bruxelles
Capitale";"Sans agrément SPF
Santé publique";1914.0;1331;583;35;196;202;123;112;107;101;104;75;276;5;73;101;67;41;41;47;41;54;113
;Brabant flamand;"Sans agrément SPF
Santé publique";2694.0;1971;723;65;231;218;197;199;200;185;186;122;368;11;57;53;67;51;72;60;67;73;212
;Flandre occidentale;"Sans agrément SPF
Santé publique";2249.0;1596;653;86;218;188;138;124;151;133;138;90;330;13;34;39;24;38;39;37;45;50;334
;Flandre orientale;"Sans agrément SPF
Santé publique";3242.0;2281;961;107;388;348;166;201;196;202;186;104;383;34;94;96;54;57;77;73;65;62;349
;Anvers;"Sans agrément SPF
Santé publique";3263.0;2309;954;107;347;344;230;190;185;197;197;133;379;19;89;114;55;63;61;60;88;76;329
;Limbourg;"Sans agrément SPF
Santé publique";1116.0;796;320;31;98;131;77;73;74;69;65;32;146;4;27;33;20;30;13;19;25;14;135
;Brabant Wallon;"Sans agrément SPF
Santé publique";1149.0;840;309;14;63;77;76;81;91;112;65;63;198;0;15;28;20;26;32;35;31;22;100
;Hainaut;"Sans agrément SPF
Santé publique";1822.0;1291;531;47;111;145;103;113;155;152;114;97;254;6;38;53;37;50;47;50;47;48;155
;Liège;"Sans agrément SPF
Santé publique";2076.0;1476;600;55;158;158;134;126;134;174;124;86;327;12;51;62;35;39;45;68;47;50;191
;Namur;"Sans agrément SPF
Santé publique";981.0;708;273;23;60;77;60;86;78;71;71;37;145;8;22;25;19;23;17;24;32;16;87
;Luxembourg;"Sans agrément SPF
Santé publique";419.0;306;113;20;32;35;30;31;31;40;23;10;54;1;7;8;8;7;14;15;7;6;40
;"Région de Bruxelles
Capitale";"Sans agrément SPF
Santé publique";1914.0;1331;583;35;196;202;123;112;107;101;104;75;276;5;73;101;67;41;41;47;41;54;113
;Belgique;"Pharmaciens
hospitaliers";1061.0;920;141;0;130;229;173;121;91;80;68;22;6;0;15;39;26;14;15;7;16;9;0
;Région flamande;"Pharmaciens
hospitaliers";644.0;573;71;0;79;154;103;79;52;46;43;12;5;0;9;16;14;8;10;1;8;5;0
;Région wallonne;"Pharmaciens
hospitaliers";340.0;289;51;0;39;64;56;35;32;29;23;10;1;0;5;18;9;1;4;6;5;3;0
;"Région de Bruxelles
Capitale";"Pharmaciens
hospitaliers";77.0;58;19;0;12;11;14;7;7;5;2;0;0;0;1;5;3;5;1;0;3;1;0
;Brabant flamand;"Pharmaciens
hospitaliers";129.0;110;19;0;10;36;19;20;6;8;6;4;1;0;2;7;4;3;1;1;0;1;0
;Flandre occidentale;"Pharmaciens
hospitaliers";103.0;90;13;0;20;15;21;9;11;7;6;0;1;0;1;5;1;0;2;0;2;2;0
;Flandre orientale;"Pharmaciens
hospitaliers";184.0;168;16;0;22;52;30;26;16;12;8;2;0;0;3;1;5;3;3;0;0;1;0
;Anvers;"Pharmaciens
hospitaliers";172.0;154;18;0;20;40;23;21;14;11;18;5;2;0;1;3;3;2;2;0;6;1;0
;Limbourg;"Pharmaciens
hospitaliers";56.0;51;5;0;7;11;10;3;5;8;5;1;1;0;2;0;1;0;2;0;0;0;0
;Brabant Wallon;"Pharmaciens
hospitaliers";55.0;50;5;0;3;8;14;7;8;4;4;2;0;0;0;3;1;0;0;0;0;1;0
;Hainaut;"Pharmaciens
hospitaliers";97.0;84;13;0;13;14;16;12;9;5;11;4;0;0;2;5;0;1;1;1;2;1;0
;Liège;"Pharmaciens
hospitaliers";106.0;82;24;0;10;20;14;7;12;12;4;2;1;0;3;8;6;0;2;3;2;0;0
;Namur;"Pharmaciens
hospitaliers";63.0;58;5;0;9;16;12;6;3;6;4;2;0;0;0;1;1;0;1;1;0;1;0
;Luxembourg;"Pharmaciens
hospitaliers";19.0;15;4;0;4;6;0;3;0;2;0;0;0;0;0;1;1;0;0;1;1;0;0
;"Région de Bruxelles
Capitale";"Pharmaciens
hospitaliers";77.0;58;19;0;12;11;14;7;7;5;2;0;0;0;1;5;3;5;1;0;3;1;0
