gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Vlaams Brabant;Zonder bijzondere beroepsbekwaamheid (BB);3816;2388;1428;162;393;154;232;286;253;246;237;210;215;61;202;90;88;182;121;123;137;174;250
West-Vlaanderen;Zonder bijzondere beroepsbekwaamheid (BB);3255;1834;1421;139;230;77;156;296;204;178;200;155;199;60;115;43;83;165;130;124;202;164;335
Oost-Vlaanderen;Zonder bijzondere beroepsbekwaamheid (BB);3954;2477;1477;162;333;158;248;373;267;234;255;196;251;68;187;55;78;175;123;147;171;180;293
Antwerpen;Zonder bijzondere beroepsbekwaamheid (BB);4308;2632;1676;188;385;199;256;329;299;252;296;206;222;80;241;108;103;177;150;118;174;192;333
Limburg;Zonder bijzondere beroepsbekwaamheid (BB);2174;1254;920;78;217;101;113;189;162;88;105;96;105;39;161;53;64;110;85;61;80;99;168
Waals Brabant;Zonder bijzondere beroepsbekwaamheid (BB);2063;1296;767;81;195;103;91;149;103;128;163;116;167;44;138;60;36;91;82;65;88;66;97
Henegouwen;Zonder bijzondere beroepsbekwaamheid (BB);3764;1913;1851;121;311;145;151;203;194;206;209;133;240;94;272;118;84;193;194;159;201;170;366
Luik;Zonder bijzondere beroepsbekwaamheid (BB);3505;2016;1489;150;359;179;168;213;189;219;189;170;180;83;230;94;92;165;163;161;150;154;197
Namen;Zonder bijzondere beroepsbekwaamheid (BB);1751;985;766;70;187;80;77;93;101;112;96;72;97;35;110;49;33;106;75;80;74;84;120
Luxemburg;Zonder bijzondere beroepsbekwaamheid (BB);1150;685;465;57;150;93;66;89;68;54;45;33;30;44;96;48;44;45;37;43;35;25;48
Brussels Hoofdstedelijk Gewest;Zonder bijzondere beroepsbekwaamheid (BB);2758;1599;1159;108;355;139;81;98;111;129;148;150;280;70;259;152;78;86;65;80;91;105;173
België;Cardiovasculaire kinesitherapie;143;87;56;0;15;8;12;18;12;12;8;2;0;0;4;5;10;7;7;9;7;7;0
België;Manuele therapie;1265;673;592;0;195;183;105;79;44;30;22;10;5;0;92;107;76;94;63;51;52;36;21
België;Neurologische kinesitherapie;350;265;85;0;61;40;46;31;27;37;15;8;0;0;11;2;15;19;17;8;5;6;2
België;Pediatrische kinesitherapie;643;591;52;0;110;113;112;86;54;49;45;18;4;0;4;5;9;9;6;6;3;8;2
België;Bekkenbodemreëducatie en perinatale kinesitherapie;408;391;17;0;21;52;51;76;60;56;49;23;3;0;0;1;1;1;3;3;3;2;3
België;Respiratoire kinesitherapie;226;152;74;0;27;27;23;22;20;13;12;6;2;0;5;10;8;17;4;10;13;5;2
Vlaams Gewest;Cardiovasculaire kinesitherapie;82;50;32;0;11;7;5;6;8;10;2;1;0;0;1;1;5;5;3;4;6;7;0
Vlaams Gewest;Manuele therapie;1143;616;527;0;176;168;93;75;42;29;20;9;4;0;82;88;72;81;59;47;47;32;19
Vlaams Gewest;Neurologische kinesitherapie;233;180;53;0;44;31;31;18;20;22;9;5;0;0;6;1;10;11;13;6;3;2;1
Vlaams Gewest;Pediatrische kinesitherapie;516;479;37;0;89;92;90;73;49;33;35;14;4;0;3;3;5;6;5;4;2;7;2
Vlaams Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;293;284;9;0;11;37;39;55;49;42;34;14;3;0;0;0;1;0;2;2;2;0;2
Vlaams Gewest;Respiratoire kinesitherapie;153;110;43;0;18;18;15;16;17;11;8;5;2;0;2;3;6;9;2;8;9;3;1
Waals Gewest;Cardiovasculaire kinesitherapie;46;31;15;0;4;0;6;10;3;2;6;0;0;0;2;3;3;1;2;4;0;0;0
Waals Gewest;Manuele therapie;93;42;51;0;16;8;9;3;1;1;2;1;1;0;7;14;3;12;4;1;4;4;2
Waals Gewest;Neurologische kinesitherapie;98;73;25;0;16;5;11;12;6;15;5;3;0;0;3;1;5;4;4;2;1;4;1
Waals Gewest;Pediatrische kinesitherapie;94;84;10;0;16;12;17;11;5;14;6;3;0;0;1;1;2;2;1;1;1;1;0
Waals Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;93;87;6;0;8;12;12;18;11;9;10;7;0;0;0;1;0;0;1;1;1;1;1
Waals Gewest;Respiratoire kinesitherapie;50;28;22;0;7;4;6;3;2;2;3;1;0;0;2;4;1;6;2;1;4;2;0
Brussels Hoofdstedelijk Gewest;Cardiovasculaire kinesitherapie;15;6;9;0;0;1;1;2;1;0;0;1;0;0;1;1;2;1;2;1;1;0;0
Brussels Hoofdstedelijk Gewest;Manuele therapie;29;15;14;0;3;7;3;1;1;0;0;0;0;0;3;5;1;1;0;3;1;0;0
Brussels Hoofdstedelijk Gewest;Neurologische kinesitherapie;19;12;7;0;1;4;4;1;1;0;1;0;0;0;2;0;0;4;0;0;1;0;0
Brussels Hoofdstedelijk Gewest;Pediatrische kinesitherapie;33;28;5;0;5;9;5;2;0;2;4;1;0;0;0;1;2;1;0;1;0;0;0
Brussels Hoofdstedelijk Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;22;20;2;0;2;3;0;3;0;5;5;2;0;0;0;0;0;1;0;0;0;1;0
Brussels Hoofdstedelijk Gewest;Respiratoire kinesitherapie;23;14;9;0;2;5;2;3;1;0;1;0;0;0;1;3;1;2;0;1;0;0;1
Vlaams Brabant;Cardiovasculaire kinesitherapie;19;12;7;0;3;3;1;1;1;2;0;1;0;0;0;1;2;0;2;1;0;1;0
Vlaams Brabant;Manuele therapie;207;112;95;0;24;29;24;16;7;6;4;2;0;0;19;17;9;17;7;9;9;6;2
Vlaams Brabant;Neurologische kinesitherapie;68;48;20;0;13;8;7;7;8;5;0;0;0;0;2;0;4;6;4;3;1;0;0
Vlaams Brabant;Pediatrische kinesitherapie;89;83;6;0;13;21;11;13;9;4;7;5;0;0;2;1;1;0;0;1;0;1;0
Vlaams Brabant;Bekkenbodemreëducatie en perinatale kinesitherapie;61;59;2;0;2;13;7;14;7;7;6;3;0;0;0;0;1;0;0;0;1;0;0
Vlaams Brabant;Respiratoire kinesitherapie;27;24;3;0;3;6;4;3;6;0;1;1;0;0;0;0;0;1;0;1;0;1;0
West-Vlaanderen;Cardiovasculaire kinesitherapie;8;2;6;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;2;2;0
West-Vlaanderen;Manuele therapie;252;129;123;0;49;32;19;13;9;4;1;1;1;0;16;20;17;23;14;8;10;7;8
West-Vlaanderen;Neurologische kinesitherapie;46;35;11;0;8;1;5;3;3;8;6;1;0;0;1;0;3;3;2;1;1;0;0
West-Vlaanderen;Pediatrische kinesitherapie;92;86;6;0;14;13;14;14;12;9;4;3;3;0;0;0;1;2;1;0;0;1;1
West-Vlaanderen;Bekkenbodemreëducatie en perinatale kinesitherapie;76;73;3;0;5;7;13;16;11;8;9;3;1;0;0;0;0;0;1;1;0;0;1
West-Vlaanderen;Respiratoire kinesitherapie;30;23;7;0;3;3;6;3;3;1;2;2;0;0;1;0;1;1;0;1;2;0;1
Oost-Vlaanderen;Cardiovasculaire kinesitherapie;24;19;5;0;6;2;3;3;2;3;0;0;0;0;0;0;1;1;1;0;2;0;0
Oost-Vlaanderen;Manuele therapie;279;169;110;0;47;54;26;24;9;4;2;2;1;0;13;18;21;19;11;11;8;6;3
Oost-Vlaanderen;Neurologische kinesitherapie;40;30;10;0;9;5;5;4;4;2;1;0;0;0;0;0;2;2;3;2;0;0;1
Oost-Vlaanderen;Pediatrische kinesitherapie;156;143;13;0;30;23;34;22;16;10;5;3;0;0;1;0;1;3;1;2;1;3;1
Oost-Vlaanderen;Bekkenbodemreëducatie en perinatale kinesitherapie;77;76;1;0;2;10;9;10;20;12;9;3;1;0;0;0;0;0;0;1;0;0;0
Oost-Vlaanderen;Respiratoire kinesitherapie;44;27;17;0;1;2;2;7;3;6;4;1;1;0;1;1;2;3;1;4;3;2;0
Antwerpen;Cardiovasculaire kinesitherapie;18;9;9;0;0;1;1;1;2;3;1;0;0;0;0;0;1;1;0;2;2;3;0
Antwerpen;Manuele therapie;284;154;130;0;46;35;19;17;14;10;11;1;1;0;21;23;15;12;16;15;19;7;2
Antwerpen;Neurologische kinesitherapie;52;42;10;0;10;10;8;4;2;4;2;2;0;0;3;0;0;0;4;0;1;2;0
Antwerpen;Pediatrische kinesitherapie;110;104;6;0;21;23;19;16;7;5;10;2;1;0;0;1;1;0;2;1;0;1;0
Antwerpen;Bekkenbodemreëducatie en perinatale kinesitherapie;51;50;1;0;1;2;7;12;7;11;8;2;0;0;0;0;0;0;1;0;0;0;0
Antwerpen;Respiratoire kinesitherapie;38;29;9;0;10;5;2;3;4;2;1;1;1;0;0;2;2;3;0;0;2;0;0
Limburg;Cardiovasculaire kinesitherapie;13;8;5;0;2;1;0;1;2;1;1;0;0;0;0;0;1;2;0;1;0;1;0
Limburg;Manuele therapie;121;52;69;0;10;18;5;5;3;5;2;3;1;0;13;10;10;10;11;4;1;6;4
Limburg;Neurologische kinesitherapie;27;25;2;0;4;7;6;0;3;3;0;2;0;0;0;1;1;0;0;0;0;0;0
Limburg;Pediatrische kinesitherapie;69;63;6;0;11;12;12;8;5;5;9;1;0;0;0;1;1;1;1;0;1;1;0
Limburg;Bekkenbodemreëducatie en perinatale kinesitherapie;28;26;2;0;1;5;3;3;4;4;2;3;1;0;0;0;0;0;0;0;1;0;1
Limburg;Respiratoire kinesitherapie;14;7;7;0;1;2;1;0;1;2;0;0;0;0;0;0;1;1;1;2;2;0;0
Waals Brabant;Cardiovasculaire kinesitherapie;10;7;3;0;1;0;2;2;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0
Waals Brabant;Manuele therapie;25;11;14;0;6;3;0;1;0;0;0;0;1;0;2;4;0;4;0;0;1;3;0
Waals Brabant;Neurologische kinesitherapie;30;25;5;0;5;2;4;3;4;4;2;1;0;0;0;0;1;2;1;0;0;1;0
Waals Brabant;Pediatrische kinesitherapie;33;29;4;0;5;1;6;1;1;9;5;1;0;0;0;1;1;1;0;0;1;0;0
Waals Brabant;Bekkenbodemreëducatie en perinatale kinesitherapie;24;21;3;0;3;3;2;7;1;0;2;3;0;0;0;1;0;0;1;0;0;0;1
Waals Brabant;Respiratoire kinesitherapie;13;8;5;0;2;2;2;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0
Henegouwen;Cardiovasculaire kinesitherapie;8;4;4;0;0;0;0;1;1;1;1;0;0;0;0;0;2;0;1;1;0;0;0
Henegouwen;Manuele therapie;18;7;11;0;0;2;3;1;0;0;1;0;0;0;2;4;1;2;1;0;0;0;1
Henegouwen;Neurologische kinesitherapie;19;12;7;0;3;1;2;2;0;4;0;0;0;0;1;1;1;0;1;1;0;1;1
Henegouwen;Pediatrische kinesitherapie;19;16;3;0;4;3;2;2;2;2;1;0;0;0;1;0;0;1;0;0;0;1;0
Henegouwen;Bekkenbodemreëducatie en perinatale kinesitherapie;27;24;3;0;1;2;2;7;4;3;4;1;0;0;0;0;0;0;0;1;1;1;0
Henegouwen;Respiratoire kinesitherapie;8;2;6;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;2;1;0
Luik;Cardiovasculaire kinesitherapie;16;11;5;0;2;0;3;3;1;0;2;0;0;0;1;1;1;0;1;1;0;0;0
Luik;Manuele therapie;38;19;19;0;7;3;4;1;1;1;1;1;0;0;3;3;2;4;3;1;1;1;1
Luik;Neurologische kinesitherapie;44;32;12;0;8;2;3;7;2;5;3;2;0;0;2;0;2;2;2;1;1;2;0
Luik;Pediatrische kinesitherapie;24;22;2;0;6;4;5;2;2;2;0;1;0;0;0;0;1;0;0;1;0;0;0
Luik;Bekkenbodemreëducatie en perinatale kinesitherapie;31;31;0;0;3;4;4;4;5;5;3;3;0;0;0;0;0;0;0;0;0;0;0
Luik;Respiratoire kinesitherapie;20;12;8;0;3;1;2;2;0;1;2;1;0;0;0;1;0;3;1;1;2;0;0
Namen;Cardiovasculaire kinesitherapie;11;8;3;0;1;0;1;3;0;0;3;0;0;0;0;2;0;0;0;1;0;0;0
Namen;Manuele therapie;5;1;4;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0
Namen;Neurologische kinesitherapie;4;3;1;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
Namen;Pediatrische kinesitherapie;17;16;1;0;1;4;3;6;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0
Namen;Bekkenbodemreëducatie en perinatale kinesitherapie;6;6;0;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namen;Respiratoire kinesitherapie;7;5;2;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0
Luxemburg;Cardiovasculaire kinesitherapie;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Manuele therapie;7;4;3;0;3;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
Luxemburg;Neurologische kinesitherapie;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Pediatrische kinesitherapie;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Bekkenbodemreëducatie en perinatale kinesitherapie;5;5;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Luxemburg;Respiratoire kinesitherapie;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Brussels Hoofdstedelijk Gewest;Cardiovasculaire kinesitherapie;15;6;9;0;0;1;1;2;1;0;0;1;0;0;1;1;2;1;2;1;1;0;0
Brussels Hoofdstedelijk Gewest;Manuele therapie;29;15;14;0;3;7;3;1;1;0;0;0;0;0;3;5;1;1;0;3;1;0;0
Brussels Hoofdstedelijk Gewest;Neurologische kinesitherapie;19;12;7;0;1;4;4;1;1;0;1;0;0;0;2;0;0;4;0;0;1;0;0
Brussels Hoofdstedelijk Gewest;Pediatrische kinesitherapie;33;28;5;0;5;9;5;2;0;2;4;1;0;0;0;1;2;1;0;1;0;0;0
Brussels Hoofdstedelijk Gewest;Bekkenbodemreëducatie en perinatale kinesitherapie;22;20;2;0;2;3;0;3;0;5;5;2;0;0;0;0;0;1;0;0;0;1;0
Brussels Hoofdstedelijk Gewest;Respiratoire kinesitherapie;23;14;9;0;2;5;2;3;1;0;1;0;0;0;1;3;1;2;0;1;0;0;1
