Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;"Région de Bruxelles
Capitale";Tous les pharmaciens;2024.0;1401;623;26;234;202;137;118;111;107;110;77;279;10;86;100;82;46;42;44;44;50;119
;Belgique;"Sans agrément SPF
Santé publique";21404.0;15299;6105;581;1943;2007;1410;1320;1398;1416;1384;895;2945;118;521;620;448;407;467;476;505;467;2076
;Région flamande;"Sans agrément SPF
Santé publique";12839.0;9194;3645;384;1266;1331;840;792;818;775;826;503;1659;79;297;357;231;215;266;251;290;279;1380
;Région wallonne;"Sans agrément SPF
Santé publique";6614.0;4761;1853;171;452;489;443;416;479;539;450;315;1007;29;139;166;138;150;159;182;173;140;577
;"Région de Bruxelles
Capitale";"Sans agrément SPF
Santé publique";1951.0;1344;607;26;225;187;127;112;101;102;108;77;279;10;85;97;79;42;42;43;42;48;119
;Brabant flamand;"Sans agrément SPF
Santé publique";2737.0;2009;728;57;235;225;193;201;211;188;189;129;381;13;47;63;69;47;65;61;69;69;225
;Flandre occidentale;"Sans agrément SPF
Santé publique";2297.0;1633;664;89;212;210;138;128;142;136;147;93;338;9;39;44;23;33;48;34;43;50;341
;Flandre orientale;"Sans agrément SPF
Santé publique";3322.0;2356;966;120;379;369;185;195;210;201;192;107;398;36;99;91;57;55;67;82;66;63;350
;Anvers;"Sans agrément SPF
Santé publique";3347.0;2384;963;86;348;393;236;199;180;186;222;140;394;13;88;125;60;55;68;55;88;80;331
;Limbourg;"Sans agrément SPF
Santé publique";1136.0;812;324;32;92;134;88;69;75;64;76;34;148;8;24;34;22;25;18;19;24;17;133
;Brabant Wallon;"Sans agrément SPF
Santé publique";1179.0;858;321;12;64;77;81;72;101;107;76;66;202;1;18;27;22;25;32;43;30;20;103
;Hainaut;"Sans agrément SPF
Santé publique";1868.0;1334;534;46;126;137;120;108;143;154;128;103;269;11;35;48;48;49;48;45;51;44;155
;Liège;"Sans agrément SPF
Santé publique";2115.0;1517;598;65;158;170;135;137;117;171;143;87;334;9;49;59;44;37;47;62;49;53;189
;Namur;"Sans agrément SPF
Santé publique";1016.0;735;281;32;64;72;71;71;84;72;74;48;147;6;29;23;17;29;17;21;32;17;90
;Luxembourg;"Sans agrément SPF
Santé publique";436.0;317;119;16;40;33;36;28;34;35;29;11;55;2;8;9;7;10;15;11;11;6;40
;"Région de Bruxelles
Capitale";"Sans agrément SPF
Santé publique";1951.0;1344;607;26;225;187;127;112;101;102;108;77;279;10;85;97;79;42;42;43;42;48;119
;Belgique;"Pharmaciens
hospitaliers";1104.0;956;148;0;140;217;182;138;86;88;65;31;9;0;16;36;32;13;15;10;15;10;1
;Région flamande;"Pharmaciens
hospitaliers";679.0;601;78;0;87;144;113;93;44;54;46;15;5;0;10;15;17;8;12;2;8;5;1
;Région wallonne;"Pharmaciens
hospitaliers";352.0;298;54;0;44;58;59;39;32;29;17;16;4;0;5;18;12;1;3;7;5;3;0
;"Région de Bruxelles
Capitale";"Pharmaciens
hospitaliers";73.0;57;16;0;9;15;10;6;10;5;2;0;0;0;1;3;3;4;0;1;2;2;0
;Brabant flamand;"Pharmaciens
hospitaliers";137.0;118;19;0;16;31;19;24;9;7;7;4;1;0;0;7;4;5;1;1;0;1;0
;Flandre occidentale;"Pharmaciens
hospitaliers";108.0;94;14;0;20;18;21;9;10;7;7;1;1;0;2;2;4;0;2;0;2;1;1
;Flandre orientale;"Pharmaciens
hospitaliers";196.0;176;20;0;23;45;40;28;14;13;11;2;0;0;2;3;5;3;5;0;1;1;0
;Anvers;"Pharmaciens
hospitaliers";178.0;159;19;0;20;37;25;27;7;19;15;7;2;0;3;3;3;0;3;0;5;2;0
;Limbourg;"Pharmaciens
hospitaliers";60.0;54;6;0;8;13;8;5;4;8;6;1;1;0;3;0;1;0;1;1;0;0;0
;Brabant Wallon;"Pharmaciens
hospitaliers";57.0;52;5;0;3;8;13;8;8;5;2;3;2;0;0;3;1;0;0;0;0;1;0
;Hainaut;"Pharmaciens
hospitaliers";101.0;88;13;0;15;18;13;13;10;4;8;6;1;0;1;6;0;1;1;1;2;1;0
;Liège;"Pharmaciens
hospitaliers";110.0;84;26;0;12;18;16;8;10;12;4;3;1;0;3;7;9;0;1;4;2;0;0
;Namur;"Pharmaciens
hospitaliers";63.0;57;6;0;8;11;15;7;3;7;2;4;0;0;1;1;1;0;1;1;0;1;0
;Luxembourg;"Pharmaciens
hospitaliers";21.0;17;4;0;6;3;2;3;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0
;"Région de Bruxelles
Capitale";"Pharmaciens
hospitaliers";73.0;57;16;0;9;15;10;6;10;5;2;0;0;0;1;3;3;4;0;1;2;2;0
