Territoire-Spécialité;Unnamed: 1;Total;Genre;Unnamed: 4;Femme;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Homme;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21
;Neurochirurgie;17.0;7;10;1;5;1;0;0;0;0;0;1;6;3;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";12.0;6;6;1;3;2;0;0;0;0;0;0;5;1;0;0;0;0;0;0
;Urologie;26.0;12;14;0;8;4;0;0;0;0;0;1;11;2;0;0;0;0;0;0
;Chirurgie orthopédique;76.0;29;47;2;22;5;0;0;0;0;0;3;41;2;0;0;1;0;0;0
;Neurologie;41.0;21;20;4;15;2;0;0;0;0;0;4;9;7;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";29.0;21;8;4;14;3;0;0;0;0;0;2;5;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";51.0;31;20;0;21;7;2;1;0;0;0;1;18;1;0;0;0;0;0;0
;Pneumologie;28.0;15;13;0;10;5;0;0;0;0;0;0;8;5;0;0;0;0;0;0
;Gastro-entérologie;31.0;20;11;1;13;5;0;1;0;0;0;2;8;1;0;0;0;0;0;0
;Cardiologie;48.0;22;26;2;12;7;0;0;0;0;1;1;15;10;0;0;0;0;0;0
;Médecine interne;197.0;113;84;15;90;6;1;1;0;0;0;15;66;3;0;0;0;0;0;0
;Rhumatologie;11.0;9;2;0;9;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Médecine aiguë;4.0;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Gynécologie-obstétrique;89.0;80;9;11;60;9;0;0;0;0;0;2;4;3;0;0;0;0;0;0
;Ophtalmologie;42.0;24;18;1;21;1;1;0;0;0;0;3;14;1;0;0;0;0;0;0
;Oto-rhino-laryngologie;31.0;21;10;2;16;3;0;0;0;0;0;0;8;2;0;0;0;0;0;0
;Stomatologie;13.0;5;8;0;5;0;0;0;0;0;0;1;4;3;0;0;0;0;0;0
;Dermato-vénéréologie;24.0;19;5;5;14;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Pédiatrie;143.0;122;21;18;90;13;1;0;0;0;0;2;19;0;0;0;0;0;0;0
;Médecine physique et réadaptation;30.0;15;15;0;14;1;0;0;0;0;0;1;12;2;0;0;0;0;0;0
;Biologie clinique;22.0;10;12;1;5;2;2;0;0;0;0;2;7;2;0;1;0;0;0;0
;Radiodiagnostic;64.0;22;42;2;19;1;0;0;0;0;0;5;31;6;0;0;0;0;0;0
;Radiothérapie - oncologie;14.0;8;6;2;5;1;0;0;0;0;0;1;2;2;1;0;0;0;0;0
;Médecine nucléaire;12.0;5;7;1;3;1;0;0;0;0;0;0;6;1;0;0;0;0;0;0
;Anatomie pathologique;16.0;10;6;1;8;1;0;0;0;0;0;1;3;0;1;1;0;0;0;0
;Oncologie médicale;25.0;15;10;1;9;5;0;0;0;0;0;0;7;3;0;0;0;0;0;0
;Médecine du travail;32.0;20;12;0;8;4;5;1;2;0;0;0;1;3;2;1;1;1;1;2
"Région de
Bruxelles Capitale";Toutes les spécialités;1211.0;678;533;35;476;143;16;6;1;1;0;27;343;143;15;4;1;0;0;0
;Gériatrie;24.0;20;4;0;14;5;1;0;0;0;0;0;3;1;0;0;0;0;0;0
;Médecine d'urgence;107.0;58;49;3;27;21;6;1;0;0;0;4;20;17;5;3;0;0;0;0
;Médecine légale;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthésie-réanimation;133.0;63;70;1;43;17;2;0;0;0;0;1;45;21;3;0;0;0;0;0
;Chirurgie;79.0;35;44;2;28;5;0;0;0;0;0;1;25;16;2;0;0;0;0;0
;Neurochirurgie;12.0;4;8;0;3;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";10.0;4;6;0;4;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0
;Urologie;21.0;9;12;0;7;2;0;0;0;0;0;0;8;4;0;0;0;0;0;0
;Chirurgie orthopédique;51.0;12;39;0;6;6;0;0;0;0;0;2;26;11;0;0;0;0;0;0
;Neurologie;32.0;21;11;2;17;2;0;0;0;0;0;0;9;2;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";31.0;28;3;0;19;7;1;1;0;0;0;0;3;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";64.0;35;29;1;22;8;1;1;1;1;0;0;20;8;0;0;1;0;0;0
;Pneumologie;15.0;10;5;0;5;5;0;0;0;0;0;0;3;2;0;0;0;0;0;0
;Gastro-entérologie;18.0;10;8;0;5;5;0;0;0;0;0;0;3;4;1;0;0;0;0;0
;Cardiologie;26.0;13;13;0;4;9;0;0;0;0;0;0;2;10;1;0;0;0;0;0
;Médecine interne;172.0;88;84;5;77;6;0;0;0;0;0;9;60;12;3;0;0;0;0;0
;Rhumatologie;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;58.0;54;4;6;36;12;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Ophtalmologie;32.0;20;12;0;16;3;0;1;0;0;0;2;8;2;0;0;0;0;0;0
;Oto-rhino-laryngologie;21.0;8;13;0;7;1;0;0;0;0;0;1;9;3;0;0;0;0;0;0
;Stomatologie;17.0;5;12;1;4;0;0;0;0;0;0;1;9;2;0;0;0;0;0;0
;Dermato-vénéréologie;25.0;21;4;2;17;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Pédiatrie;112.0;86;26;7;68;11;0;0;0;0;0;0;24;2;0;0;0;0;0;0
;Médecine physique et réadaptation;19.0;12;7;2;5;4;1;0;0;0;0;0;6;1;0;0;0;0;0;0
;Biologie clinique;15.0;3;12;1;1;0;1;0;0;0;0;2;4;6;0;0;0;0;0;0
;Radiodiagnostic;68.0;32;36;2;24;4;2;0;0;0;0;2;28;6;0;0;0;0;0;0
;Radiothérapie - oncologie;8.0;1;7;0;0;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
;Médecine nucléaire;7.0;2;5;0;1;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0
;Anatomie pathologique;15.0;11;4;0;10;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0
;Oncologie médicale;8.0;5;3;0;3;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Médecine du travail;8.0;6;2;0;2;1;1;2;0;0;0;0;0;1;0;1;0;0;0;0
Brabant flamand;Toutes les spécialités;906.0;509;397;41;350;99;10;4;4;1;0;28;270;90;7;0;0;0;2;0
;Gériatrie;10.0;10;0;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine d'urgence;39.0;19;20;3;12;4;0;0;0;0;0;0;12;7;1;0;0;0;0;0
;Médecine légale;2.0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Anesthésie-réanimation;101.0;35;66;1;27;5;2;0;0;0;0;3;45;16;2;0;0;0;0;0
;Chirurgie;44.0;23;21;0;15;8;0;0;0;0;0;0;19;2;0;0;0;0;0;0
;Neurochirurgie;14.0;5;9;1;3;1;0;0;0;0;0;1;4;4;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";11.0;6;5;0;3;3;0;0;0;0;0;0;1;3;1;0;0;0;0;0
;Urologie;21.0;13;8;3;8;2;0;0;0;0;0;2;4;2;0;0;0;0;0;0
;Chirurgie orthopédique;34.0;7;27;0;4;3;0;0;0;0;0;3;17;6;1;0;0;0;0;0
;Neurologie;31.0;23;8;1;15;7;0;0;0;0;0;2;5;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";23.0;18;5;1;15;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";48.0;27;21;2;16;7;2;0;0;0;0;1;18;2;0;0;0;0;0;0
;Pneumologie;12.0;6;6;0;4;2;0;0;0;0;0;0;3;3;0;0;0;0;0;0
;Gastro-entérologie;17.0;9;8;0;5;4;0;0;0;0;0;0;2;6;0;0;0;0;0;0
;Cardiologie;22.0;7;15;0;3;4;0;0;0;0;0;0;4;10;1;0;0;0;0;0
;Médecine interne;133.0;72;61;13;52;4;1;1;1;0;0;6;46;9;0;0;0;0;0;0
;Rhumatologie;4.0;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Médecine aiguë;9.0;3;6;0;2;0;1;0;0;0;0;1;4;1;0;0;0;0;0;0
;Gynécologie-obstétrique;52.0;42;10;2;27;12;1;0;0;0;0;1;8;1;0;0;0;0;0;0
;Ophtalmologie;30.0;18;12;1;15;2;0;0;0;0;0;2;7;3;0;0;0;0;0;0
;Oto-rhino-laryngologie;13.0;13;0;0;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;Stomatologie;15.0;5;10;0;5;0;0;0;0;0;0;1;7;2;0;0;0;0;0;0
;Dermato-vénéréologie;24.0;21;3;3;17;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0
;Pédiatrie;66.0;63;3;6;50;5;2;0;0;0;0;0;3;0;0;0;0;0;0;0
;Médecine physique et réadaptation;19.0;10;9;1;9;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0
;Biologie clinique;5.0;3;2;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
;Radiodiagnostic;41.0;9;32;1;6;2;0;0;0;0;0;2;27;3;0;0;0;0;0;0
;Radiothérapie - oncologie;14.0;9;5;0;5;4;0;0;0;0;0;1;2;2;0;0;0;0;0;0
;Médecine nucléaire;8.0;5;3;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
;Anatomie pathologique;13.0;5;8;1;3;1;0;0;0;0;0;1;7;0;0;0;0;0;0;0
;Oncologie médicale;18.0;10;8;0;4;6;0;0;0;0;0;0;3;5;0;0;0;0;0;0
;Médecine du travail;13.0;9;4;0;0;2;1;2;3;1;0;0;1;1;0;0;0;0;2;0
"Flandre
occidentale";Toutes les spécialités;361.0;192;169;27;138;21;4;0;2;0;0;25;122;20;1;0;1;0;0;0
;Gériatrie;3.0;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine d'urgence;25.0;16;9;2;12;1;1;0;0;0;0;1;4;2;1;0;1;0;0;0
;Anesthésie-réanimation;32.0;14;18;1;10;3;0;0;0;0;0;3;13;2;0;0;0;0;0;0
;Chirurgie;23.0;6;17;1;2;2;1;0;0;0;0;3;13;1;0;0;0;0;0;0
;Neurochirurgie;1.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";1.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Urologie;14.0;5;9;0;3;2;0;0;0;0;0;2;7;0;0;0;0;0;0;0
;Chirurgie orthopédique;28.0;4;24;0;4;0;0;0;0;0;0;1;17;6;0;0;0;0;0;0
;Neurologie;4.0;3;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";5.0;5;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";19.0;10;9;1;6;1;1;0;1;0;0;0;7;2;0;0;0;0;0;0
;Pneumologie;3.0;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
;Gastro-entérologie;5.0;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Cardiologie;3.0;0;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
;Médecine interne;61.0;34;27;11;23;0;0;0;0;0;0;9;17;1;0;0;0;0;0;0
;Rhumatologie;2.0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;Médecine aiguë;3.0;2;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;28.0;25;3;3;22;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
;Ophtalmologie;9.0;7;2;1;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;12.0;8;4;2;5;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Stomatologie;6.0;1;5;0;0;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
;Dermato-vénéréologie;3.0;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;16.0;14;2;2;11;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Médecine physique et réadaptation;10.0;6;4;0;5;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0
;Biologie clinique;6.0;2;4;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Radiodiagnostic;26.0;9;17;0;8;1;0;0;0;0;0;1;16;0;0;0;0;0;0;0
;Radiothérapie - oncologie;1.0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anatomie pathologique;6.0;4;2;0;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oncologie médicale;2.0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine du travail;4.0;3;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0
Flandre orientale;Toutes les spécialités;767.0;444;323;39;314;76;12;2;1;0;0;22;218;75;7;1;0;0;0;0
;Gériatrie;12.0;9;3;0;5;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0
;Médecine d'urgence;61.0;34;27;1;21;9;3;0;0;0;0;0;16;9;2;0;0;0;0;0
;Médecine légale;1.0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;77.0;37;40;3;28;3;3;0;0;0;0;3;27;10;0;0;0;0;0;0
;Chirurgie;48.0;26;22;6;14;4;1;1;0;0;0;3;14;5;0;0;0;0;0;0
;Neurochirurgie;9.0;2;7;1;1;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";14.0;4;10;0;4;0;0;0;0;0;0;0;4;5;1;0;0;0;0;0
;Urologie;25.0;8;17;0;6;2;0;0;0;0;0;1;12;4;0;0;0;0;0;0
;Chirurgie orthopédique;39.0;11;28;1;7;3;0;0;0;0;0;3;17;8;0;0;0;0;0;0
;Neurologie;26.0;18;8;3;15;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";17.0;15;2;2;9;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";31.0;22;9;4;16;2;0;0;0;0;0;2;5;2;0;0;0;0;0;0
;Pneumologie;6.0;2;4;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0
;Gastro-entérologie;14.0;7;7;0;2;5;0;0;0;0;0;0;3;4;0;0;0;0;0;0
;Cardiologie;13.0;2;11;0;2;0;0;0;0;0;0;0;6;4;1;0;0;0;0;0
;Médecine interne;116.0;69;47;5;55;8;1;0;0;0;0;7;38;2;0;0;0;0;0;0
;Rhumatologie;3.0;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine aiguë;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Gynécologie-obstétrique;50.0;46;4;5;35;5;1;0;0;0;0;0;3;1;0;0;0;0;0;0
;Ophtalmologie;16.0;10;6;0;10;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
;Oto-rhino-laryngologie;17.0;13;4;1;9;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0
;Stomatologie;6.0;2;4;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
;Dermato-vénéréologie;13.0;13;0;1;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Pédiatrie;59.0;48;11;3;36;8;1;0;0;0;0;0;8;3;0;0;0;0;0;0
;Médecine physique et réadaptation;17.0;4;13;1;3;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0
;Biologie clinique;10.0;5;5;0;5;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
;Radiodiagnostic;35.0;13;22;0;10;2;0;1;0;0;0;1;16;4;1;0;0;0;0;0
;Radiothérapie - oncologie;7.0;3;4;1;2;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0
;Médecine nucléaire;6.0;3;3;0;0;3;0;0;0;0;0;0;2;0;1;0;0;0;0;0
;Anatomie pathologique;7.0;5;2;0;4;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;Oncologie médicale;7.0;5;2;0;1;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0
;Médecine du travail;4.0;3;1;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0
Anvers;Toutes les spécialités;810.0;451;359;40;305;95;6;3;1;1;0;31;241;74;5;5;3;0;0;0
;Gériatrie;13.0;9;4;0;7;2;0;0;0;0;0;0;0;2;1;0;1;0;0;0
;Médecine d'urgence;55.0;24;31;1;13;9;1;0;0;0;0;4;17;10;0;0;0;0;0;0
;Médecine légale;2.0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Anesthésie-réanimation;100.0;44;56;8;23;11;1;1;0;0;0;4;44;8;0;0;0;0;0;0
;Chirurgie;57.0;28;29;4;18;6;0;0;0;0;0;2;21;6;0;0;0;0;0;0
;Neurochirurgie;11.0;3;8;0;1;2;0;0;0;0;0;1;5;2;0;0;0;0;0;0
;"Chirurgie plastique, reconstructrice et
esthétique";8.0;2;6;0;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0
;Urologie;23.0;12;11;1;8;3;0;0;0;0;0;0;8;3;0;0;0;0;0;0
;Chirurgie orthopédique;42.0;20;22;3;12;5;0;0;0;0;0;1;17;4;0;0;0;0;0;0
;Neurologie;29.0;18;11;0;13;4;1;0;0;0;0;1;8;2;0;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie infanto-juvénile";18.0;16;2;0;11;4;1;0;0;0;0;1;0;0;1;0;0;0;0;0
;"Psychiatrie, particulièrement en
psychiatrie adulte";32.0;15;17;2;7;6;0;0;0;0;0;0;11;3;1;1;1;0;0;0
;Pneumologie;8.0;6;2;0;3;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0
;Gastro-entérologie;17.0;9;8;0;4;5;0;0;0;0;0;0;3;5;0;0;0;0;0;0
;Cardiologie;22.0;6;16;0;4;2;0;0;0;0;0;0;6;9;0;1;0;0;0;0
;Médecine interne;110.0;63;47;6;53;4;0;0;0;0;0;7;31;7;1;1;0;0;0;0
;Rhumatologie;1.0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Médecine aiguë;9.0;4;5;1;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
;Gynécologie-obstétrique;52.0;46;6;3;35;7;1;0;0;0;0;1;2;3;0;0;0;0;0;0
;Ophtalmologie;20.0;11;9;1;9;1;0;0;0;0;0;0;8;0;0;0;1;0;0;0
;Oto-rhino-laryngologie;22.0;14;8;3;9;2;0;0;0;0;0;3;4;1;0;0;0;0;0;0
;Stomatologie;5.0;3;2;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
