territoire;spécialité;total;genre_femme;genre_homme;femme_min25;femme_25-29;femme_30-34;femme_35-39;femme_40-44;femme_45-49;femme_50-54;femme_55-59;homme_min25;homme_25-29;homme_30-34;homme_35-39;homme_40-44;homme_45-49;homme_50-54;homme_55-59;homme_60-64
Région de Bruxelles Capitale;Radiodiagnostic;79;43;36;6;27;8;2;0;0;0;0;0;25;9;2;0;0;0;0;0
Région de Bruxelles Capitale;Radiothérapie-oncologie;11;5;6;0;5;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine nucléaire;12;3;9;0;3;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0
Région de Bruxelles Capitale;Anatomie pathologique;14;10;4;1;6;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Région de Bruxelles Capitale;Oncologie médicale;15;9;6;0;4;5;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Région de Bruxelles Capitale;Génétique clinique;5;4;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Région de Bruxelles Capitale;Médecine du travail;28;16;12;0;2;5;2;3;3;0;1;0;3;0;4;2;1;1;0;1
Brabant flamand;Toutes les spécialités;996;572;424;47;404;100;8;9;1;1;2;33;279;100;6;2;2;2;0;0
Brabant flamand;Gériatrie;20;12;8;0;7;5;0;0;0;0;0;0;3;5;0;0;0;0;0;0
Brabant flamand;Médecine d'urgence;55;29;26;5;15;7;2;0;0;0;0;1;16;7;0;1;1;0;0;0
Brabant flamand;Médecine légale;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant flamand;Anesthésie-réanimation;102;44;58;2;31;9;0;2;0;0;0;3;42;13;0;0;0;0;0;0
Brabant flamand;Chirurgie;50;24;26;1;13;9;1;0;0;0;0;3;16;6;0;0;1;0;0;0
Brabant flamand;Neurochirurgie;9;3;6;0;2;1;0;0;0;0;0;1;4;1;0;0;0;0;0;0
Brabant flamand;Chirurgie plastique, reconstructive et esthétique;9;4;5;0;2;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0
Brabant flamand;Urologie;22;10;12;1;7;2;0;0;0;0;0;1;7;3;1;0;0;0;0;0
Brabant flamand;Orthopédie;39;8;31;1;5;2;0;0;0;0;0;1;21;8;1;0;0;0;0;0
Brabant flamand;Neurologie;28;18;10;0;11;7;0;0;0;0;0;1;9;0;0;0;0;0;0;0
Brabant flamand;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;27;19;8;1;12;5;0;1;0;0;0;2;3;3;0;0;0;0;0;0
Brabant flamand;Psychiatrie, particulièrement en psychiatrie adulte;64;41;23;2;30;6;1;2;0;0;0;2;12;8;0;1;0;0;0;0
Brabant flamand;Pneumologie;15;8;7;0;5;3;0;0;0;0;0;0;2;5;0;0;0;0;0;0
Brabant flamand;Gastro-entérologie;20;14;6;0;7;6;0;1;0;0;0;0;3;3;0;0;0;0;0;0
Brabant flamand;Cardiologie;23;8;15;0;4;4;0;0;0;0;0;0;8;7;0;0;0;0;0;0
Brabant flamand;Médecine interne;137;85;52;11;68;6;0;0;0;0;0;10;39;2;1;0;0;0;0;0
Brabant flamand;Rhumatologie;6;3;3;0;1;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Brabant flamand;Médecine aiguë;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant flamand;Gynécologie-obstétrique;49;40;9;3;31;5;0;1;0;0;0;2;5;2;0;0;0;0;0;0
Brabant flamand;Ophtalmologie;36;20;16;6;14;0;0;0;0;0;0;0;15;0;1;0;0;0;0;0
Brabant flamand;Oto-rhino-laryngologie;23;16;7;2;14;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Brabant flamand;Stomatologie;21;12;9;0;11;1;0;0;0;0;0;3;5;1;0;0;0;0;0;0
Brabant flamand;Dermato-vénéréologie;31;26;5;2;24;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0
Brabant flamand;Pédiatrie;70;62;8;7;48;5;2;0;0;0;0;0;8;0;0;0;0;0;0;0
Brabant flamand;Médecine physique et réadaptation;19;12;7;0;12;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Brabant flamand;Biologie clinique;12;5;7;1;1;2;1;0;0;0;0;0;6;1;0;0;0;0;0;0
Brabant flamand;Radiodiagnostic;45;14;31;1;8;3;0;2;0;0;0;0;22;9;0;0;0;0;0;0
Brabant flamand;Radiothérapie-oncologie;11;3;8;0;3;0;0;0;0;0;0;1;4;2;1;0;0;0;0;0
Brabant flamand;Médecine nucléaire;5;2;3;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
Brabant flamand;Anatomie pathologique;16;10;6;0;8;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Brabant flamand;Oncologie médicale;13;9;4;0;5;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Brabant flamand;Génétique clinique;3;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brabant flamand;Médecine du travail;12;7;5;0;1;1;1;0;1;1;2;0;1;2;0;0;0;2;0;0
Flandre occidentale;Toutes les spécialités;383;210;173;30;148;27;2;0;1;2;0;31;119;20;0;2;0;1;0;0
Flandre occidentale;Gériatrie;5;5;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Médecine d'urgence;26;15;11;3;8;4;0;0;0;0;0;3;4;3;0;1;0;0;0;0
Flandre occidentale;Anesthésie-réanimation;32;13;19;1;9;3;0;0;0;0;0;4;15;0;0;0;0;0;0;0
Flandre occidentale;Chirurgie;23;11;12;0;10;1;0;0;0;0;0;0;12;0;0;0;0;0;0;0
Flandre occidentale;Neurochirurgie;3;2;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Flandre occidentale;Chirurgie plastique, reconstructive et esthétique;4;1;3;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Flandre occidentale;Urologie;16;7;9;2;5;0;0;0;0;0;0;3;5;1;0;0;0;0;0;0
Flandre occidentale;Orthopédie;29;10;19;0;7;3;0;0;0;0;0;1;13;5;0;0;0;0;0;0
Flandre occidentale;Neurologie;12;8;4;3;4;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;9;7;2;1;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Flandre occidentale;Psychiatrie, particulièrement en psychiatrie adulte;21;10;11;3;6;0;0;0;0;1;0;1;7;3;0;0;0;0;0;0
Flandre occidentale;Pneumologie;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Flandre occidentale;Gastro-entérologie;9;8;1;0;7;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flandre occidentale;Cardiologie;5;0;5;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
Flandre occidentale;Médecine interne;62;36;26;5;25;6;0;0;0;0;0;8;17;1;0;0;0;0;0;0
Flandre occidentale;Rhumatologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Gynécologie-obstétrique;20;15;5;0;13;2;0;0;0;0;0;2;3;0;0;0;0;0;0;0
Flandre occidentale;Ophtalmologie;9;3;6;0;3;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
Flandre occidentale;Oto-rhino-laryngologie;13;10;3;2;8;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
Flandre occidentale;Stomatologie;4;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Flandre occidentale;Dermato-vénéréologie;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Pédiatrie;20;18;2;6;11;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Flandre occidentale;Médecine physique et réadaptation;11;7;4;0;7;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
Flandre occidentale;Biologie clinique;7;3;4;0;1;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0
Flandre occidentale;Radiodiagnostic;17;3;14;2;1;0;0;0;0;0;0;2;10;1;0;1;0;0;0;0
Flandre occidentale;Radiothérapie-oncologie;2;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Flandre occidentale;Médecine nucléaire;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Anatomie pathologique;4;3;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flandre occidentale;Oncologie médicale;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre occidentale;Génétique clinique;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Flandre occidentale;Médecine du travail;7;4;3;0;1;1;0;0;1;1;0;0;0;2;0;0;0;1;0;0
Flandre orientale;Toutes les spécialités;917;529;388;53;373;92;6;5;0;0;0;41;259;70;10;6;1;0;1;0
Flandre orientale;Gériatrie;13;9;4;0;5;4;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Flandre orientale;Médecine d'urgence;68;42;26;5;24;12;0;1;0;0;0;1;16;8;1;0;0;0;0;0
Flandre orientale;Médecine légale;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flandre orientale;Anesthésie-réanimation;73;34;39;4;26;4;0;0;0;0;0;2;29;6;1;1;0;0;0;0
Flandre orientale;Chirurgie;51;29;22;3;19;6;1;0;0;0;0;3;17;2;0;0;0;0;0;0
Flandre orientale;Neurochirurgie;14;2;12;0;1;1;0;0;0;0;0;0;9;3;0;0;0;0;0;0
Flandre orientale;Chirurgie plastique, reconstructive et esthétique;12;7;5;0;4;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Flandre orientale;Urologie;29;15;14;0;10;5;0;0;0;0;0;1;9;4;0;0;0;0;0;0
Flandre orientale;Orthopédie;37;6;31;1;4;0;1;0;0;0;0;4;22;5;0;0;0;0;0;0
Flandre orientale;Neurologie;33;22;11;4;14;3;1;0;0;0;0;3;7;1;0;0;0;0;0;0
Flandre orientale;Psychiatrie, particulièrement en psychiatrie infanto-juvénile;21;17;4;1;14;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Flandre orientale;Psychiatrie, particulièrement en psychiatrie adulte;45;25;20;2;22;1;0;0;0;0;0;2;15;3;0;0;0;0;0;0
Flandre orientale;Pneumologie;11;6;5;0;6;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Flandre orientale;Gastro-entérologie;18;11;7;0;8;3;0;0;0;0;0;0;4;3;0;0;0;0;0;0
Flandre orientale;Cardiologie;11;5;6;0;3;2;0;0;0;0;0;0;4;2;0;0;0;0;0;0
Flandre orientale;Médecine interne;149;87;62;15;67;4;0;1;0;0;0;7;46;8;0;1;0;0;0;0
Flandre orientale;Rhumatologie;9;6;3;0;3;2;1;0;0;0;0;0;3;0;0;0;0;0;0;0
Flandre orientale;Médecine aiguë;3;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Flandre orientale;Gynécologie-obstétrique;47;43;4;7;30;6;0;0;0;0;0;1;2;1;0;0;0;0;0;0
Flandre orientale;Ophtalmologie;26;16;10;2;13;1;0;0;0;0;0;2;8;0;0;0;0;0;0;0
Flandre orientale;Oto-rhino-laryngologie;19;17;2;1;15;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Flandre orientale;Stomatologie;9;2;7;0;2;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0
Flandre orientale;Dermato-vénéréologie;20;18;2;0;16;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Flandre orientale;Pédiatrie;59;44;15;4;35;5;0;0;0;0;0;2;11;2;0;0;0;0;0;0
Flandre orientale;Médecine physique et réadaptation;23;9;14;1;6;2;0;0;0;0;0;1;11;2;0;0;0;0;0;0
Flandre orientale;Biologie clinique;14;6;8;1;3;2;0;0;0;0;0;0;3;3;2;0;0;0;0;0
Flandre orientale;Radiodiagnostic;45;16;29;0;10;5;0;1;0;0;0;9;14;2;3;1;0;0;0;0
Flandre orientale;Radiothérapie-oncologie;10;4;6;0;2;2;0;0;0;0;0;0;5;0;0;0;1;0;0;0
Flandre orientale;Médecine nucléaire;7;3;4;1;1;1;0;0;0;0;0;1;2;0;0;1;0;0;0;0
Flandre orientale;Anatomie pathologique;12;8;4;0;5;2;0;1;0;0;0;0;2;1;0;1;0;0;0;0
Flandre orientale;Oncologie médicale;10;8;2;0;3;4;1;0;0;0;0;0;1;1;0;0;0;0;0;0
