gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
België;Klinische biologie;735;365;370;0;22;26;31;35;41;34;42;134;1;18;16;15;17;12;39;42;210
België;Röntgendiagnose;2033;642;1391;1;71;103;70;83;75;88;63;88;3;121;124;95;101;109;161;210;467
België;Radiotherapie-oncologie;263;154;109;0;11;21;26;23;19;17;17;20;0;8;12;16;16;13;4;20;20
België;Nucleaire geneeskunde;360;137;223;1;13;12;19;17;14;19;23;19;0;10;18;10;12;19;22;22;110
België;Pathologische anatomie;441;247;194;1;27;33;23;33;39;25;22;44;0;16;11;18;19;17;15;21;77
België;Medische oncologie;360;208;152;0;33;46;34;24;28;18;11;14;0;17;19;10;12;20;28;13;33
België;Klinische genetica;77;49;28;0;0;5;8;8;11;7;3;7;0;0;0;7;2;6;6;4;3
België;Arbeidsgeneeskunde;1211;672;539;1;9;19;48;120;121;108;109;137;0;2;9;8;49;35;46;91;299
België;Verzekeringsgeneeskunde en medische expertise;621;199;422;0;2;0;3;8;34;37;44;71;0;1;2;0;9;19;35;90;266
Vlaams Gewest;Alle specialiteiten;17309;7628;9681;19;999;1250;1014;1065;1061;793;546;881;14;697;807;696;923;910;1006;1217;3411
Vlaams Gewest;Geriatrie;262;162;100;0;31;33;20;23;25;11;8;11;0;10;6;7;6;9;7;12;43
Vlaams Gewest;Urgentiegeneeskunde;213;114;99;0;42;41;18;5;4;4;0;0;0;40;32;12;8;5;0;2;0
Vlaams Gewest;Gerechtelijke geneeskunde;7;3;4;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2
Vlaams Gewest;Beheer van gezondheidsgegevens;25;9;16;0;0;0;0;1;0;3;3;2;0;0;0;0;1;2;3;4;6
Vlaams Gewest;Anesthesie-reanimatie;1698;718;980;2;85;133;88;97;103;77;44;89;0;121;109;85;112;118;107;109;219
Vlaams Gewest;Heelkunde;1040;246;794;0;33;58;38;40;35;9;11;22;0;36;70;67;80;82;85;93;281
Vlaams Gewest;Neurochirurgie;167;19;148;0;3;5;1;2;4;4;0;0;0;10;21;19;21;20;11;12;34
Vlaams Gewest;Plastische, reconstructieve en esthetische heelkunde;187;54;133;0;10;12;7;3;6;4;4;8;0;8;12;12;10;18;19;18;36
Vlaams Gewest;Urologie;336;61;275;0;13;17;13;6;7;2;2;1;0;21;37;20;30;33;23;32;79
Vlaams Gewest;Orthopedische heelkunde;814;101;713;0;22;21;20;5;16;7;5;5;0;53;78;60;90;65;76;101;190
Vlaams Gewest;Neurologie;412;213;199;1;41;43;43;26;18;21;6;14;0;19;15;19;27;22;16;27;54
Vlaams Gewest;Psychiatrie;266;139;127;0;0;0;2;2;46;58;23;8;0;0;0;0;5;38;44;23;17
Vlaams Gewest;Neuropsychiatrie;105;24;81;0;0;0;0;0;0;0;4;20;0;0;0;0;0;0;0;4;77
Vlaams Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;289;241;48;0;25;49;41;57;29;7;12;21;0;3;3;9;7;4;2;5;15
Vlaams Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;648;301;347;0;41;52;63;60;17;4;13;51;0;29;21;23;44;14;3;34;179
Vlaams Gewest;Pneumologie;383;177;206;0;19;39;38;33;25;8;9;6;0;15;18;15;20;14;24;36;64
Vlaams Gewest;Gastro-enterologie;478;179;299;0;34;45;28;26;23;10;7;6;0;26;29;25;35;29;33;42;80
Vlaams Gewest;Cardiologie;735;151;584;0;14;34;26;26;22;17;5;7;0;41;64;60;77;57;74;57;154
Vlaams Gewest;Inwendige geneeskunde;1003;432;571;0;61;82;73;72;56;33;26;29;0;39;33;30;40;55;57;58;259
Vlaams Gewest;Reumatologie;156;78;78;0;10;17;6;8;13;11;5;8;0;1;7;4;7;6;6;7;40
Vlaams Gewest;Acute geneeskunde;140;61;79;0;6;9;8;14;11;6;3;4;0;2;5;9;13;25;11;8;6
Vlaams Gewest;Gynaecologie-verloskunde;950;555;395;0;110;106;78;73;74;51;33;30;0;12;11;21;25;29;44;55;198
Vlaams Gewest;Oftalmologie;831;532;299;12;61;67;53;52;66;53;48;120;10;21;18;19;14;24;32;34;127
Vlaams Gewest;Otorhinolaryngologie;445;216;229;2;39;38;30;25;22;27;13;20;0;7;15;14;25;19;19;31;99
Vlaams Gewest;Stomatologie;247;66;181;0;12;12;13;3;14;2;3;7;0;22;21;20;21;13;17;28;39
Vlaams Gewest;Dermato-venereologie;513;385;128;0;48;43;40;59;54;42;28;71;0;1;12;6;7;14;16;11;61
Vlaams Gewest;Pediatrie;1046;736;310;0;108;113;86;101;100;92;40;96;0;12;21;16;22;30;21;36;152
Vlaams Gewest;Fysische geneeskunde en revalidatie;403;183;220;0;24;25;17;29;28;18;21;21;0;28;18;13;18;14;23;18;88
Vlaams Gewest;Klinische biologie;396;187;209;0;17;15;22;25;27;18;18;45;1;9;9;11;12;10;31;24;102
Vlaams Gewest;Röntgendiagnose;1140;321;819;0;35;57;34;44;47;42;28;34;3;78;79;55;70;59;107;123;245
Vlaams Gewest;Radiotherapie-oncologie;167;94;73;0;8;13;17;19;13;14;7;3;0;5;9;11;9;7;2;15;15
Vlaams Gewest;Nucleaire geneeskunde;172;64;108;0;7;8;10;9;9;9;8;4;0;4;10;6;4;12;13;13;46
Vlaams Gewest;Pathologische anatomie;276;144;132;1;15;17;18;23;23;17;12;18;0;12;5;13;16;13;10;10;53
Vlaams Gewest;Medische oncologie;182;112;70;0;16;28;19;15;14;10;7;3;0;9;10;4;5;14;12;7;9
Vlaams Gewest;Klinische genetica;48;29;19;0;0;1;6;4;6;5;3;4;0;0;0;5;0;4;5;3;2
Vlaams Gewest;Arbeidsgeneeskunde;786;415;371;1;6;15;35;75;78;74;64;67;0;2;6;6;38;20;34;71;194
Vlaams Gewest;Verzekeringsgeneeskunde en medische expertise;343;106;237;0;2;0;3;3;26;23;23;26;0;1;2;0;4;12;19;53;146
Waals Gewest;Alle specialiteiten;10077;4436;5641;10;448;615;534;611;559;455;402;802;8;313;388;358;454;531;622;685;2282
Waals Gewest;Geriatrie;128;96;32;0;11;22;18;13;12;12;4;4;0;2;2;6;2;4;1;6;9
Waals Gewest;Urgentiegeneeskunde;153;65;88;0;20;23;14;2;6;0;0;0;0;21;22;14;9;14;4;2;2
Waals Gewest;Gerechtelijke geneeskunde;6;2;4;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;0;1
Waals Gewest;Beheer van gezondheidsgegevens;19;6;13;0;0;0;0;0;1;0;4;1;0;0;0;0;0;2;2;6;3
Waals Gewest;Anesthesie-reanimatie;956;369;587;1;35;59;48;55;49;30;20;72;0;59;65;51;68;71;67;66;140
Waals Gewest;Heelkunde;591;131;460;0;16;24;16;13;18;19;10;15;0;12;21;31;36;43;46;58;213
Waals Gewest;Neurochirurgie;79;14;65;0;1;6;1;1;2;1;2;0;0;6;10;3;9;7;8;4;18
Waals Gewest;Plastische, reconstructieve en esthetische heelkunde;88;26;62;0;2;4;4;5;1;4;4;2;0;5;6;13;6;5;7;10;10
Waals Gewest;Urologie;162;31;131;0;8;3;4;7;0;5;3;1;0;5;16;10;12;17;12;10;49
Waals Gewest;Orthopedische heelkunde;423;48;375;0;8;5;9;9;5;3;2;7;0;20;36;34;31;36;43;46;129
Waals Gewest;Neurologie;224;110;114;0;11;18;13;17;20;11;11;9;0;6;11;6;14;8;23;17;29
Waals Gewest;Psychiatrie;410;181;229;0;1;4;6;21;31;32;31;55;0;0;3;2;13;20;26;29;136
Waals Gewest;Neuropsychiatrie;47;6;41;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;2;39
Waals Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;84;60;24;0;6;15;14;7;11;1;0;6;0;3;3;1;5;3;3;2;4
Waals Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;171;106;65;0;11;23;25;24;17;1;2;3;0;9;8;12;13;10;7;1;5
Waals Gewest;Pneumologie;251;102;149;0;10;16;18;18;13;7;5;15;0;12;10;6;14;17;18;20;52
Waals Gewest;Gastro-enterologie;278;101;177;0;8;22;20;11;10;8;10;12;0;5;9;6;18;19;26;29;65
Waals Gewest;Cardiologie;467;133;334;0;15;22;20;19;17;15;14;11;0;18;24;21;29;37;40;40;125
Waals Gewest;Inwendige geneeskunde;709;293;416;0;36;50;42;51;42;28;9;35;0;27;13;25;36;38;58;52;167
Waals Gewest;Reumatologie;108;54;54;0;7;3;8;7;6;9;2;12;0;3;4;2;1;3;3;11;27
Waals Gewest;Acute geneeskunde;135;60;75;0;2;0;3;12;23;7;5;8;0;2;2;1;7;18;16;13;16
Waals Gewest;Gynaecologie-verloskunde;643;376;267;0;60;56;40;48;47;40;31;54;0;4;11;12;17;24;30;28;141
Waals Gewest;Oftalmologie;395;227;168;7;18;25;25;30;18;21;17;66;7;16;15;10;12;15;19;15;59
Waals Gewest;Otorhinolaryngologie;275;132;143;0;17;15;16;16;18;21;12;17;0;7;7;8;9;8;16;20;68
Waals Gewest;Stomatologie;101;25;76;0;0;4;3;5;4;1;3;5;1;6;6;3;2;9;9;4;36
Waals Gewest;Dermato-venereologie;269;191;78;0;23;17;23;19;24;26;17;42;0;4;6;1;6;3;7;12;39
Waals Gewest;Pediatrie;734;507;227;1;65;84;63;78;50;37;39;90;0;6;18;17;10;16;22;17;121
Waals Gewest;Fysische geneeskunde en revalidatie;205;108;97;0;8;17;11;14;14;10;12;22;0;5;3;12;9;3;12;10;43
Waals Gewest;Klinische biologie;239;124;115;0;5;7;6;9;8;10;16;63;0;5;6;3;4;1;4;13;79
Waals Gewest;Röntgendiagnose;667;218;449;0;17;31;25;31;19;32;31;32;0;30;29;30;26;42;41;72;179
Waals Gewest;Radiotherapie-oncologie;75;43;32;0;2;6;8;3;3;1;8;12;0;3;2;4;7;6;2;4;4
Waals Gewest;Nucleaire geneeskunde;141;55;86;1;3;3;5;6;4;10;11;12;0;5;4;2;5;3;8;8;51
Waals Gewest;Pathologische anatomie;119;72;47;0;9;11;3;6;14;6;7;16;0;3;6;5;3;2;4;7;17
Waals Gewest;Medische oncologie;119;65;54;0;11;13;8;5;11;6;3;8;0;4;7;2;4;4;13;4;16
Waals Gewest;Klinische genetica;19;12;7;0;0;3;2;2;3;1;0;1;0;0;0;2;1;2;1;1;0
Waals Gewest;Arbeidsgeneeskunde;348;212;136;0;2;4;13;40;33;28;36;56;0;0;3;2;11;14;11;15;80
Waals Gewest;Verzekeringsgeneeskunde en medische expertise;239;75;164;0;0;0;0;5;5;12;20;33;0;0;0;0;3;7;13;31;110
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;4030;2021;2009;4;284;289;222;231;204;182;176;429;5;223;177;131;154;150;154;213;802
Brussels Hoofdstedelijk Gewest;Geriatrie;42;29;13;0;6;6;6;4;4;1;1;1;0;1;1;2;1;0;1;2;5
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;55;31;24;0;6;11;6;4;1;1;2;0;0;4;8;4;4;1;2;0;1
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Beheer van gezondheidsgegevens;13;7;6;0;0;0;0;0;1;4;1;1;0;0;0;1;0;0;2;1;2
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;309;150;159;0;24;26;16;8;19;12;5;40;0;39;19;16;13;18;14;13;27
Brussels Hoofdstedelijk Gewest;Heelkunde;210;59;151;0;6;13;9;8;3;4;3;13;0;15;20;7;11;15;10;10;63
Brussels Hoofdstedelijk Gewest;Neurochirurgie;19;4;15;0;0;2;0;0;1;1;0;0;0;0;0;1;2;2;0;4;6
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;38;9;29;0;3;0;1;2;0;0;1;2;0;4;3;3;3;4;1;3;8
Brussels Hoofdstedelijk Gewest;Urologie;52;6;46;0;1;1;2;2;0;0;0;0;0;4;5;2;4;3;2;6;20
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;114;19;95;0;4;1;1;1;4;2;2;4;0;12;7;6;7;8;6;13;36
Brussels Hoofdstedelijk Gewest;Neurologie;99;59;40;0;15;7;7;7;5;8;4;6;0;5;6;5;7;2;5;5;5
Brussels Hoofdstedelijk Gewest;Psychiatrie;245;107;138;0;0;1;2;6;18;23;23;34;0;0;0;0;5;7;14;22;90
Brussels Hoofdstedelijk Gewest;Neuropsychiatrie;24;8;16;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;16
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;64;47;17;0;8;12;12;7;3;3;0;2;0;5;4;4;1;0;0;2;1
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;125;73;52;0;12;19;7;13;9;4;4;5;0;11;8;8;13;5;1;2;4
Brussels Hoofdstedelijk Gewest;Pneumologie;78;36;42;0;6;4;10;5;5;1;1;4;0;7;1;1;5;2;3;6;17
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;115;44;71;0;7;7;4;8;5;3;2;8;0;10;7;4;6;5;7;6;26
Brussels Hoofdstedelijk Gewest;Cardiologie;212;83;129;0;11;13;17;9;3;7;9;14;0;14;13;8;14;10;10;16;44
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;361;156;205;0;22;33;19;29;14;9;9;21;0;27;15;19;15;16;16;16;81
Brussels Hoofdstedelijk Gewest;Reumatologie;39;18;21;0;2;1;1;2;3;3;3;3;0;0;1;0;0;3;2;2;13
Brussels Hoofdstedelijk Gewest;Acute geneeskunde;27;14;13;0;0;2;2;2;5;0;2;1;0;1;0;0;1;2;2;4;3
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;295;187;108;0;35;32;19;19;13;14;20;35;0;5;7;4;11;5;8;12;56
Brussels Hoofdstedelijk Gewest;Oftalmologie;174;110;64;3;17;14;11;13;5;6;10;31;4;7;6;4;6;7;5;5;20
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;87;39;48;0;5;3;1;8;7;4;2;9;0;4;2;3;1;3;7;6;22
Brussels Hoofdstedelijk Gewest;Stomatologie;59;18;41;0;3;0;2;1;2;2;2;6;0;7;6;2;2;2;1;3;18
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;138;100;38;0;12;11;6;9;11;10;12;29;1;2;2;2;2;1;4;6;18
Brussels Hoofdstedelijk Gewest;Pediatrie;361;254;107;0;40;33;32;32;22;21;22;52;0;13;10;6;5;10;5;6;52
Brussels Hoofdstedelijk Gewest;Fysische geneeskunde en revalidatie;49;29;20;0;6;4;1;5;2;4;4;3;0;3;2;0;0;1;0;3;11
Brussels Hoofdstedelijk Gewest;Klinische biologie;100;54;46;0;0;4;3;1;6;6;8;26;0;4;1;1;1;1;4;5;29
Brussels Hoofdstedelijk Gewest;Röntgendiagnose;226;103;123;1;19;15;11;8;9;14;4;22;0;13;16;10;5;8;13;15;43
Brussels Hoofdstedelijk Gewest;Radiotherapie-oncologie;21;17;4;0;1;2;1;1;3;2;2;5;0;0;1;1;0;0;0;1;1
Brussels Hoofdstedelijk Gewest;Nucleaire geneeskunde;47;18;29;0;3;1;4;2;1;0;4;3;0;1;4;2;3;4;1;1;13
Brussels Hoofdstedelijk Gewest;Pathologische anatomie;46;31;15;0;3;5;2;4;2;2;3;10;0;1;0;0;0;2;1;4;7
Brussels Hoofdstedelijk Gewest;Medische oncologie;59;31;28;0;6;5;7;4;3;2;1;3;0;4;2;4;3;2;3;2;8
Brussels Hoofdstedelijk Gewest;Klinische genetica;10;8;2;0;0;1;0;2;2;1;0;2;0;0;0;0;1;0;0;0;1
Brussels Hoofdstedelijk Gewest;Arbeidsgeneeskunde;77;45;32;0;1;0;0;5;10;6;9;14;0;0;0;0;0;1;1;5;25
Brussels Hoofdstedelijk Gewest;Verzekeringsgeneeskunde en medische expertise;39;18;21;0;0;0;0;0;3;2;1;12;0;0;0;0;2;0;3;6;10
Vlaams Brabant;Alle specialiteiten;4649;2215;2434;4;237;358;298;352;307;216;168;275;4;175;211;174;235;231;261;331;812
Vlaams Brabant;Geriatrie;57;40;17;0;3;7;7;6;9;2;2;4;0;2;1;1;2;1;2;1;7
Vlaams Brabant;Urgentiegeneeskunde;52;23;29;0;4;7;5;3;2;2;0;0;0;10;10;2;3;2;0;2;0
Vlaams Brabant;Gerechtelijke geneeskunde;3;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Vlaams Brabant;Beheer van gezondheidsgegevens;11;6;5;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;1;4
Vlaams Brabant;Anesthesie-reanimatie;392;169;223;0;18;28;23;24;25;14;10;27;0;31;24;21;29;19;26;36;37
Vlaams Brabant;Heelkunde;304;80;224;0;9;22;10;19;12;3;1;4;0;13;23;22;23;21;22;18;82
Vlaams Brabant;Neurochirurgie;36;6;30;0;3;0;1;0;1;1;0;0;0;1;5;6;2;6;4;2;4
Vlaams Brabant;Plastische, reconstructieve en esthetische heelkunde;40;15;25;0;1;4;3;2;4;1;0;0;0;2;1;2;0;4;6;4;6
Vlaams Brabant;Urologie;66;12;54;0;1;2;3;1;3;1;1;0;0;2;9;4;6;6;4;10;13
Vlaams Brabant;Orthopedische heelkunde;181;27;154;0;4;7;4;2;3;3;1;3;0;7;21;14;25;14;16;22;35
Vlaams Brabant;Neurologie;98;55;43;1;11;10;6;5;10;4;3;5;0;1;3;3;7;7;2;5;15
Vlaams Brabant;Psychiatrie;73;41;32;0;0;0;1;1;13;13;9;4;0;0;0;0;3;3;10;6;10
Vlaams Brabant;Neuropsychiatrie;32;7;25;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;1;24
Vlaams Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;83;72;11;0;9;9;11;20;10;1;4;8;0;1;0;0;2;1;0;4;3
Vlaams Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;167;80;87;0;8;11;16;25;5;0;7;8;0;6;7;8;9;4;1;7;45
Vlaams Brabant;Pneumologie;106;55;51;0;5;13;12;11;6;3;3;2;0;7;5;1;6;4;4;11;13
Vlaams Brabant;Gastro-enterologie;117;46;71;0;7;7;10;6;9;3;3;1;0;6;7;7;6;5;10;11;19
Vlaams Brabant;Cardiologie;205;44;161;0;3;11;7;8;6;5;2;2;0;9;20;16;19;13;23;20;41
Vlaams Brabant;Inwendige geneeskunde;313;140;173;0;21;28;19;27;16;7;12;10;0;16;8;14;13;23;18;19;62
Vlaams Brabant;Reumatologie;34;16;18;0;1;3;2;4;3;2;0;1;0;0;2;0;2;5;1;1;7
Vlaams Brabant;Acute geneeskunde;55;26;29;0;3;8;3;4;5;2;0;1;0;1;3;2;3;11;6;2;1
Vlaams Brabant;Gynaecologie-verloskunde;274;169;105;0;25;32;28;23;22;14;11;14;0;3;2;6;10;9;9;19;47
Vlaams Brabant;Oftalmologie;229;151;78;3;17;19;15;17;15;18;9;38;4;6;7;6;3;9;7;12;24
Vlaams Brabant;Otorhinolaryngologie;109;59;50;0;8;16;7;7;5;7;3;6;0;2;3;5;6;1;3;8;22
Vlaams Brabant;Stomatologie;60;21;39;0;3;4;4;1;3;1;0;5;0;10;5;3;5;0;3;4;9
Vlaams Brabant;Dermato-venereologie;142;115;27;0;18;11;12;25;13;9;5;22;0;0;2;0;0;9;6;2;8
Vlaams Brabant;Pediatrie;317;229;88;0;21;36;36;35;31;30;10;30;0;3;7;6;6;9;8;15;34
Vlaams Brabant;Fysische geneeskunde en revalidatie;96;48;48;0;8;8;5;8;5;1;6;7;0;6;3;2;2;3;3;2;27
Vlaams Brabant;Klinische biologie;124;53;71;0;5;2;4;8;8;2;8;16;0;3;2;2;3;3;9;8;41
Vlaams Brabant;Röntgendiagnose;311;107;204;0;9;19;12;12;19;15;8;13;0;18;21;13;21;16;30;28;57
Vlaams Brabant;Radiotherapie-oncologie;45;29;16;0;3;5;3;3;5;5;5;0;0;2;2;2;2;1;1;3;3
Vlaams Brabant;Nucleaire geneeskunde;47;25;22;0;3;4;5;2;2;5;2;2;0;1;1;1;1;3;4;4;7
Vlaams Brabant;Pathologische anatomie;74;43;31;0;2;7;6;9;4;4;4;7;0;4;1;4;4;1;2;2;13
Vlaams Brabant;Medische oncologie;58;34;24;0;3;10;4;7;2;3;3;2;0;2;3;0;2;7;4;2;4
Vlaams Brabant;Klinische genetica;23;14;9;0;0;1;3;3;2;3;2;0;0;0;0;1;0;1;3;3;1
Vlaams Brabant;Arbeidsgeneeskunde;217;118;99;0;1;5;10;22;22;21;19;18;0;0;2;0;9;6;9;19;54
Vlaams Brabant;Verzekeringsgeneeskunde en medische expertise;98;38;60;0;0;0;1;2;7;10;11;7;0;0;1;0;1;4;5;17;32
West-Vlaanderen;Alle specialiteiten;2775;1039;1736;0;162;165;131;126;140;118;61;136;1;101;114;118;140;143;166;208;745
West-Vlaanderen;Geriatrie;54;34;20;0;11;7;3;4;3;3;1;2;0;0;1;2;1;1;1;4;10
West-Vlaanderen;Urgentiegeneeskunde;26;14;12;0;6;5;3;0;0;0;0;0;0;7;3;1;1;0;0;0;0
West-Vlaanderen;Beheer van gezondheidsgegevens;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
West-Vlaanderen;Anesthesie-reanimatie;314;121;193;0;19;17;13;16;18;14;9;15;0;13;17;14;27;22;22;19;59
West-Vlaanderen;Heelkunde;150;28;122;0;4;9;2;7;2;0;1;3;0;4;7;8;8;10;10;15;60
West-Vlaanderen;Neurochirurgie;27;2;25;0;0;1;0;0;1;0;0;0;0;3;4;2;5;2;0;2;7
West-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;27;7;20;0;2;3;0;0;0;1;0;1;0;1;0;4;2;2;2;3;6
West-Vlaanderen;Urologie;65;7;58;0;0;5;0;0;2;0;0;0;0;2;7;4;6;9;6;4;20
West-Vlaanderen;Orthopedische heelkunde;160;13;147;0;4;2;2;0;2;2;1;0;0;15;12;11;12;12;18;23;44
West-Vlaanderen;Neurologie;63;24;39;0;3;4;8;2;2;5;0;0;0;5;1;1;5;4;2;10;11
West-Vlaanderen;Psychiatrie;32;11;21;0;0;0;1;0;2;7;0;1;0;0;0;0;0;6;8;4;3
West-Vlaanderen;Neuropsychiatrie;17;3;14;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;14
West-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;29;25;4;0;3;6;2;4;3;0;1;6;0;0;0;0;1;0;0;0;3
West-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;93;39;54;0;5;9;10;5;0;0;1;9;0;4;4;4;4;1;2;4;31
West-Vlaanderen;Pneumologie;59;25;34;0;3;4;7;5;3;1;2;0;0;2;1;2;3;0;5;5;16
West-Vlaanderen;Gastro-enterologie;80;25;55;0;6;8;3;3;2;2;1;0;0;2;6;4;8;5;4;9;17
West-Vlaanderen;Cardiologie;104;13;91;0;1;2;5;1;1;2;0;1;0;4;10;8;9;11;10;4;35
West-Vlaanderen;Inwendige geneeskunde;127;38;89;0;4;6;10;8;5;2;2;1;0;6;3;3;4;9;7;5;52
West-Vlaanderen;Reumatologie;21;10;11;0;2;2;0;0;1;3;0;2;0;0;2;1;2;0;0;1;5
West-Vlaanderen;Acute geneeskunde;21;9;12;0;1;0;3;0;3;2;0;0;0;0;0;3;3;1;2;2;1
West-Vlaanderen;Gynaecologie-verloskunde;141;67;74;0;18;11;8;8;10;8;4;0;0;2;2;5;1;4;8;9;43
West-Vlaanderen;Oftalmologie;139;90;49;0;7;10;6;7;15;9;10;26;1;1;2;4;1;3;6;4;27
West-Vlaanderen;Otorhinolaryngologie;82;28;54;0;9;6;1;0;3;8;1;0;0;3;2;4;4;8;3;6;24
