gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_60-64;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64
Vlaams Gewest;Gynaecologie-verloskunde;195;170;25;15;126;26;3;0;0;0;0;4;15;5;1;0;0;0;0;0
Vlaams Gewest;Oftalmologie;84;53;31;4;45;3;1;0;0;0;0;4;23;3;0;0;1;0;0;0
Vlaams Gewest;Otorhinolaryngologie;72;56;16;8;39;8;0;1;0;0;0;3;11;2;0;0;0;0;0;0
Vlaams Gewest;Stomatologie;43;13;30;0;11;2;0;0;0;0;0;2;26;2;0;0;0;0;0;0
Vlaams Gewest;Dermato-venereologie;56;48;8;6;39;2;0;1;0;0;0;1;4;2;1;0;0;0;0;0
Vlaams Gewest;Pediatrie;210;182;28;17;136;26;3;0;0;0;0;2;20;6;0;0;0;0;0;0
Vlaams Gewest;Fysische geneeskunde en revalidatie;61;26;35;2;22;1;0;1;0;0;0;2;31;2;0;0;0;0;0;0
Vlaams Gewest;Klinische biologie;34;18;16;0;14;4;0;0;0;0;0;1;12;3;0;0;0;0;0;0
Vlaams Gewest;Rontgendiagnose;133;38;95;1;29;6;0;1;1;0;0;7;78;9;1;0;0;0;0;0
Vlaams Gewest;Radiotherapie - oncologie;27;15;12;1;10;4;0;0;0;0;0;1;8;2;0;1;0;0;0;0
Vlaams Gewest;Nucleaire geneeskunde;20;12;8;1;8;3;0;0;0;0;0;0;7;0;1;0;0;0;0;0
Vlaams Gewest;Pathologische anatomie;35;20;15;1;15;4;0;0;0;0;0;1;14;0;0;0;0;0;0;0
Vlaams Gewest;Medische oncologie;33;20;13;0;8;12;0;0;0;0;0;0;4;9;0;0;0;0;0;0
Vlaams Gewest;Arbeidsgeneeskunde;29;19;10;0;1;4;5;2;5;2;0;0;2;2;2;2;0;0;2;0
Waals Gewest;Alle specialiteiten;1624;929;695;89;687;126;15;5;6;0;1;69;490;112;10;4;5;2;1;2
Waals Gewest;Geriatrie;50;38;12;6;23;7;0;1;1;0;0;1;9;2;0;0;0;0;0;0
Waals Gewest;Urgentiegeneeskunde;148;73;75;3;55;11;1;0;3;0;0;3;53;13;3;0;2;1;0;0
Waals Gewest;Anesthesie-reanimatie;189;76;113;2;63;9;2;0;0;0;0;10;75;24;3;0;1;0;0;0
Waals Gewest;Heelkunde;109;59;50;3;46;10;0;0;0;0;0;7;34;8;0;1;0;0;0;0
Waals Gewest;Neurochirurgie;17;7;10;1;5;1;0;0;0;0;0;1;6;3;0;0;0;0;0;0
Waals Gewest;Plastische, reconstructieve en esthetische heelkunde;12;6;6;1;3;2;0;0;0;0;0;0;5;1;0;0;0;0;0;0
Waals Gewest;Urologie;26;12;14;0;8;4;0;0;0;0;0;1;11;2;0;0;0;0;0;0
Waals Gewest;Orthopedische heelkunde;76;29;47;2;22;5;0;0;0;0;0;3;41;2;0;0;1;0;0;0
Waals Gewest;Neurologie;41;21;20;4;15;2;0;0;0;0;0;4;9;7;0;0;0;0;0;0
Waals Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;29;21;8;4;14;3;0;0;0;0;0;2;5;1;0;0;0;0;0;0
Waals Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;51;31;20;0;21;7;2;1;0;0;0;1;18;1;0;0;0;0;0;0
Waals Gewest;Pneumologie;28;15;13;0;10;5;0;0;0;0;0;0;8;5;0;0;0;0;0;0
Waals Gewest;Gastro-enterologie;31;20;11;1;13;5;0;1;0;0;0;2;8;1;0;0;0;0;0;0
Waals Gewest;Cardiologie;48;22;26;2;12;7;0;0;0;0;1;1;15;10;0;0;0;0;0;0
Waals Gewest;Inwendige geneeskunde;197;113;84;15;90;6;1;1;0;0;0;15;66;3;0;0;0;0;0;0
Waals Gewest;Reumatologie;11;9;2;0;9;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Waals Gewest;Acute geneeskunde;4;1;3;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Waals Gewest;Gynaecologie-verloskunde;89;80;9;11;60;9;0;0;0;0;0;2;4;3;0;0;0;0;0;0
Waals Gewest;Oftalmologie;42;24;18;1;21;1;1;0;0;0;0;3;14;1;0;0;0;0;0;0
Waals Gewest;Otorhinolaryngologie;31;21;10;2;16;3;0;0;0;0;0;0;8;2;0;0;0;0;0;0
Waals Gewest;Stomatologie;13;5;8;0;5;0;0;0;0;0;0;1;4;3;0;0;0;0;0;0
Waals Gewest;Dermato-venereologie;24;19;5;5;14;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Waals Gewest;Pediatrie;143;122;21;18;90;13;1;0;0;0;0;2;19;0;0;0;0;0;0;0
Waals Gewest;Fysische geneeskunde en revalidatie;30;15;15;0;14;1;0;0;0;0;0;1;12;2;0;0;0;0;0;0
Waals Gewest;Klinische biologie;22;10;12;1;5;2;2;0;0;0;0;2;7;2;0;1;0;0;0;0
Waals Gewest;Rontgendiagnose;64;22;42;2;19;1;0;0;0;0;0;5;31;6;0;0;0;0;0;0
Waals Gewest;Radiotherapie - oncologie;14;8;6;2;5;1;0;0;0;0;0;1;2;2;1;0;0;0;0;0
Waals Gewest;Nucleaire geneeskunde;12;5;7;1;3;1;0;0;0;0;0;0;6;1;0;0;0;0;0;0
Waals Gewest;Pathologische anatomie;16;10;6;1;8;1;0;0;0;0;0;1;3;0;1;1;0;0;0;0
Waals Gewest;Medische oncologie;25;15;10;1;9;5;0;0;0;0;0;0;7;3;0;0;0;0;0;0
Waals Gewest;Arbeidsgeneeskunde;32;20;12;0;8;4;5;1;2;0;0;0;1;3;2;1;1;1;1;2
Brussels Hoofdstedelijk Gewest;Alle specialiteiten;1211;678;533;35;476;143;16;6;1;1;0;27;343;143;15;4;1;0;0;0
Brussels Hoofdstedelijk Gewest;Geriatrie;24;20;4;0;14;5;1;0;0;0;0;0;3;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Urgentiegeneeskunde;107;58;49;3;27;21;6;1;0;0;0;4;20;17;5;3;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gerechtelijke geneeskunde;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Anesthesie-reanimatie;133;63;70;1;43;17;2;0;0;0;0;1;45;21;3;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Heelkunde;79;35;44;2;28;5;0;0;0;0;0;1;25;16;2;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Neurochirurgie;12;4;8;0;3;1;0;0;0;0;0;0;6;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Plastische, reconstructieve en esthetische heelkunde;10;4;6;0;4;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Urologie;21;9;12;0;7;2;0;0;0;0;0;0;8;4;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Orthopedische heelkunde;51;12;39;0;6;6;0;0;0;0;0;2;26;11;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Neurologie;32;21;11;2;17;2;0;0;0;0;0;0;9;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;31;28;3;0;19;7;1;1;0;0;0;0;3;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Psychiatrie, meer bepaald volwassenpsychiatrie;64;35;29;1;22;8;1;1;1;1;0;0;20;8;0;0;1;0;0;0
Brussels Hoofdstedelijk Gewest;Pneumologie;15;10;5;0;5;5;0;0;0;0;0;0;3;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gastro-enterologie;18;10;8;0;5;5;0;0;0;0;0;0;3;4;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Cardiologie;26;13;13;0;4;9;0;0;0;0;0;0;2;10;1;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Inwendige geneeskunde;172;88;84;5;77;6;0;0;0;0;0;9;60;12;3;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Reumatologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Gynaecologie-verloskunde;58;54;4;6;36;12;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Oftalmologie;32;20;12;0;16;3;0;1;0;0;0;2;8;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Otorhinolaryngologie;21;8;13;0;7;1;0;0;0;0;0;1;9;3;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Stomatologie;17;5;12;1;4;0;0;0;0;0;0;1;9;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Dermato-venereologie;25;21;4;2;17;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Pediatrie;112;86;26;7;68;11;0;0;0;0;0;0;24;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Fysische geneeskunde en revalidatie;19;12;7;2;5;4;1;0;0;0;0;0;6;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Klinische biologie;15;3;12;1;1;0;1;0;0;0;0;2;4;6;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Rontgendiagnose;68;32;36;2;24;4;2;0;0;0;0;2;28;6;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Radiotherapie - oncologie;8;1;7;0;0;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Nucleaire geneeskunde;7;2;5;0;1;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Pathologische anatomie;15;11;4;0;10;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Medische oncologie;8;5;3;0;3;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Arbeidsgeneeskunde;8;6;2;0;2;1;1;2;0;0;0;0;0;1;0;1;0;0;0;0
Vlaams Brabant;Alle specialiteiten;906;509;397;41;350;99;10;4;4;1;0;28;270;90;7;0;0;0;2;0
Vlaams Brabant;Geriatrie;10;10;0;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vlaams Brabant;Urgentiegeneeskunde;39;19;20;3;12;4;0;0;0;0;0;0;12;7;1;0;0;0;0;0
Vlaams Brabant;Gerechtelijke geneeskunde;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Vlaams Brabant;Anesthesie-reanimatie;101;35;66;1;27;5;2;0;0;0;0;3;45;16;2;0;0;0;0;0
Vlaams Brabant;Heelkunde;44;23;21;0;15;8;0;0;0;0;0;0;19;2;0;0;0;0;0;0
Vlaams Brabant;Neurochirurgie;14;5;9;1;3;1;0;0;0;0;0;1;4;4;0;0;0;0;0;0
Vlaams Brabant;Plastische, reconstructieve en esthetische heelkunde;11;6;5;0;3;3;0;0;0;0;0;0;1;3;1;0;0;0;0;0
Vlaams Brabant;Urologie;21;13;8;3;8;2;0;0;0;0;0;2;4;2;0;0;0;0;0;0
Vlaams Brabant;Orthopedische heelkunde;34;7;27;0;4;3;0;0;0;0;0;3;17;6;1;0;0;0;0;0
Vlaams Brabant;Neurologie;31;23;8;1;15;7;0;0;0;0;0;2;5;1;0;0;0;0;0;0
Vlaams Brabant;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;23;18;5;1;15;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0
Vlaams Brabant;Psychiatrie, meer bepaald volwassenpsychiatrie;48;27;21;2;16;7;2;0;0;0;0;1;18;2;0;0;0;0;0;0
Vlaams Brabant;Pneumologie;12;6;6;0;4;2;0;0;0;0;0;0;3;3;0;0;0;0;0;0
Vlaams Brabant;Gastro-enterologie;17;9;8;0;5;4;0;0;0;0;0;0;2;6;0;0;0;0;0;0
Vlaams Brabant;Cardiologie;22;7;15;0;3;4;0;0;0;0;0;0;4;10;1;0;0;0;0;0
Vlaams Brabant;Inwendige geneeskunde;133;72;61;13;52;4;1;1;1;0;0;6;46;9;0;0;0;0;0;0
Vlaams Brabant;Reumatologie;4;3;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Vlaams Brabant;Acute geneeskunde;9;3;6;0;2;0;1;0;0;0;0;1;4;1;0;0;0;0;0;0
Vlaams Brabant;Gynaecologie-verloskunde;52;42;10;2;27;12;1;0;0;0;0;1;8;1;0;0;0;0;0;0
Vlaams Brabant;Oftalmologie;30;18;12;1;15;2;0;0;0;0;0;2;7;3;0;0;0;0;0;0
Vlaams Brabant;Otorhinolaryngologie;13;13;0;0;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Vlaams Brabant;Stomatologie;15;5;10;0;5;0;0;0;0;0;0;1;7;2;0;0;0;0;0;0
Vlaams Brabant;Dermato-venereologie;24;21;3;3;17;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0
Vlaams Brabant;Pediatrie;66;63;3;6;50;5;2;0;0;0;0;0;3;0;0;0;0;0;0;0
Vlaams Brabant;Fysische geneeskunde en revalidatie;19;10;9;1;9;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0
Vlaams Brabant;Klinische biologie;5;3;2;0;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Vlaams Brabant;Rontgendiagnose;41;9;32;1;6;2;0;0;0;0;0;2;27;3;0;0;0;0;0;0
Vlaams Brabant;Radiotherapie - oncologie;14;9;5;0;5;4;0;0;0;0;0;1;2;2;0;0;0;0;0;0
Vlaams Brabant;Nucleaire geneeskunde;8;5;3;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
Vlaams Brabant;Pathologische anatomie;13;5;8;1;3;1;0;0;0;0;0;1;7;0;0;0;0;0;0;0
Vlaams Brabant;Medische oncologie;18;10;8;0;4;6;0;0;0;0;0;0;3;5;0;0;0;0;0;0
Vlaams Brabant;Arbeidsgeneeskunde;13;9;4;0;0;2;1;2;3;1;0;0;1;1;0;0;0;0;2;0
West-Vlaanderen;Alle specialiteiten;361;192;169;27;138;21;4;0;2;0;0;25;122;20;1;0;1;0;0;0
West-Vlaanderen;Geriatrie;3;2;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
West-Vlaanderen;Urgentiegeneeskunde;25;16;9;2;12;1;1;0;0;0;0;1;4;2;1;0;1;0;0;0
West-Vlaanderen;Anesthesie-reanimatie;32;14;18;1;10;3;0;0;0;0;0;3;13;2;0;0;0;0;0;0
West-Vlaanderen;Heelkunde;23;6;17;1;2;2;1;0;0;0;0;3;13;1;0;0;0;0;0;0
West-Vlaanderen;Neurochirurgie;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
West-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
West-Vlaanderen;Urologie;14;5;9;0;3;2;0;0;0;0;0;2;7;0;0;0;0;0;0;0
West-Vlaanderen;Orthopedische heelkunde;28;4;24;0;4;0;0;0;0;0;0;1;17;6;0;0;0;0;0;0
West-Vlaanderen;Neurologie;4;3;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
West-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;5;5;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;19;10;9;1;6;1;1;0;1;0;0;0;7;2;0;0;0;0;0;0
West-Vlaanderen;Pneumologie;3;2;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
West-Vlaanderen;Gastro-enterologie;5;3;2;0;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
West-Vlaanderen;Cardiologie;3;0;3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
West-Vlaanderen;Inwendige geneeskunde;61;34;27;11;23;0;0;0;0;0;0;9;17;1;0;0;0;0;0;0
West-Vlaanderen;Reumatologie;2;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
West-Vlaanderen;Acute geneeskunde;3;2;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
West-Vlaanderen;Gynaecologie-verloskunde;28;25;3;3;22;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
West-Vlaanderen;Oftalmologie;9;7;2;1;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Otorhinolaryngologie;12;8;4;2;5;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0
West-Vlaanderen;Stomatologie;6;1;5;0;0;1;0;0;0;0;0;1;4;0;0;0;0;0;0;0
West-Vlaanderen;Dermato-venereologie;3;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Pediatrie;16;14;2;2;11;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Fysische geneeskunde en revalidatie;10;6;4;0;5;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0
West-Vlaanderen;Klinische biologie;6;2;4;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
West-Vlaanderen;Rontgendiagnose;26;9;17;0;8;1;0;0;0;0;0;1;16;0;0;0;0;0;0;0
West-Vlaanderen;Radiotherapie - oncologie;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Pathologische anatomie;6;4;2;0;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
West-Vlaanderen;Medische oncologie;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Arbeidsgeneeskunde;4;3;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0
Oost-Vlaanderen;Alle specialiteiten;767;444;323;39;314;76;12;2;1;0;0;22;218;75;7;1;0;0;0;0
Oost-Vlaanderen;Geriatrie;12;9;3;0;5;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0
Oost-Vlaanderen;Urgentiegeneeskunde;61;34;27;1;21;9;3;0;0;0;0;0;16;9;2;0;0;0;0;0
Oost-Vlaanderen;Gerechtelijke geneeskunde;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Anesthesie-reanimatie;77;37;40;3;28;3;3;0;0;0;0;3;27;10;0;0;0;0;0;0
Oost-Vlaanderen;Heelkunde;48;26;22;6;14;4;1;1;0;0;0;3;14;5;0;0;0;0;0;0
Oost-Vlaanderen;Neurochirurgie;9;2;7;1;1;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0
Oost-Vlaanderen;Plastische, reconstructieve en esthetische heelkunde;14;4;10;0;4;0;0;0;0;0;0;0;4;5;1;0;0;0;0;0
Oost-Vlaanderen;Urologie;25;8;17;0;6;2;0;0;0;0;0;1;12;4;0;0;0;0;0;0
Oost-Vlaanderen;Orthopedische heelkunde;39;11;28;1;7;3;0;0;0;0;0;3;17;8;0;0;0;0;0;0
Oost-Vlaanderen;Neurologie;26;18;8;3;15;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0
Oost-Vlaanderen;Psychiatrie, meer bepaald kinder- en jeugdpsychiatrie;17;15;2;2;9;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Oost-Vlaanderen;Psychiatrie, meer bepaald volwassenpsychiatrie;31;22;9;4;16;2;0;0;0;0;0;2;5;2;0;0;0;0;0;0
Oost-Vlaanderen;Pneumologie;6;2;4;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0
Oost-Vlaanderen;Gastro-enterologie;14;7;7;0;2;5;0;0;0;0;0;0;3;4;0;0;0;0;0;0
Oost-Vlaanderen;Cardiologie;13;2;11;0;2;0;0;0;0;0;0;0;6;4;1;0;0;0;0;0
Oost-Vlaanderen;Inwendige geneeskunde;116;69;47;5;55;8;1;0;0;0;0;7;38;2;0;0;0;0;0;0
Oost-Vlaanderen;Reumatologie;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Acute geneeskunde;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Gynaecologie-verloskunde;50;46;4;5;35;5;1;0;0;0;0;0;3;1;0;0;0;0;0;0
Oost-Vlaanderen;Oftalmologie;16;10;6;0;10;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0
Oost-Vlaanderen;Otorhinolaryngologie;17;13;4;1;9;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0
Oost-Vlaanderen;Stomatologie;6;2;4;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
Oost-Vlaanderen;Dermato-venereologie;13;13;0;1;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Pediatrie;59;48;11;3;36;8;1;0;0;0;0;0;8;3;0;0;0;0;0;0
Oost-Vlaanderen;Fysische geneeskunde en revalidatie;17;4;13;1;3;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0
Oost-Vlaanderen;Klinische biologie;10;5;5;0;5;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
Oost-Vlaanderen;Rontgendiagnose;35;13;22;0;10;2;0;1;0;0;0;1;16;4;1;0;0;0;0;0
