Territoire;Spécialité;Total;Total_Femmes;Total_Hommes;Femmes_20_24;Femmes_25_29;Femmes_30_34;Femmes_35_39;Femmes_40_44;Femmes_45_49;Femmes_50_54;Femmes_55_59;Femmes_60_64;Femmes_65plus;Hommes_20_24;Hommes_25_29;Hommes_30_34;Hommes_35_39;Hommes_40_44;Hommes_45_49;Hommes_50_54;Hommes_55_59;Hommes_60_64;Hommes_65plus
Belgique;NEPHROLOGIE;341;136;205;0;0;20;37;25;23;12;5;8;6;0;0;12;24;22;22;25;25;20;55
Belgique;MEDECINE D'URGENCE;451;120;331;0;0;3;19;27;24;22;6;11;8;0;0;3;21;45;54;55;51;48;54
Belgique;ENDOCRINO-DIABETOLOGIE;338;181;157;0;0;27;32;37;31;19;14;13;8;0;0;3;9;24;16;13;16;21;55
Belgique;NEONATOLOGIE;129;90;39;0;0;5;21;16;21;14;6;5;2;0;0;1;4;7;8;4;6;5;4
Belgique;ONCOLOGIE;299;108;191;0;0;13;30;38;13;5;7;2;0;0;0;3;13;30;28;35;36;32;14
Belgique;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;42;30;12;0;0;0;6;7;3;3;6;5;0;0;0;0;3;1;3;3;0;1;1
Belgique;HEMATOLOGIE CLINIQUE;152;75;77;0;0;13;19;17;9;8;5;3;1;0;0;3;6;16;5;19;7;9;12
Belgique;GESTION DE DONNEES DE SANTE;105;31;74;0;0;0;0;1;4;4;9;7;6;0;0;0;1;0;2;11;20;20;20
Région Flandre;MEDECINE NUCLEAIRE IN VITRO;112;38;74;0;0;0;0;3;6;11;12;2;4;0;0;0;0;1;6;10;15;18;24
Région Flandre;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;603;231;372;0;0;5;28;44;57;29;18;19;31;0;0;4;20;24;25;35;28;42;194
Région Flandre;GERIATRIE;105;35;70;0;0;0;9;5;11;3;4;2;1;0;0;0;2;4;2;3;8;8;43
Région Flandre;CHIRURGIE ORALE ET MAXILLO-FACIALE;132;23;109;0;0;2;9;3;6;0;1;2;0;0;0;4;22;17;10;17;13;9;17
Région Flandre;SOINS INTENSIFS;570;214;356;0;0;31;47;53;43;27;8;2;3;0;0;28;41;48;59;53;58;30;39
Région Flandre;NEUROLOGIE PEDIATRIQUE;53;37;16;0;0;4;8;6;7;3;2;4;3;0;0;0;0;1;3;1;2;3;6
Région Flandre;NEPHROLOGIE;188;77;111;0;0;14;23;14;13;4;4;4;1;0;0;9;15;14;11;14;11;9;28
Région Flandre;MEDECINE D'URGENCE;246;62;184;0;0;3;10;17;16;8;1;4;3;0;0;3;17;26;34;32;26;20;26
Région Flandre;ENDOCRINO-DIABETOLOGIE;162;94;68;0;0;18;19;11;16;13;9;7;1;0;0;1;4;12;8;5;7;10;21
Région Flandre;NEONATOLOGIE;66;43;23;0;0;3;10;5;9;10;4;2;0;0;0;1;2;2;5;3;5;2;3
Région Flandre;ONCOLOGIE;211;84;127;0;0;10;23;28;11;5;6;1;0;0;0;2;7;19;20;24;25;22;8
Région Flandre;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;25;19;6;0;0;0;4;5;1;3;4;2;0;0;0;0;1;0;2;2;0;0;1
Région Flandre;HEMATOLOGIE CLINIQUE;82;43;39;0;0;6;13;11;5;4;2;2;0;0;0;2;3;6;4;8;6;5;5
Région Flandre;GESTION DE DONNEES DE SANTE;45;9;36;0;0;0;0;0;1;1;3;2;2;0;0;0;1;0;2;7;7;8;11
Région Wallonie;MEDECINE NUCLEAIRE IN VITRO;67;29;38;0;0;0;0;0;2;5;12;4;6;0;0;1;0;0;0;3;6;12;16
Région Wallonie;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;273;89;184;0;0;0;1;12;14;7;12;16;27;0;0;0;1;6;4;19;19;23;112
Région Wallonie;GERIATRIE;43;14;29;0;0;0;0;4;3;2;2;1;2;0;0;0;0;0;2;3;2;4;18
Région Wallonie;CHIRURGIE ORALE ET MAXILLO-FACIALE;33;7;26;0;0;0;2;5;0;0;0;0;0;0;0;2;1;2;5;6;3;3;4
Région Wallonie;SOINS INTENSIFS;226;44;182;0;0;10;4;10;5;8;4;2;1;0;0;9;13;13;29;32;38;25;23
Région Wallonie;NEUROLOGIE PEDIATRIQUE;34;24;10;0;0;3;4;5;4;0;1;4;3;0;0;0;1;0;1;0;1;3;4
Région Wallonie;NEPHROLOGIE;103;37;66;0;0;3;8;7;7;5;1;3;3;0;0;1;5;6;7;8;10;11;18
Région Wallonie;MEDECINE D'URGENCE;165;43;122;0;0;0;6;9;7;10;3;4;4;0;0;0;4;14;15;20;24;23;22
Région Wallonie;ENDOCRINO-DIABETOLOGIE;120;59;61;0;0;4;9;17;15;3;5;3;3;0;0;2;3;9;5;6;8;8;20
Région Wallonie;NEONATOLOGIE;40;27;13;0;0;1;7;5;7;2;1;3;1;0;0;0;2;5;2;1;1;1;1
Région Wallonie;ONCOLOGIE;67;17;50;0;0;2;5;8;0;0;1;1;0;0;0;1;4;9;7;8;8;9;4
Région Wallonie;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;10;6;4;0;0;0;1;1;1;0;1;2;0;0;0;0;1;1;1;1;0;0;0
Région Wallonie;HEMATOLOGIE CLINIQUE;50;22;28;0;0;6;4;5;2;3;1;1;0;0;0;1;2;8;0;8;1;4;4
Région Wallonie;GESTION DE DONNEES DE SANTE;47;15;32;0;0;0;0;1;0;3;4;5;2;0;0;0;0;0;0;3;11;11;7
Région Région de Bruxelles-capitale;MEDECINE NUCLEAIRE IN VITRO;32;16;16;0;0;0;0;0;0;1;6;4;5;0;0;0;0;0;0;2;3;3;8
Région Région de Bruxelles-capitale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;103;41;62;0;0;0;2;3;5;2;5;11;13;0;0;0;1;2;7;1;8;10;33
Région Région de Bruxelles-capitale;GERIATRIE;9;3;6;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;4
Région Région de Bruxelles-capitale;CHIRURGIE ORALE ET MAXILLO-FACIALE;22;12;10;0;0;0;2;2;2;2;3;1;0;0;0;0;0;2;1;1;1;2;3
Région Région de Bruxelles-capitale;SOINS INTENSIFS;77;24;53;0;0;2;7;4;3;3;0;2;3;0;0;2;10;7;2;11;8;6;7
Région Région de Bruxelles-capitale;NEUROLOGIE PEDIATRIQUE;11;10;1;0;0;0;5;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1
Région Région de Bruxelles-capitale;NEPHROLOGIE;50;22;28;0;0;3;6;4;3;3;0;1;2;0;0;2;4;2;4;3;4;0;9
Région Région de Bruxelles-capitale;MEDECINE D'URGENCE;40;15;25;0;0;0;3;1;1;4;2;3;1;0;0;0;0;5;5;3;1;5;6
Région Région de Bruxelles-capitale;ENDOCRINO-DIABETOLOGIE;56;28;28;0;0;5;4;9;0;3;0;3;4;0;0;0;2;3;3;2;1;3;14
Région Région de Bruxelles-capitale;NEONATOLOGIE;23;20;3;0;0;1;4;6;5;2;1;0;1;0;0;0;0;0;1;0;0;2;0
Région Région de Bruxelles-capitale;ONCOLOGIE;21;7;14;0;0;1;2;2;2;0;0;0;0;0;0;0;2;2;1;3;3;1;2
Région Région de Bruxelles-capitale;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;7;5;2;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0
Région Région de Bruxelles-capitale;HEMATOLOGIE CLINIQUE;20;10;10;0;0;1;2;1;2;1;2;0;1;0;0;0;1;2;1;3;0;0;3
Région Région de Bruxelles-capitale;GESTION DE DONNEES DE SANTE;13;7;6;0;0;0;0;0;3;0;2;0;2;0;0;0;0;0;0;1;2;1;2
Prov Brabant flamand;MEDECINE NUCLEAIRE IN VITRO;37;12;25;0;0;0;0;0;3;0;5;2;2;0;0;0;0;1;0;3;2;9;10
Prov Brabant flamand;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;162;63;99;0;0;3;7;14;13;6;5;7;8;0;0;0;4;4;4;7;5;12;63
Prov Brabant flamand;GERIATRIE;22;13;9;0;0;0;3;2;4;1;2;1;0;0;0;0;0;0;1;0;2;1;5
Prov Brabant flamand;CHIRURGIE ORALE ET MAXILLO-FACIALE;25;9;16;0;0;2;3;2;0;0;0;2;0;0;0;0;4;3;0;3;3;1;2
Prov Brabant flamand;SOINS INTENSIFS;142;53;89;0;0;12;10;15;9;3;2;1;1;0;0;5;12;10;15;16;13;6;12
Prov Brabant flamand;NEUROLOGIE PEDIATRIQUE;18;11;7;0;0;1;3;0;3;0;1;2;1;0;0;0;0;0;3;0;2;0;2
Prov Brabant flamand;NEPHROLOGIE;40;17;23;0;0;5;5;2;3;1;0;1;0;0;0;2;6;4;1;2;2;1;5
Prov Brabant flamand;MEDECINE D'URGENCE;58;21;37;0;0;2;4;6;3;2;0;2;2;0;0;1;3;3;8;6;4;5;7
Prov Brabant flamand;ENDOCRINO-DIABETOLOGIE;47;32;15;0;0;5;6;4;6;3;5;2;1;0;0;0;1;5;2;0;1;1;5
Prov Brabant flamand;NEONATOLOGIE;22;14;8;0;0;1;3;1;3;4;2;0;0;0;0;1;0;0;1;3;0;2;1
Prov Brabant flamand;ONCOLOGIE;39;17;22;0;0;3;4;5;3;0;2;0;0;0;0;1;2;3;5;1;4;4;2
Prov Brabant flamand;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;11;9;2;0;0;0;2;4;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0
Prov Brabant flamand;HEMATOLOGIE CLINIQUE;28;14;14;0;0;2;4;4;1;1;0;2;0;0;0;0;2;2;2;3;1;1;3
Prov Brabant flamand;GESTION DE DONNEES DE SANTE;11;6;5;0;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;2;1;2;0
Prov Flandre occidentale;MEDECINE NUCLEAIRE IN VITRO;10;3;7;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;2;0;4
Prov Flandre occidentale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;134;43;91;0;0;1;4;4;13;9;2;4;6;0;0;1;2;2;7;9;7;7;56
Prov Flandre occidentale;GERIATRIE;34;11;23;0;0;0;4;2;3;1;0;1;0;0;0;0;0;1;0;1;2;0;19
Prov Flandre occidentale;CHIRURGIE ORALE ET MAXILLO-FACIALE;25;1;24;0;0;0;0;0;1;0;0;0;0;0;0;1;5;4;3;6;2;0;3
Prov Flandre occidentale;SOINS INTENSIFS;96;29;67;0;0;3;10;7;3;5;1;0;0;0;0;5;8;9;11;9;13;4;8
Prov Flandre occidentale;NEUROLOGIE PEDIATRIQUE;6;3;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
Prov Flandre occidentale;NEPHROLOGIE;39;12;27;0;0;1;5;2;2;2;0;0;0;0;0;2;0;3;5;1;2;2;12
Prov Flandre occidentale;MEDECINE D'URGENCE;52;15;37;0;0;1;3;2;5;2;0;1;1;0;0;0;5;4;6;9;2;8;3
Prov Flandre occidentale;ENDOCRINO-DIABETOLOGIE;18;8;10;0;0;1;1;3;1;1;0;1;0;0;0;0;0;1;2;1;1;1;4
Prov Flandre occidentale;NEONATOLOGIE;10;5;5;0;0;2;1;1;1;0;0;0;0;0;0;0;0;1;2;0;2;0;0
Prov Flandre occidentale;ONCOLOGIE;44;10;34;0;0;0;7;2;0;1;0;0;0;0;0;0;1;5;2;7;5;12;2
Prov Flandre occidentale;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Prov Flandre occidentale;HEMATOLOGIE CLINIQUE;9;2;7;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;2;2;1;0
Prov Flandre occidentale;GESTION DE DONNEES DE SANTE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
Prov Flandre orientale;MEDECINE NUCLEAIRE IN VITRO;35;10;25;0;0;0;0;2;0;4;3;0;1;0;0;0;0;0;4;4;6;6;5
Prov Flandre orientale;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;124;55;69;0;0;0;9;13;11;7;3;1;11;0;0;1;6;6;6;11;6;5;28
Prov Flandre orientale;GERIATRIE;15;4;11;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;9
Prov Flandre orientale;CHIRURGIE ORALE ET MAXILLO-FACIALE;30;8;22;0;0;0;3;1;3;0;1;0;0;0;0;0;2;4;2;2;4;4;4
Prov Flandre orientale;SOINS INTENSIFS;121;46;75;0;0;9;9;9;12;6;0;0;1;0;0;9;5;11;12;13;11;9;5
Prov Flandre orientale;NEUROLOGIE PEDIATRIQUE;11;7;4;0;0;0;1;1;2;1;1;0;1;0;0;0;0;1;0;0;0;1;2
Prov Flandre orientale;NEPHROLOGIE;46;18;28;0;0;1;7;3;2;1;3;0;1;0;0;2;6;2;3;5;2;1;7
Prov Flandre orientale;MEDECINE D'URGENCE;47;8;39;0;0;0;1;4;2;1;0;0;0;0;0;0;5;8;8;4;7;1;6
Prov Flandre orientale;ENDOCRINO-DIABETOLOGIE;38;20;18;0;0;6;4;1;4;3;1;1;0;0;0;0;1;2;2;1;4;1;7
Prov Flandre orientale;NEONATOLOGIE;10;8;2;0;0;0;3;1;1;2;0;1;0;0;0;0;0;0;1;0;0;0;1
Prov Flandre orientale;ONCOLOGIE;54;26;28;0;0;2;6;13;3;0;1;1;0;0;0;1;3;4;7;4;6;2;1
Prov Flandre orientale;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;7;6;1;0;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;1
Prov Flandre orientale;HEMATOLOGIE CLINIQUE;16;11;5;0;0;1;4;3;1;1;1;0;0;0;0;2;0;0;0;0;2;0;1
Prov Flandre orientale;GESTION DE DONNEES DE SANTE;14;1;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;4;1;4
Prov Anvers;MEDECINE NUCLEAIRE IN VITRO;21;10;11;0;0;0;0;1;2;4;3;0;0;0;0;0;0;0;0;2;4;2;3
Prov Anvers;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;129;57;72;0;0;1;6;10;15;7;7;7;4;0;0;1;4;5;8;6;5;13;30
Prov Anvers;GERIATRIE;28;5;23;0;0;0;0;1;2;0;2;0;0;0;0;0;0;3;0;1;4;6;9
Prov Anvers;CHIRURGIE ORALE ET MAXILLO-FACIALE;35;4;31;0;0;0;2;0;2;0;0;0;0;0;0;3;7;2;3;5;2;2;7
Prov Anvers;SOINS INTENSIFS;141;57;84;0;0;3;13;15;13;8;3;1;1;0;0;6;8;14;14;12;13;8;9
Prov Anvers;NEUROLOGIE PEDIATRIQUE;14;12;2;0;0;1;1;4;2;2;0;2;0;0;0;0;0;0;0;0;0;1;1
Prov Anvers;NEPHROLOGIE;48;25;23;0;0;6;6;6;4;0;1;2;0;0;0;1;3;3;2;3;3;5;3
Prov Anvers;MEDECINE D'URGENCE;61;11;50;0;0;0;2;3;3;1;1;1;0;0;0;2;3;5;9;10;11;4;6
Prov Anvers;ENDOCRINO-DIABETOLOGIE;44;27;17;0;0;5;7;2;3;5;2;3;0;0;0;1;1;2;1;3;1;4;4
Prov Anvers;NEONATOLOGIE;22;14;8;0;0;0;3;2;3;3;2;1;0;0;0;0;2;1;1;0;3;0;1
Prov Anvers;ONCOLOGIE;53;26;27;0;0;3;6;6;5;4;2;0;0;0;0;0;0;4;1;9;7;3;3
Prov Anvers;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;3;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Prov Anvers;HEMATOLOGIE CLINIQUE;23;12;11;0;0;2;3;3;3;1;0;0;0;0;0;0;1;1;2;2;1;3;1
Prov Anvers;GESTION DE DONNEES DE SANTE;10;2;8;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;3;2
Prov Limbourg;MEDECINE NUCLEAIRE IN VITRO;9;3;6;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;1;1;2
Prov Limbourg;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;54;13;41;0;0;0;2;3;5;0;1;0;2;0;0;1;4;7;0;2;5;5;17
Prov Limbourg;GERIATRIE;6;2;4;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;1
Prov Limbourg;CHIRURGIE ORALE ET MAXILLO-FACIALE;17;1;16;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;2;1;2;2;1
Prov Limbourg;SOINS INTENSIFS;70;29;41;0;0;4;5;7;6;5;2;0;0;0;0;3;8;4;7;3;8;3;5
Prov Limbourg;NEUROLOGIE PEDIATRIQUE;4;4;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;NEPHROLOGIE;15;5;10;0;0;1;0;1;2;0;0;1;0;0;0;2;0;2;0;3;2;0;1
Prov Limbourg;MEDECINE D'URGENCE;28;7;21;0;0;0;0;2;3;2;0;0;0;0;0;0;1;6;3;3;2;2;4
Prov Limbourg;ENDOCRINO-DIABETOLOGIE;15;7;8;0;0;1;1;1;2;1;1;0;0;0;0;0;1;2;1;0;0;3;1
Prov Limbourg;NEONATOLOGIE;2;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;ONCOLOGIE;21;5;16;0;0;2;0;2;0;0;1;0;0;0;0;0;1;3;5;3;3;1;0
Prov Limbourg;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Prov Limbourg;HEMATOLOGIE CLINIQUE;6;4;2;0;0;0;2;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
Prov Limbourg;GESTION DE DONNEES DE SANTE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3
Prov Brabant wallon;MEDECINE NUCLEAIRE IN VITRO;19;10;9;0;0;0;0;0;0;2;5;2;1;0;0;0;0;0;0;0;0;3;6
Prov Brabant wallon;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;71;21;50;0;0;0;0;3;4;1;3;1;9;0;0;0;0;2;1;4;6;4;33
Prov Brabant wallon;GERIATRIE;9;4;5;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;0;1;2
Prov Brabant wallon;CHIRURGIE ORALE ET MAXILLO-FACIALE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;1
Prov Brabant wallon;SOINS INTENSIFS;51;7;44;0;0;1;0;2;0;1;2;1;0;0;0;3;3;2;6;8;13;5;4
Prov Brabant wallon;NEUROLOGIE PEDIATRIQUE;9;7;2;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1
Prov Brabant wallon;NEPHROLOGIE;31;13;18;0;0;1;1;2;3;3;1;2;0;0;0;1;1;0;2;3;2;5;4
Prov Brabant wallon;MEDECINE D'URGENCE;27;6;21;0;0;0;1;0;2;2;0;1;0;0;0;0;0;4;2;3;4;3;5
Prov Brabant wallon;ENDOCRINO-DIABETOLOGIE;21;6;15;0;0;0;0;3;1;0;2;0;0;0;0;0;0;2;2;1;2;2;6
Prov Brabant wallon;NEONATOLOGIE;11;7;4;0;0;0;2;1;2;0;0;2;0;0;0;0;1;1;1;0;1;0;0
Prov Brabant wallon;ONCOLOGIE;9;1;8;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;4;1;0
Prov Brabant wallon;HEMATOLOGIE CLINIQUE;8;4;4;0;0;0;1;1;0;2;0;0;0;0;0;0;0;1;0;2;0;1;0
Prov Brabant wallon;GESTION DE DONNEES DE SANTE;7;3;4;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;1;2
Prov Hainaut;MEDECINE NUCLEAIRE IN VITRO;18;4;14;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;4;5;4
Prov Hainaut;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;53;13;40;0;0;0;0;3;1;0;2;5;2;0;0;0;0;0;3;4;4;8;21
Prov Hainaut;GERIATRIE;16;4;12;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;1;0;1;2;8
Prov Hainaut;CHIRURGIE ORALE ET MAXILLO-FACIALE;11;4;7;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;2;0;2
Prov Hainaut;SOINS INTENSIFS;57;12;45;0;0;3;1;4;1;1;1;0;1;0;0;0;0;2;6;12;10;8;7
Prov Hainaut;NEUROLOGIE PEDIATRIQUE;7;6;1;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0
Prov Hainaut;NEPHROLOGIE;21;5;16;0;0;0;1;2;1;0;0;0;1;0;0;0;2;0;0;4;2;2;6
Prov Hainaut;MEDECINE D'URGENCE;41;6;35;0;0;0;0;2;1;0;0;0;3;0;0;0;0;3;3;10;6;7;6
Prov Hainaut;ENDOCRINO-DIABETOLOGIE;33;17;16;0;0;3;3;4;4;1;1;0;1;0;0;1;1;2;1;1;3;2;5
Prov Hainaut;NEONATOLOGIE;9;9;0;0;0;0;1;2;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0
Prov Hainaut;ONCOLOGIE;26;5;21;0;0;0;1;2;0;0;1;1;0;0;0;0;1;4;4;2;2;5;3
Prov Hainaut;HEMATOLOGIE CLINIQUE;12;6;6;0;0;1;2;2;0;0;1;0;0;0;0;1;1;0;0;3;0;1;0
Prov Hainaut;GESTION DE DONNEES DE SANTE;14;3;11;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;5;4;1
Prov Liège;MEDECINE NUCLEAIRE IN VITRO;20;11;9;0;0;0;0;0;2;3;1;1;4;0;0;1;0;0;0;2;1;3;2
Prov Liège;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;113;43;70;0;0;0;1;2;9;5;4;8;14;0;0;0;1;4;0;6;8;9;42
Prov Liège;GERIATRIE;12;5;7;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;6
Prov Liège;CHIRURGIE ORALE ET MAXILLO-FACIALE;5;1;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0
Prov Liège;SOINS INTENSIFS;74;17;57;0;0;5;3;4;2;2;0;1;0;0;0;2;7;8;10;6;9;8;7
Prov Liège;NEUROLOGIE PEDIATRIQUE;10;6;4;0;0;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2
Prov Liège;NEPHROLOGIE;31;10;21;0;0;0;3;2;2;0;0;1;2;0;0;0;2;2;3;0;6;4;4
Prov Liège;MEDECINE D'URGENCE;59;18;41;0;0;0;2;2;3;7;1;2;1;0;0;0;2;4;10;7;7;8;3
Prov Liège;ENDOCRINO-DIABETOLOGIE;41;22;19;0;0;0;4;5;6;2;1;2;2;0;0;1;1;2;2;2;3;2;6
Prov Liège;NEONATOLOGIE;14;7;7;0;0;1;3;0;1;1;1;0;0;0;0;0;1;3;1;0;0;1;1
Prov Liège;ONCOLOGIE;20;8;12;0;0;2;2;4;0;0;0;0;0;0;0;0;1;1;2;4;1;3;0
Prov Liège;HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE;10;6;4;0;0;0;1;1;1;0;1;2;0;0;0;0;1;1;1;1;0;0;0
Prov Liège;HEMATOLOGIE CLINIQUE;16;7;9;0;0;4;1;1;1;0;0;0;0;0;0;0;1;3;0;2;1;0;2
Prov Liège;GESTION DE DONNEES DE SANTE;13;6;7;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;2;3;2
Prov Namur;MEDECINE NUCLEAIRE IN VITRO;6;2;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;3
Prov Namur;READAPTATION FONCTIONNELLE ET PROFESSIONNELLE DES HANDICAPES;29;11;18;0;0;0;0;4;0;0;3;2;2;0;0;0;0;0;0;5;1;2;10
Prov Namur;GERIATRIE;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
