Territoire-Spécialité;Unnamed: 1;Unnamed: 2;Total;Genre;Unnamed: 5;Femme;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Homme;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25
;Belgique;"Sans qualification
professionnelle particulière
(QPP)";36395.0;21564;14831;1593;3965;2223;1350;1960;2151;1873;1872;1748;2829;701;2603;1466;707;1098;1411;1137;1218;1384;3106
;"Région
flamande";"Sans qualification
professionnelle particulière
(QPP)";19736.0;12110;7626;903;2271;1019;793;1153;1389;1100;1014;980;1488;320;1239;615;360;580;727;567;635;753;1830
;"Région
wallonne";"Sans qualification
professionnelle particulière
(QPP)";13601.0;7710;5891;546;1308;975;469;719;667;679;716;633;998;295;1023;636;266;447;604;502;522;533;1063
;"Région de
Bruxelles
Capitale";"Sans qualification
professionnelle particulière
(QPP)";3058.0;1744;1314;144;386;229;88;88;95;94;142;135;343;86;341;215;81;71;80;68;61;98;213
;"Brabant
flamand";"Sans qualification
professionnelle particulière
(QPP)";4275.0;2667;1608;194;460;293;174;249;261;247;235;216;338;73;268;154;90;147;147;113;131;136;349
;"Flandre
occidentale";"Sans qualification
professionnelle particulière
(QPP)";3619.0;2099;1520;167;369;131;107;201;277;188;170;194;295;55;174;67;53;120;144;126;144;196;441
;"Flandre
orientale";"Sans qualification
professionnelle particulière
(QPP)";4474.0;2846;1628;204;537;200;186;304;350;243;247;201;374;70;284;107;66;111;157;122;169;154;388
;Anvers;"Sans qualification
professionnelle particulière
(QPP)";4901.0;3043;1858;212;629;245;228;261;319;295;266;262;326;74;338;180;102;121;171;131;136;179;426
;Limbourg;"Sans qualification
professionnelle particulière
(QPP)";2467.0;1455;1012;126;276;150;98;138;182;127;96;107;155;48;175;107;49;81;108;75;55;88;226
;Brabant Wallon;"Sans qualification
professionnelle particulière
(QPP)";2279.0;1443;836;94;210;169;73;133;124;102;154;155;229;42;139;93;49;63;91;71;77;87;124
;Hainaut;"Sans qualification
professionnelle particulière
(QPP)";4128.0;2125;2003;128;356;243;131;184;197;199;198;182;307;91;321;215;75;138;204;169;175;179;436
;Liège;"Sans qualification
professionnelle particulière
(QPP)";3910.0;2246;1664;177;395;280;131;218;192;208;198;183;264;77;301;170;71;136;167;149;150;160;283
;Namur;"Sans qualification
professionnelle particulière
(QPP)";1961.0;1106;855;89;190;138;74;94;79;115;103;86;138;50;137;81;37;63;97;77;77;77;159
;Luxembourg;"Sans qualification
professionnelle particulière
(QPP)";1323.0;790;533;58;157;145;60;90;75;55;63;27;60;35;125;77;34;47;45;36;43;30;61
;"Région de
Bruxelles
Capitale";"Sans qualification
professionnelle particulière
(QPP)";3058.0;1744;1314;144;386;229;88;88;95;94;142;135;343;86;341;215;81;71;80;68;61;98;213
;Belgique;"Kinésithérapie
cardiovasculaire";164.0;95;69;0;9;14;10;15;17;13;12;5;0;0;2;9;9;8;6;10;11;11;3
;;Thérapie manuelle;1570.0;833;737;0;90;292;179;96;65;44;36;18;13;0;46;177;97;109;92;57;62;60;37
;;"Kinésithérapie
neurologique";418.0;314;104;0;25;82;51;44;33;34;24;17;4;0;3;13;14;16;22;16;7;6;7
;;Kinésithérapie pédiatrique;793.0;716;77;0;36;169;144;115;80;63;60;34;15;0;2;9;4;15;13;8;9;7;10
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";569.0;549;20;0;9;69;72;103;90;82;59;51;14;0;0;0;2;0;3;2;5;2;6
;;Kinésithérapie respiratoire;415.0;301;114;0;22;63;52;48;35;36;24;14;7;0;6;16;7;20;16;7;18;15;9
;"Région
flamande";"Kinésithérapie
cardiovasculaire";101.0;56;45;0;7;10;7;5;10;9;6;2;0;0;1;4;5;5;5;5;7;10;3
;;Thérapie manuelle;1358.0;745;613;0;81;256;169;82;62;39;31;14;11;0;35;133;85;90;81;48;58;52;31
;;"Kinésithérapie
neurologique";282.0;216;66;0;21;60;40;23;25;21;12;11;3;0;1;8;11;9;15;9;7;3;3
;;Kinésithérapie pédiatrique;621.0;569;52;0;34;135;116;96;62;48;42;24;12;0;2;4;2;11;6;6;7;6;8
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";410.0;400;10;0;8;45;57;74;65;65;42;35;9;0;0;0;0;0;1;1;3;2;3
;;Kinésithérapie respiratoire;318.0;241;77;0;18;51;40;35;27;31;21;11;7;0;5;6;5;15;9;5;13;13;6
;"Région
wallonne";"Kinésithérapie
cardiovasculaire";48.0;32;16;0;1;3;3;9;5;3;6;2;0;0;0;4;2;2;1;3;3;1;0
;;Thérapie manuelle;168.0;70;98;0;9;27;7;12;1;5;4;3;2;0;9;34;7;16;11;6;3;6;6
;;"Kinésithérapie
neurologique";113.0;82;31;0;2;19;7;17;7;12;12;5;1;0;2;3;3;6;4;7;0;2;4
;;Kinésithérapie pédiatrique;128.0;111;17;0;1;26;17;16;15;13;15;6;2;0;0;2;2;3;5;2;1;0;2
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";134.0;127;7;0;1;19;14;29;20;13;15;11;5;0;0;0;2;0;0;1;2;0;2
;;Kinésithérapie respiratoire;73.0;46;27;0;2;10;7;12;6;4;3;2;0;0;0;7;1;3;6;2;4;2;2
;"Région de
Bruxelles
Capitale";"Kinésithérapie
cardiovasculaire";15.0;7;8;0;1;1;0;1;2;1;0;1;0;0;1;1;2;1;0;2;1;0;0
;;Thérapie manuelle;44.0;18;26;0;0;9;3;2;2;0;1;1;0;0;2;10;5;3;0;3;1;2;0
;;"Kinésithérapie
neurologique";23.0;16;7;0;2;3;4;4;1;1;0;1;0;0;0;2;0;1;3;0;0;1;0
;;Kinésithérapie pédiatrique;44.0;36;8;0;1;8;11;3;3;2;3;4;1;0;0;3;0;1;2;0;1;1;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";25.0;22;3;0;0;5;1;0;5;4;2;5;0;0;0;0;0;0;2;0;0;0;1
;;Kinésithérapie respiratoire;24.0;14;10;0;2;2;5;1;2;1;0;1;0;0;1;3;1;2;1;0;1;0;1
;"Brabant
flamand";"Kinésithérapie
cardiovasculaire";27.0;15;12;0;3;3;3;1;2;1;1;1;0;0;0;2;2;2;2;0;1;3;0
;;Thérapie manuelle;250.0;143;107;0;15;41;33;19;15;7;7;5;1;0;4;31;14;11;15;7;9;11;5
;;"Kinésithérapie
neurologique";82.0;58;24;0;7;17;8;6;12;7;1;0;0;0;0;2;4;2;7;5;3;1;0
;;Kinésithérapie pédiatrique;106.0;97;9;0;2;26;20;18;11;6;5;6;3;0;1;2;0;2;1;0;1;1;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";76.0;75;1;0;3;9;11;17;16;5;6;7;1;0;0;0;0;0;0;0;0;1;0
;;Kinésithérapie respiratoire;66.0;52;14;0;4;12;13;5;7;7;3;1;0;0;1;1;1;3;3;1;2;1;1
;"Flandre
occidentale";"Kinésithérapie
cardiovasculaire";9.0;2;7;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;2;2;0
;;Thérapie manuelle;305.0;162;143;0;22;62;31;21;9;10;5;0;2;0;6;24;21;32;17;12;10;10;11
;;"Kinésithérapie
neurologique";53.0;39;14;0;4;8;2;4;4;5;5;7;0;0;0;1;2;4;2;2;2;1;0
;;Kinésithérapie pédiatrique;113.0;103;10;0;5;19;17;14;16;14;10;4;4;0;0;0;0;4;2;1;0;1;2
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";106.0;102;4;0;1;15;6;25;18;16;10;9;2;0;0;0;0;0;0;1;1;1;1
;;Kinésithérapie respiratoire;52.0;41;11;0;2;4;5;9;6;6;5;3;1;0;2;0;1;2;1;0;2;2;1
;"Flandre
orientale";"Kinésithérapie
cardiovasculaire";27.0;20;7;0;3;4;1;3;4;4;1;0;0;0;0;0;1;0;1;1;2;2;0
;;Thérapie manuelle;325.0;193;132;0;16;68;53;24;18;8;1;2;3;0;9;28;20;20;20;9;12;8;6
;;"Kinésithérapie
neurologique";49.0;37;12;0;1;10;13;5;4;3;0;1;0;0;0;1;2;2;4;0;2;0;1
;;Kinésithérapie pédiatrique;182.0;167;15;0;12;44;33;30;15;18;12;1;2;0;1;1;1;3;1;2;2;2;2
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";101.0;99;2;0;2;7;18;15;15;20;11;8;3;0;0;0;0;0;0;0;1;0;1
;;Kinésithérapie respiratoire;96.0;72;24;0;8;15;7;13;6;9;9;4;1;0;2;3;2;5;0;1;5;4;2
;Anvers;"Kinésithérapie
cardiovasculaire";20.0;11;9;0;1;1;2;1;2;1;3;0;0;0;0;0;1;1;0;2;0;3;2
;;Thérapie manuelle;341.0;183;158;0;19;65;38;14;15;13;12;5;2;0;13;34;22;14;19;12;22;18;4
;;"Kinésithérapie
neurologique";58.0;48;10;0;4;13;12;5;5;1;5;2;1;0;0;3;0;1;2;2;0;0;2
;;Kinésithérapie pédiatrique;137.0;127;10;0;10;29;33;21;11;7;7;7;2;0;0;1;0;1;0;3;2;2;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";78.0;77;1;0;0;7;11;12;11;19;11;5;1;0;0;0;0;0;1;0;0;0;0
;;Kinésithérapie respiratoire;78.0;60;18;0;3;16;12;7;6;5;4;3;4;0;0;1;1;4;3;1;2;4;2
;Limbourg;"Kinésithérapie
cardiovasculaire";18.0;8;10;0;0;2;1;0;2;2;0;1;0;0;1;1;1;2;1;1;2;0;1
;;Thérapie manuelle;137.0;64;73;0;9;20;14;4;5;1;6;2;3;0;3;16;8;13;10;8;5;5;5
;;"Kinésithérapie
neurologique";40.0;34;6;0;5;12;5;3;0;5;1;1;2;0;1;1;3;0;0;0;0;1;0
;;Kinésithérapie pédiatrique;83.0;75;8;0;5;17;13;13;9;3;8;6;1;0;0;0;1;1;2;0;2;0;2
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";49.0;47;2;0;2;7;11;5;5;5;4;6;2;0;0;0;0;0;0;0;1;0;1
;;Kinésithérapie respiratoire;26.0;16;10;0;1;4;3;1;2;4;0;0;1;0;0;1;0;1;2;2;2;2;0
;Brabant Wallon;"Kinésithérapie
cardiovasculaire";11.0;7;4;0;0;1;2;2;0;2;0;0;0;0;0;2;0;0;0;0;2;0;0
;;Thérapie manuelle;53.0;23;30;0;6;7;2;0;1;2;2;2;1;0;3;14;1;3;4;1;0;1;3
;;"Kinésithérapie
neurologique";35.0;28;7;0;1;6;2;5;4;4;4;2;0;0;1;1;1;1;1;1;0;0;1
;;Kinésithérapie pédiatrique;48.0;43;5;0;0;10;5;5;2;6;10;4;1;0;0;0;1;1;1;0;1;0;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";35.0;32;3;0;0;4;7;7;6;1;1;3;3;0;0;0;2;0;0;1;0;0;0
;;Kinésithérapie respiratoire;25.0;17;8;0;1;4;5;2;2;3;0;0;0;0;0;2;1;1;2;1;1;0;0
;Hainaut;"Kinésithérapie
cardiovasculaire";8.0;3;5;0;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;2;0;1;0
;;Thérapie manuelle;36.0;15;21;0;1;7;2;3;0;1;1;0;0;0;2;9;0;6;1;1;0;1;1
;;"Kinésithérapie
neurologique";20.0;12;8;0;0;2;1;4;1;2;2;0;0;0;0;1;2;1;0;2;0;0;2
;;Kinésithérapie pédiatrique;26.0;20;6;0;0;6;3;1;4;3;3;0;0;0;0;1;1;0;3;0;0;0;1
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";39.0;36;3;0;0;4;2;8;5;7;5;4;1;0;0;0;0;0;0;0;2;0;1
;;Kinésithérapie respiratoire;10.0;4;6;0;0;1;0;1;2;0;0;0;0;0;0;1;0;1;1;0;1;1;1
;Liège;"Kinésithérapie
cardiovasculaire";16.0;11;5;0;1;1;1;4;2;0;2;0;0;0;0;2;1;0;1;1;0;0;0
;;Thérapie manuelle;52.0;25;27;0;2;11;1;6;0;2;1;1;1;0;1;6;1;6;4;2;2;3;2
;;"Kinésithérapie
neurologique";52.0;37;15;0;1;10;2;8;2;6;4;3;1;0;1;1;0;3;3;4;0;2;1
;;Kinésithérapie pédiatrique;32.0;29;3;0;0;8;6;4;4;4;1;2;0;0;0;0;0;1;0;2;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";42.0;42;0;0;0;8;2;9;7;3;8;4;1;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie respiratoire;23.0;14;9;0;0;2;1;6;1;0;2;2;0;0;0;1;0;1;3;1;2;1;0
;Namur;"Kinésithérapie
cardiovasculaire";12.0;10;2;0;0;1;0;3;1;1;2;2;0;0;0;0;1;0;0;0;1;0;0
;;Thérapie manuelle;16.0;4;12;0;0;1;1;2;0;0;0;0;0;0;2;4;2;1;1;1;0;1;0
;;"Kinésithérapie
neurologique";5.0;4;1;0;0;1;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0
;;Kinésithérapie pédiatrique;18.0;15;3;0;1;2;2;5;3;0;1;0;1;0;0;1;0;1;1;0;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";12.0;11;1;0;0;1;2;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1
;;Kinésithérapie respiratoire;13.0;10;3;0;1;2;1;3;1;1;1;0;0;0;0;3;0;0;0;0;0;0;0
;Luxembourg;"Kinésithérapie
cardiovasculaire";1.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Thérapie manuelle;11.0;3;8;0;0;1;1;1;0;0;0;0;0;0;1;1;3;0;1;1;1;0;0
;;"Kinésithérapie
neurologique";1.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie pédiatrique;4.0;4;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";6.0;6;0;0;1;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
;;Kinésithérapie respiratoire;2.0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;"Région de
Bruxelles
Capitale";"Kinésithérapie
cardiovasculaire";15.0;7;8;0;1;1;0;1;2;1;0;1;0;0;1;1;2;1;0;2;1;0;0
;;Thérapie manuelle;44.0;18;26;0;0;9;3;2;2;0;1;1;0;0;2;10;5;3;0;3;1;2;0
;;"Kinésithérapie
neurologique";23.0;16;7;0;2;3;4;4;1;1;0;1;0;0;0;2;0;1;3;0;0;1;0
;;Kinésithérapie pédiatrique;44.0;36;8;0;1;8;11;3;3;2;3;4;1;0;0;3;0;1;2;0;1;1;0
;;"Rééducation
abdomino-pelvienne et
kinésithérapie périnatale";25.0;22;3;0;0;5;1;0;5;4;2;5;0;0;0;0;0;0;2;0;0;0;1
;;Kinésithérapie respiratoire;24.0;14;10;0;2;2;5;1;2;1;0;1;0;0;1;3;1;2;1;0;1;0;1
