gebied;specialiteit;totaal;geslacht_vrouw;geslacht_man;vrouw_min25;vrouw_25-29;vrouw_30-34;vrouw_35-39;vrouw_40-44;vrouw_45-49;vrouw_50-54;vrouw_55-59;vrouw_60-64;vrouw_65plus;man_min25;man_25-29;man_30-34;man_35-39;man_40-44;man_45-49;man_50-54;man_55-59;man_60-64;man_65plus
Brussels Hoofdstedelijk Gewest;Zonder toelating om voor te schrijven;557;550;7;26;80;108;73;29;34;29;60;41;70;0;1;0;1;1;1;2;0;0;1
Vlaams Brabant;Zonder toelating om voor te schrijven;1496;1478;18;99;175;278;183;130;98;119;146;123;127;0;1;1;1;1;2;2;4;5;1
West-Vlaanderen;Zonder toelating om voor te schrijven;1632;1621;11;118;200;261;182;165;120;134;145;140;156;0;0;1;1;0;0;2;1;5;1
Oost-Vlaanderen;Zonder toelating om voor te schrijven;1705;1688;17;123;204;323;218;248;116;149;123;108;76;0;0;0;1;1;2;6;4;3;0
Antwerpen;Zonder toelating om voor te schrijven;2245;2233;12;116;289;332;266;261;163;177;209;184;236;1;0;1;1;1;1;1;3;2;1
Limburg;Zonder toelating om voor te schrijven;1130;1123;7;76;140;151;134;124;91;87;108;95;117;0;0;0;0;0;0;3;2;2;0
Waals Brabant;Zonder toelating om voor te schrijven;359;354;5;10;21;55;44;28;27;32;42;43;52;0;0;1;0;0;0;0;1;2;1
Henegouwen;Zonder toelating om voor te schrijven;746;738;8;8;42;120;71;74;88;98;77;67;93;1;0;0;0;1;1;2;1;2;0
Luik;Zonder toelating om voor te schrijven;841;831;10;26;73;154;127;70;82;71;69;69;90;0;0;0;0;4;2;1;1;2;0
Namen;Zonder toelating om voor te schrijven;428;427;1;3;33;80;40;36;33;52;41;41;68;0;0;0;0;0;0;0;0;1;0
Luxemburg;Zonder toelating om voor te schrijven;217;215;2;13;18;30;18;18;22;19;32;22;23;0;0;1;0;0;0;0;0;0;1
Brussels Hoofdstedelijk Gewest;Zonder toelating om voor te schrijven;557;550;7;26;80;108;73;29;34;29;60;41;70;0;1;0;1;1;1;2;0;0;1
België;Voorschrift geneesmiddelen;1850;1840;10;285;639;375;178;136;76;57;60;27;7;1;3;1;1;1;1;0;0;1;1
Vlaams Gewest;Voorschrift geneesmiddelen;937;933;4;156;296;191;88;86;47;21;30;17;1;0;2;0;1;0;1;0;0;0;0
Waals Gewest;Voorschrift geneesmiddelen;660;655;5;104;256;118;58;37;17;28;25;10;2;1;1;1;0;0;0;0;0;1;1
Brussels Hoofdstedelijk Gewest;Voorschrift geneesmiddelen;253;252;1;25;87;66;32;13;12;8;5;0;4;0;0;0;0;1;0;0;0;0;0
Vlaams Brabant;Voorschrift geneesmiddelen;231;231;0;14;61;59;27;27;19;6;11;6;1;0;0;0;0;0;0;0;0;0;0
West-Vlaanderen;Voorschrift geneesmiddelen;150;149;1;33;54;24;12;9;9;3;2;3;0;0;1;0;0;0;0;0;0;0;0
Oost-Vlaanderen;Voorschrift geneesmiddelen;220;220;0;45;73;36;20;20;5;8;8;5;0;0;0;0;0;0;0;0;0;0;0
Antwerpen;Voorschrift geneesmiddelen;211;208;3;32;69;46;21;18;11;3;6;2;0;0;1;0;1;0;1;0;0;0;0
Limburg;Voorschrift geneesmiddelen;125;125;0;32;39;26;8;12;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0
Waals Brabant;Voorschrift geneesmiddelen;98;98;0;15;26;26;11;7;3;6;2;2;0;0;0;0;0;0;0;0;0;0;0
Henegouwen;Voorschrift geneesmiddelen;226;223;3;29;87;40;26;11;6;10;11;3;0;0;1;0;0;0;0;0;0;1;1
Luik;Voorschrift geneesmiddelen;124;123;1;22;60;10;7;8;4;6;4;0;2;0;0;1;0;0;0;0;0;0;0
Namen;Voorschrift geneesmiddelen;144;143;1;34;47;31;8;8;3;2;5;5;0;1;0;0;0;0;0;0;0;0;0
Luxemburg;Voorschrift geneesmiddelen;68;68;0;4;36;11;6;3;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0
Brussels Hoofdstedelijk Gewest;Voorschrift geneesmiddelen;253;252;1;25;87;66;32;13;12;8;5;0;4;0;0;0;0;1;0;0;0;0;0
